user_id,sleep_date,total_minutes_asleep,total_minutes_awake,avg_sleep_efficiency,segment_count,has_unknown_main_sleep
U_J8QO09VS9KKH,2024-06-21,266.0,95.0,80.0,2,0
U_J8QO09VS9KKH,2024-07-03,,,,1,1
U_J8QO09VS9KKH,2024-07-11,360.0,1.0,76.0,1,0
U_J8QO09VS9KKH,2024-07-13,523.0,119.0,91.0,2,1
U_J8QO09VS9KKH,2024-07-20,266.0,,79.0,1,0
U_J8QO09VS9KKH,2024-08-01,257.0,87.0,89.0,2,0
U_J8QO09VS9KKH,2024-09-01,610.0,96.0,78.5,3,0
U_J8QO09VS9KKH,2024-09-05,360.0,42.0,88.0,1,0
U_J8QO09VS9KKH,2024-09-10,360.0,,83.0,1,0
U_J8QO09VS9KKH,2024-10-12,360.0,,69.0,1,1
U_J8QO09VS9KKH,2024-10-13,360.0,62.0,72.0,1,0
U_J8QO09VS9KKH,2024-10-17,161.0,17.0,93.0,1,0
U_J8QO09VS9KKH,2024-10-25,260.0,74.0,87.5,2,0
U_J8QO09VS9KKH,2024-10-31,123.0,15.0,88.0,1,0
U_J8QO09VS9KKH,2024-11-04,360.0,33.0,78.0,1,0
U_J8QO09VS9KKH,2024-11-08,294.0,108.0,83.0,2,0
U_J8QO09VS9KKH,2024-11-28,259.0,31.0,80.0,1,0
U_J8QO09VS9KKH,2024-12-04,360.0,33.0,90.0,1,0
U_J8QO09VS9KKH,2024-12-05,551.0,87.0,82.0,2,0
U_J8QO09VS9KKH,2024-12-19,153.0,,90.0,1,0
U_J8QO09VS9KKH,2024-12-18,83.0,6.0,88.0,1,0
U_J8QO09VS9KKH,2024-12-23,187.0,16.0,,1,0
U_7E1047WWBSLU,2024-01-06,306.0,145.0,85.33333333333333,3,0
U_7E1047WWBSLU,2024-01-13,234.0,24.0,75.0,1,0
U_7E1047WWBSLU,2024-01-16,360.0,34.0,77.0,1,0
U_7E1047WWBSLU,2024-01-19,360.0,57.0,81.0,1,1
U_7E1047WWBSLU,2024-01-22,155.0,3.0,88.0,1,0
U_7E1047WWBSLU,2024-02-08,449.0,40.0,82.0,2,0
U_7E1047WWBSLU,2024-02-16,332.0,,89.5,2,0
U_7E1047WWBSLU,2024-02-21,360.0,12.0,,1,0
U_7E1047WWBSLU,2024-02-22,435.0,39.0,75.5,2,0
U_7E1047WWBSLU,2024-02-24,344.0,42.0,96.0,1,0
U_7E1047WWBSLU,2024-02-28,97.0,0.0,86.0,1,0
U_7E1047WWBSLU,2024-03-04,375.0,41.0,81.5,2,0
U_7E1047WWBSLU,2024-03-19,221.0,,92.0,1,0
U_7E1047WWBSLU,2024-03-27,360.0,18.0,,1,0
U_7E1047WWBSLU,2024-04-15,360.0,17.0,84.0,1,1
U_7E1047WWBSLU,2024-04-18,107.0,39.0,90.0,1,0
U_7E1047WWBSLU,2024-05-29,360.0,39.0,80.0,1,0
U_7E1047WWBSLU,2024-06-06,360.0,37.0,,1,0
U_7E1047WWBSLU,2024-06-17,360.0,11.0,86.0,1,0
U_7E1047WWBSLU,2024-06-22,360.0,25.0,75.0,1,0
U_7E1047WWBSLU,2024-06-23,160.0,29.0,89.0,1,0
U_7E1047WWBSLU,2024-06-25,482.0,90.0,,2,0
U_7E1047WWBSLU,2024-06-27,148.0,18.0,,1,0
U_7E1047WWBSLU,2024-07-29,408.0,63.0,95.0,2,1
U_7E1047WWBSLU,2024-08-04,,,90.0,1,0
U_7E1047WWBSLU,2024-08-12,139.0,67.0,82.0,2,1
U_7E1047WWBSLU,2024-08-16,231.0,30.0,76.0,1,0
U_7E1047WWBSLU,2024-08-28,389.0,109.0,91.0,2,0
U_7E1047WWBSLU,2024-09-26,211.0,64.0,83.0,2,0
U_7E1047WWBSLU,2024-10-01,221.0,43.0,,1,0
U_7E1047WWBSLU,2024-10-03,,25.0,82.0,1,0
U_7E1047WWBSLU,2024-10-04,174.0,39.0,96.0,1,0
U_7E1047WWBSLU,2024-10-10,415.0,50.0,92.0,2,0
U_7E1047WWBSLU,2024-10-18,356.0,20.0,97.0,1,0
U_7E1047WWBSLU,2024-10-20,360.0,58.0,78.0,1,0
U_7E1047WWBSLU,2024-10-24,360.0,8.0,88.0,1,0
U_7E1047WWBSLU,2024-11-12,360.0,,,1,0
U_7E1047WWBSLU,2024-11-21,186.0,12.0,,1,0
U_7E1047WWBSLU,2024-12-11,448.0,39.0,88.0,2,0
U_7E1047WWBSLU,2024-12-12,154.0,18.0,,1,0
U_7E1047WWBSLU,2024-12-15,289.0,24.0,86.0,2,0
U_7E1047WWBSLU,2024-12-16,271.0,20.0,78.5,2,0
U_7E1047WWBSLU,2024-12-21,360.0,26.0,90.0,1,1
U_ONGMX1GM32WP,2024-01-07,360.0,26.0,86.0,1,0
U_ONGMX1GM32WP,2024-01-26,149.0,35.0,94.5,2,1
U_ONGMX1GM32WP,2024-01-30,477.0,92.0,82.5,2,1
U_ONGMX1GM32WP,2024-02-03,299.0,109.0,93.5,2,1
U_ONGMX1GM32WP,2024-02-20,312.0,,84.0,1,0
U_ONGMX1GM32WP,2024-02-25,360.0,36.0,77.0,1,0
U_ONGMX1GM32WP,2024-02-27,275.0,43.0,90.0,2,1
U_ONGMX1GM32WP,2024-03-02,289.0,57.0,88.0,3,0
U_ONGMX1GM32WP,2024-03-07,360.0,31.0,84.0,1,0
U_ONGMX1GM32WP,2024-03-18,254.0,,70.0,1,0
U_ONGMX1GM32WP,2024-03-26,506.0,90.0,88.0,2,0
U_ONGMX1GM32WP,2024-04-13,360.0,26.0,75.0,1,0
U_ONGMX1GM32WP,2024-04-19,301.0,56.0,81.5,2,0
U_ONGMX1GM32WP,2024-05-04,109.0,71.0,86.0,1,0
U_ONGMX1GM32WP,2024-05-10,463.0,120.0,88.0,2,0
U_ONGMX1GM32WP,2024-05-21,163.0,33.0,78.0,1,0
U_ONGMX1GM32WP,2024-06-01,329.0,31.0,79.0,1,0
U_ONGMX1GM32WP,2024-06-10,184.0,15.0,91.0,1,0
U_ONGMX1GM32WP,2024-06-15,282.0,50.0,72.0,1,0
U_ONGMX1GM32WP,2024-06-30,243.0,58.0,91.0,2,0
U_ONGMX1GM32WP,2024-07-02,360.0,14.0,93.0,1,0
U_ONGMX1GM32WP,2024-08-14,160.0,21.0,89.0,1,0
U_ONGMX1GM32WP,2024-08-21,133.0,43.0,85.0,1,0
U_ONGMX1GM32WP,2024-08-23,111.0,18.0,83.0,1,0
U_ONGMX1GM32WP,2024-08-30,143.0,8.0,82.0,1,0
U_ONGMX1GM32WP,2024-09-07,266.0,62.0,90.0,2,0
U_ONGMX1GM32WP,2024-09-06,105.0,24.0,84.0,1,0
U_ONGMX1GM32WP,2024-09-17,360.0,41.0,81.0,1,0
U_ONGMX1GM32WP,2024-09-18,408.0,135.0,84.0,4,1
U_ONGMX1GM32WP,2024-09-20,360.0,17.0,87.0,1,0
U_ONGMX1GM32WP,2024-10-19,186.0,22.0,89.0,1,0
U_ONGMX1GM32WP,2024-10-21,360.0,69.0,97.0,1,0
U_ONGMX1GM32WP,2024-11-16,304.0,40.0,83.0,2,0
U_ONGMX1GM32WP,2024-11-20,,34.0,94.0,1,0
U_ONGMX1GM32WP,2024-11-22,158.0,45.0,74.0,1,0
U_ONGMX1GM32WP,2024-11-26,360.0,19.0,,1,0
U_ONGMX1GM32WP,2024-11-27,273.0,24.0,89.0,1,0
U_ONGMX1GM32WP,2024-12-31,,29.0,,1,0
U_IIYMYRSVZN4R,2024-01-10,289.0,27.0,85.5,2,0
U_IIYMYRSVZN4R,2024-01-12,288.0,60.0,90.0,1,0
U_IIYMYRSVZN4R,2024-02-05,179.0,53.0,86.0,1,0
U_IIYMYRSVZN4R,2024-03-01,597.0,136.0,80.0,3,1
U_IIYMYRSVZN4R,2024-03-09,360.0,,84.0,1,0
U_IIYMYRSVZN4R,2024-03-10,360.0,4.0,76.0,1,0
U_IIYMYRSVZN4R,2024-03-17,89.0,47.0,92.0,1,0
U_IIYMYRSVZN4R,2024-03-20,360.0,,88.0,1,0
U_IIYMYRSVZN4R,2024-03-30,130.0,37.0,81.0,1,0
U_IIYMYRSVZN4R,2024-04-22,360.0,21.0,86.0,1,1
U_IIYMYRSVZN4R,2024-04-28,360.0,29.0,89.0,1,0
U_IIYMYRSVZN4R,2024-05-13,434.0,100.0,90.5,2,1
U_IIYMYRSVZN4R,2024-05-15,,47.0,89.0,1,0
U_IIYMYRSVZN4R,2024-05-17,427.0,43.0,89.0,3,0
U_IIYMYRSVZN4R,2024-06-28,102.0,48.0,83.0,1,1
U_IIYMYRSVZN4R,2024-07-06,360.0,43.0,89.0,1,0
U_IIYMYRSVZN4R,2024-07-28,503.0,64.0,73.5,2,0
U_IIYMYRSVZN4R,2024-08-15,360.0,34.0,82.0,1,0
U_IIYMYRSVZN4R,2024-08-26,360.0,56.0,93.0,1,0
U_IIYMYRSVZN4R,2024-09-08,186.0,56.0,80.0,2,1
U_IIYMYRSVZN4R,2024-09-12,425.0,35.0,92.0,2,1
U_IIYMYRSVZN4R,2024-09-14,112.0,,85.0,1,0
U_IIYMYRSVZN4R,2024-09-19,360.0,31.0,94.0,1,0
U_IIYMYRSVZN4R,2024-09-25,81.0,0.0,87.0,1,0
U_IIYMYRSVZN4R,2024-09-30,234.0,41.0,89.0,1,0
U_IIYMYRSVZN4R,2024-10-08,149.0,,93.0,1,0
U_IIYMYRSVZN4R,2024-10-14,131.0,34.0,67.0,1,0
U_IIYMYRSVZN4R,2024-11-06,360.0,66.0,92.0,1,0
U_IIYMYRSVZN4R,2024-11-11,471.0,31.0,79.0,3,0
U_IIYMYRSVZN4R,2024-12-03,360.0,43.0,85.0,1,0
U_IIYMYRSVZN4R,2024-12-29,173.0,31.0,97.0,1,0
U_IT9BN18GP51K,2024-01-06,102.0,100.0,86.5,2,1
U_IT9BN18GP51K,2024-01-09,324.0,49.0,,1,0
U_IT9BN18GP51K,2024-01-13,,66.0,93.0,1,0
U_IT9BN18GP51K,2024-01-16,178.0,40.0,83.0,1,0
U_IT9BN18GP51K,2024-01-22,279.0,94.0,91.0,1,0
U_IT9BN18GP51K,2024-02-08,340.0,52.0,86.0,1,0
U_IT9BN18GP51K,2024-02-21,302.0,27.0,83.0,1,0
U_IT9BN18GP51K,2024-02-22,170.0,44.0,79.0,1,0
U_IT9BN18GP51K,2024-03-04,360.0,12.0,89.0,1,0
U_IT9BN18GP51K,2024-03-19,341.0,31.0,78.0,1,0
U_IT9BN18GP51K,2024-03-27,168.0,37.0,85.0,1,0
U_IT9BN18GP51K,2024-04-03,360.0,61.0,79.0,1,0
U_IT9BN18GP51K,2024-04-15,,42.0,96.0,1,0
U_IT9BN18GP51K,2024-04-18,103.0,41.0,90.0,1,0
U_IT9BN18GP51K,2024-05-29,322.0,22.0,79.0,1,0
U_IT9BN18GP51K,2024-05-30,,24.0,74.0,1,0
U_IT9BN18GP51K,2024-06-17,360.0,26.0,65.0,1,0
U_IT9BN18GP51K,2024-06-20,313.0,64.0,94.0,1,0
U_IT9BN18GP51K,2024-06-22,301.0,40.0,,1,0
U_IT9BN18GP51K,2024-06-23,360.0,25.0,87.0,1,0
U_IT9BN18GP51K,2024-06-25,360.0,57.0,78.0,1,0
U_IT9BN18GP51K,2024-06-27,349.0,68.0,81.0,1,0
U_IT9BN18GP51K,2024-07-29,104.0,41.0,,1,1
U_IT9BN18GP51K,2024-08-04,279.0,39.0,85.0,2,1
U_IT9BN18GP51K,2024-08-12,360.0,16.0,77.0,1,0
U_IT9BN18GP51K,2024-08-16,271.0,19.0,,1,0
U_IT9BN18GP51K,2024-08-28,360.0,,94.0,1,0
U_IT9BN18GP51K,2024-09-26,360.0,28.0,89.0,1,1
U_IT9BN18GP51K,2024-10-01,360.0,45.0,85.0,1,0
U_IT9BN18GP51K,2024-10-03,148.0,7.0,89.0,1,0
U_IT9BN18GP51K,2024-10-04,149.0,15.0,89.0,1,0
U_IT9BN18GP51K,2024-10-10,360.0,60.0,86.0,1,1
U_IT9BN18GP51K,2024-10-18,155.0,32.0,,1,0
U_IT9BN18GP51K,2024-10-20,296.0,54.0,91.0,2,0
U_IT9BN18GP51K,2024-10-24,360.0,12.0,,1,0
U_IT9BN18GP51K,2024-11-21,235.0,159.0,82.5,3,0
U_IT9BN18GP51K,2024-12-11,430.0,89.0,82.5,3,0
U_IT9BN18GP51K,2024-12-12,357.0,22.0,90.0,1,0
U_IT9BN18GP51K,2024-12-15,146.0,58.0,98.0,1,0
U_IT9BN18GP51K,2024-12-16,142.0,,98.0,1,0
U_IT9BN18GP51K,2024-12-21,440.0,77.0,91.0,2,1
U_D9FKXZUU80MB,2024-01-06,402.0,48.0,81.66666666666667,3,0
U_D9FKXZUU80MB,2024-01-09,209.0,29.0,82.0,1,0
U_D9FKXZUU80MB,2024-01-13,334.0,165.0,80.5,3,0
U_D9FKXZUU80MB,2024-01-16,304.0,64.0,89.0,1,0
U_D9FKXZUU80MB,2024-01-19,116.0,36.0,79.0,1,0
U_D9FKXZUU80MB,2024-01-22,144.0,11.0,,1,0
U_D9FKXZUU80MB,2024-02-08,282.0,41.0,,1,1
U_D9FKXZUU80MB,2024-02-16,87.0,,87.0,1,0
U_D9FKXZUU80MB,2024-02-18,362.0,48.0,79.5,2,0
U_D9FKXZUU80MB,2024-02-22,206.0,83.0,,1,0
U_D9FKXZUU80MB,2024-02-24,326.0,51.0,82.0,2,0
U_D9FKXZUU80MB,2024-02-28,,37.0,73.0,1,0
U_D9FKXZUU80MB,2024-03-04,123.0,18.0,88.0,1,0
U_D9FKXZUU80MB,2024-03-19,489.0,85.0,79.0,2,0
U_D9FKXZUU80MB,2024-03-27,341.0,30.0,82.0,1,0
U_D9FKXZUU80MB,2024-04-03,439.0,32.0,86.0,2,0
U_D9FKXZUU80MB,2024-04-15,,50.0,86.0,1,0
U_D9FKXZUU80MB,2024-04-18,133.0,59.0,87.0,1,0
U_D9FKXZUU80MB,2024-05-29,124.0,16.0,80.0,1,0
U_D9FKXZUU80MB,2024-05-30,134.0,18.0,86.0,1,0
U_D9FKXZUU80MB,2024-06-17,138.0,32.0,,1,0
U_D9FKXZUU80MB,2024-06-20,131.0,30.0,,1,0
U_D9FKXZUU80MB,2024-06-22,,50.0,76.0,1,0
U_D9FKXZUU80MB,2024-06-23,451.0,45.0,82.0,2,0
U_D9FKXZUU80MB,2024-06-25,,57.0,,1,0
U_D9FKXZUU80MB,2024-07-29,305.0,38.0,98.0,1,0
U_D9FKXZUU80MB,2024-08-04,63.0,31.0,97.0,1,0
U_D9FKXZUU80MB,2024-08-28,314.0,45.0,85.0,1,0
U_D9FKXZUU80MB,2024-09-26,236.0,60.0,84.0,2,1
U_D9FKXZUU80MB,2024-10-03,246.0,23.0,90.5,2,0
U_D9FKXZUU80MB,2024-10-04,118.0,5.0,,1,0
U_D9FKXZUU80MB,2024-10-10,160.0,24.0,85.0,1,0
U_D9FKXZUU80MB,2024-10-18,199.0,39.0,78.0,1,0
U_D9FKXZUU80MB,2024-10-20,114.0,17.0,80.0,1,0
U_D9FKXZUU80MB,2024-10-24,118.0,47.0,87.0,1,0
U_D9FKXZUU80MB,2024-11-21,182.0,,86.0,1,0
U_D9FKXZUU80MB,2024-12-11,484.0,22.0,85.5,2,0
U_D9FKXZUU80MB,2024-12-12,360.0,46.0,73.0,1,0
U_THY25M8KB9W4,2024-01-11,360.0,56.0,83.0,1,0
U_THY25M8KB9W4,2024-01-18,158.0,51.0,74.0,1,0
U_THY25M8KB9W4,2024-02-04,306.0,101.0,78.0,2,0
U_THY25M8KB9W4,2024-02-17,360.0,0.0,87.0,1,0
U_THY25M8KB9W4,2024-03-11,346.0,103.0,78.5,2,0
U_THY25M8KB9W4,2024-03-31,438.0,89.0,93.0,2,1
U_THY25M8KB9W4,2024-04-01,496.0,50.0,79.0,2,1
U_THY25M8KB9W4,2024-04-24,142.0,10.0,85.0,1,0
U_THY25M8KB9W4,2024-04-29,146.0,32.0,76.0,1,0
U_THY25M8KB9W4,2024-05-18,360.0,23.0,93.0,1,0
U_THY25M8KB9W4,2024-05-19,360.0,10.0,84.0,1,0
U_THY25M8KB9W4,2024-05-26,360.0,33.0,86.0,1,0
U_THY25M8KB9W4,2024-06-03,360.0,46.0,90.0,1,0
U_THY25M8KB9W4,2024-06-04,360.0,51.0,75.0,1,0
U_THY25M8KB9W4,2024-06-08,116.0,69.0,97.0,1,0
U_THY25M8KB9W4,2024-06-11,310.0,94.0,82.0,3,0
U_THY25M8KB9W4,2024-06-13,189.0,74.0,80.0,1,0
U_THY25M8KB9W4,2024-06-18,134.0,47.0,87.0,1,0
U_THY25M8KB9W4,2024-07-07,360.0,42.0,80.0,1,0
U_THY25M8KB9W4,2024-07-12,,37.0,86.0,1,0
U_THY25M8KB9W4,2024-07-16,170.0,24.0,85.0,1,0
U_THY25M8KB9W4,2024-07-31,509.0,83.0,80.33333333333333,3,1
U_THY25M8KB9W4,2024-08-05,242.0,25.0,98.0,1,0
U_THY25M8KB9W4,2024-08-09,360.0,36.0,82.0,1,0
U_THY25M8KB9W4,2024-08-10,190.0,55.0,87.0,1,0
U_THY25M8KB9W4,2024-08-11,,,85.0,1,0
U_THY25M8KB9W4,2024-08-19,267.0,28.0,,1,0
U_THY25M8KB9W4,2024-08-24,360.0,65.0,76.0,1,0
U_THY25M8KB9W4,2024-08-25,510.0,86.0,78.66666666666667,3,0
U_THY25M8KB9W4,2024-09-21,357.0,95.0,82.0,2,0
U_THY25M8KB9W4,2024-10-23,222.0,42.0,79.0,1,0
U_THY25M8KB9W4,2024-11-09,360.0,27.0,87.0,1,0
U_THY25M8KB9W4,2024-11-13,142.0,11.0,76.0,1,0
U_THY25M8KB9W4,2024-11-17,454.0,,94.0,2,1
U_THY25M8KB9W4,2024-11-23,360.0,53.0,88.0,1,0
U_THY25M8KB9W4,2024-11-25,266.0,59.0,73.0,1,0
U_THY25M8KB9W4,2024-12-07,360.0,16.0,77.0,1,0
U_THY25M8KB9W4,2024-12-10,360.0,38.0,82.0,1,0
U_THY25M8KB9W4,2024-12-20,360.0,67.0,74.0,1,0
U_THY25M8KB9W4,2024-12-28,360.0,20.0,,1,1
U_THY25M8KB9W4,2024-12-30,360.0,14.0,76.0,1,0
U_SQ0P82KB700U,2024-02-12,360.0,30.0,,1,0
U_SQ0P82KB700U,2024-02-19,360.0,52.0,97.0,1,0
U_SQ0P82KB700U,2024-02-23,168.0,27.0,80.0,1,0
U_SQ0P82KB700U,2024-03-08,360.0,4.0,77.0,1,0
U_SQ0P82KB700U,2024-03-13,317.0,42.0,87.0,1,0
U_SQ0P82KB700U,2024-03-23,149.0,46.0,87.0,1,0
U_SQ0P82KB700U,2024-03-29,,50.0,81.0,1,0
U_SQ0P82KB700U,2024-04-06,148.0,27.0,83.0,1,0
U_SQ0P82KB700U,2024-05-07,360.0,20.0,83.0,1,0
U_SQ0P82KB700U,2024-05-12,360.0,7.0,94.0,1,1
U_SQ0P82KB700U,2024-05-14,360.0,47.0,94.0,1,1
U_SQ0P82KB700U,2024-05-16,360.0,32.0,,1,0
U_SQ0P82KB700U,2024-05-22,352.0,67.0,79.5,2,0
U_SQ0P82KB700U,2024-06-16,360.0,21.0,90.0,1,0
U_SQ0P82KB700U,2024-07-09,175.0,68.0,79.0,1,0
U_SQ0P82KB700U,2024-07-14,442.0,73.0,86.5,2,0
U_SQ0P82KB700U,2024-07-15,360.0,14.0,96.0,1,0
U_SQ0P82KB700U,2024-08-06,216.0,46.0,90.0,1,0
U_SQ0P82KB700U,2024-10-02,360.0,44.0,81.0,1,0
U_SQ0P82KB700U,2024-10-06,360.0,53.0,76.0,1,0
U_SQ0P82KB700U,2024-10-09,449.0,101.0,85.66666666666667,3,1
U_SQ0P82KB700U,2024-10-11,360.0,31.0,,1,0
U_SQ0P82KB700U,2024-10-29,166.0,,86.0,1,0
U_SQ0P82KB700U,2024-11-02,320.0,59.0,81.5,2,0
U_SQ0P82KB700U,2024-11-10,171.0,,84.0,1,0
U_SQ0P82KB700U,2024-11-18,244.0,53.0,77.0,1,0
U_SQ0P82KB700U,2024-11-29,214.0,47.0,90.0,1,0
U_SQ0P82KB700U,2024-11-30,360.0,14.0,79.0,1,1
U_SQ0P82KB700U,2024-12-26,152.0,14.0,79.0,1,0
U_3GC9HOXDTPWD,2024-01-04,407.0,74.0,87.0,2,0
U_3GC9HOXDTPWD,2024-01-08,360.0,16.0,98.0,1,0
U_3GC9HOXDTPWD,2024-01-20,360.0,39.0,98.0,1,0
U_3GC9HOXDTPWD,2024-01-21,150.0,54.0,90.0,1,0
U_3GC9HOXDTPWD,2024-01-24,360.0,40.0,68.0,1,0
U_3GC9HOXDTPWD,2024-01-28,233.0,,75.0,1,0
U_3GC9HOXDTPWD,2024-02-06,85.0,47.0,90.0,1,0
U_3GC9HOXDTPWD,2024-03-03,143.0,53.0,86.0,1,0
U_3GC9HOXDTPWD,2024-03-14,338.0,101.0,87.0,2,0
U_3GC9HOXDTPWD,2024-03-15,402.0,48.0,85.0,2,0
U_3GC9HOXDTPWD,2024-03-25,80.0,58.0,85.0,1,0
U_3GC9HOXDTPWD,2024-03-28,360.0,31.0,84.0,1,0
U_3GC9HOXDTPWD,2024-04-02,356.0,49.0,76.0,1,0
U_3GC9HOXDTPWD,2024-04-05,126.0,28.0,,1,0
U_3GC9HOXDTPWD,2024-04-07,231.0,50.0,89.0,1,0
U_3GC9HOXDTPWD,2024-04-12,360.0,49.0,80.0,1,1
U_3GC9HOXDTPWD,2024-04-21,360.0,35.0,72.0,1,1
U_3GC9HOXDTPWD,2024-04-25,558.0,54.0,83.33333333333333,3,0
U_3GC9HOXDTPWD,2024-04-26,88.0,,86.0,1,0
U_3GC9HOXDTPWD,2024-05-01,304.0,75.0,80.0,2,0
U_3GC9HOXDTPWD,2024-05-05,250.0,6.0,82.0,2,0
U_3GC9HOXDTPWD,2024-05-06,360.0,28.0,97.0,1,0
U_3GC9HOXDTPWD,2024-05-11,358.0,37.0,80.0,1,0
U_3GC9HOXDTPWD,2024-06-26,275.0,73.0,89.0,1,0
U_3GC9HOXDTPWD,2024-07-04,341.0,98.0,92.5,2,0
U_3GC9HOXDTPWD,2024-07-08,498.0,35.0,78.5,2,0
U_3GC9HOXDTPWD,2024-07-19,,2.0,75.0,1,0
U_3GC9HOXDTPWD,2024-07-24,,63.0,85.0,1,0
U_3GC9HOXDTPWD,2024-08-03,342.0,,75.0,1,0
U_3GC9HOXDTPWD,2024-08-07,,13.0,,1,0
U_3GC9HOXDTPWD,2024-08-27,360.0,5.0,87.0,1,0
U_3GC9HOXDTPWD,2024-09-02,226.0,35.0,98.0,1,0
U_3GC9HOXDTPWD,2024-09-16,509.0,31.0,79.0,2,0
U_3GC9HOXDTPWD,2024-10-07,657.0,23.0,91.0,3,1
U_3GC9HOXDTPWD,2024-10-22,188.0,45.0,89.0,1,0
U_3GC9HOXDTPWD,2024-10-26,360.0,56.0,90.0,1,1
U_3GC9HOXDTPWD,2024-11-07,483.0,71.0,88.0,2,0
U_3GC9HOXDTPWD,2024-11-19,218.0,90.0,94.0,2,0
U_3GC9HOXDTPWD,2024-12-13,243.0,31.0,91.0,1,0
U_3GC9HOXDTPWD,2024-12-17,,10.0,78.0,1,0
U_3GC9HOXDTPWD,2025-01-01,,10.0,78.0,1,0
U_5NQ4FMYZYCWT,2024-01-14,234.0,48.0,86.0,1,0
U_5NQ4FMYZYCWT,2024-01-27,200.0,,84.0,1,0
U_5NQ4FMYZYCWT,2024-02-02,360.0,7.0,83.0,1,0
U_5NQ4FMYZYCWT,2024-02-10,119.0,38.0,94.0,1,0
U_5NQ4FMYZYCWT,2024-02-09,252.0,70.0,79.5,2,0
U_5NQ4FMYZYCWT,2024-02-15,360.0,0.0,82.0,1,0
U_5NQ4FMYZYCWT,2024-03-05,151.0,,79.0,1,0
U_5NQ4FMYZYCWT,2024-03-06,360.0,,79.0,1,0
U_5NQ4FMYZYCWT,2024-03-12,360.0,23.0,85.0,1,0
U_5NQ4FMYZYCWT,2024-03-16,114.0,20.0,87.0,1,0
U_5NQ4FMYZYCWT,2024-03-21,118.0,,82.0,1,0
U_5NQ4FMYZYCWT,2024-03-22,353.0,61.0,91.0,1,0
U_5NQ4FMYZYCWT,2024-04-16,177.0,33.0,82.0,1,0
U_5NQ4FMYZYCWT,2024-04-17,468.0,106.0,88.0,2,1
U_5NQ4FMYZYCWT,2024-05-09,360.0,76.0,,1,0
U_5NQ4FMYZYCWT,2024-05-20,444.0,158.0,78.75,4,0
U_5NQ4FMYZYCWT,2024-05-25,360.0,40.0,80.0,1,0
U_5NQ4FMYZYCWT,2024-05-28,415.0,52.0,87.5,2,0
U_5NQ4FMYZYCWT,2024-06-21,167.0,38.0,86.0,1,0
U_5NQ4FMYZYCWT,2024-07-03,207.0,39.0,87.0,1,0
U_5NQ4FMYZYCWT,2024-07-11,160.0,,88.0,1,0
U_5NQ4FMYZYCWT,2024-07-13,285.0,57.0,77.0,2,0
U_5NQ4FMYZYCWT,2024-07-22,315.0,84.0,70.5,2,0
U_5NQ4FMYZYCWT,2024-08-29,134.0,41.0,74.0,1,0
U_5NQ4FMYZYCWT,2024-09-01,142.0,57.0,90.0,1,0
U_5NQ4FMYZYCWT,2024-09-05,193.0,,78.0,1,0
U_5NQ4FMYZYCWT,2024-09-10,,50.0,78.5,2,1
U_5NQ4FMYZYCWT,2024-09-11,504.0,59.0,82.5,2,1
U_5NQ4FMYZYCWT,2024-09-15,360.0,29.0,88.0,1,0
U_5NQ4FMYZYCWT,2024-10-05,229.0,0.0,83.0,1,0
U_5NQ4FMYZYCWT,2024-10-13,129.0,17.0,,1,0
U_5NQ4FMYZYCWT,2024-10-12,97.0,26.0,91.0,1,0
U_5NQ4FMYZYCWT,2024-10-17,,,86.0,1,0
U_5NQ4FMYZYCWT,2024-10-25,121.0,3.0,98.0,1,0
U_5NQ4FMYZYCWT,2024-10-31,450.0,58.0,84.5,2,0
U_5NQ4FMYZYCWT,2024-11-04,606.0,91.0,85.0,3,0
U_5NQ4FMYZYCWT,2024-11-08,360.0,39.0,77.0,1,0
U_5NQ4FMYZYCWT,2024-11-28,243.0,3.0,71.0,2,0
U_5NQ4FMYZYCWT,2024-12-05,132.0,,94.0,1,0
U_5NQ4FMYZYCWT,2024-12-19,360.0,32.0,96.0,1,0
U_5NQ4FMYZYCWT,2024-12-23,216.0,,,1,0
U_W2PCN9T84AZY,2024-01-09,447.0,118.0,81.66666666666667,3,0
U_W2PCN9T84AZY,2024-01-16,,32.0,74.0,1,0
U_W2PCN9T84AZY,2024-01-19,,21.0,90.0,1,0
U_W2PCN9T84AZY,2024-01-22,206.0,35.0,87.0,1,0
U_W2PCN9T84AZY,2024-02-08,334.0,,81.0,1,0
U_W2PCN9T84AZY,2024-02-16,152.0,52.0,85.0,1,0
U_W2PCN9T84AZY,2024-02-18,190.0,45.0,90.5,2,1
U_W2PCN9T84AZY,2024-02-21,529.0,0.0,87.0,2,0
U_W2PCN9T84AZY,2024-02-22,175.0,19.0,92.0,1,0
U_W2PCN9T84AZY,2024-02-24,211.0,51.0,77.0,1,1
U_W2PCN9T84AZY,2024-02-28,151.0,29.0,87.0,1,0
U_W2PCN9T84AZY,2024-03-04,94.0,,81.0,1,0
U_W2PCN9T84AZY,2024-03-19,360.0,36.0,84.0,1,0
U_W2PCN9T84AZY,2024-03-27,317.0,45.0,,1,0
U_W2PCN9T84AZY,2024-04-03,347.0,5.0,,1,0
U_W2PCN9T84AZY,2024-04-18,204.0,44.0,85.0,1,0
U_W2PCN9T84AZY,2024-05-29,360.0,38.0,,1,0
U_W2PCN9T84AZY,2024-05-30,201.0,40.0,87.0,1,0
U_W2PCN9T84AZY,2024-06-06,213.0,45.0,,1,0
