user_id,date,apple_steps,apple_active_energy,apple_resting_hr,apple_sleep_minutes
U_QK4LTAHUKWQV,2024-02-25,,,,
U_QK4LTAHUKWQV,2024-03-02,,,,
U_QK4LTAHUKWQV,2024-03-18,,,,
U_QK4LTAHUKWQV,2024-04-13,,,,
U_QK4LTAHUKWQV,2024-05-10,,,,
U_QK4LTAHUKWQV,2024-06-30,,,,
U_QK4LTAHUKWQV,2024-08-14,,,,
U_QK4LTAHUKWQV,2024-08-21,,,,
U_QK4LTAHUKWQV,2024-09-06,,,,
U_QK4LTAHUKWQV,2024-09-07,,,,
U_QK4LTAHUKWQV,2024-09-17,,,,
U_QK4LTAHUKWQV,2024-09-27,,,,
U_QK4LTAHUKWQV,2024-11-16,,,,
U_QK4LTAHUKWQV,2024-11-27,,,,
U_QK4LTAHUKWQV,2024-12-02,,,,
U_QK4LTAHUKWQV,2024-12-31,,,,
U_RDIHSA7HEZ74,2024-01-05,,,,
U_RDIHSA7HEZ74,2024-01-25,,,,
U_RDIHSA7HEZ74,2024-02-01,,,,
U_RDIHSA7HEZ74,2024-04-23,,,,
U_RDIHSA7HEZ74,2024-05-03,,,,
U_RDIHSA7HEZ74,2024-05-31,,,,
U_RDIHSA7HEZ74,2024-06-12,,,,
U_RDIHSA7HEZ74,2024-08-08,,,,
U_RDIHSA7HEZ74,2024-09-04,,,,
U_RDIHSA7HEZ74,2024-09-24,,,,
U_RDIHSA7HEZ74,2024-09-28,,,,
U_RDIHSA7HEZ74,2024-10-28,,,,
U_RDIHSA7HEZ74,2024-11-01,,,,
U_RDIHSA7HEZ74,2024-11-03,,,,
U_RDIHSA7HEZ74,2024-11-05,,,,
U_RDIHSA7HEZ74,2024-11-24,,,,
U_RDIHSA7HEZ74,2024-12-06,,,,
U_RDIHSA7HEZ74,2024-12-09,,,,
U_RDIHSA7HEZ74,2024-12-22,,,,
U_NQJQIJC1YDMT,2024-01-15,,,,
U_NQJQIJC1YDMT,2024-03-10,,,,
U_NQJQIJC1YDMT,2024-04-22,,,,
U_NQJQIJC1YDMT,2024-07-06,,,,
U_NQJQIJC1YDMT,2024-08-26,,,,
U_NQJQIJC1YDMT,2024-10-14,,,,
U_U84XYJOA21A6,2024-01-10,,,,
U_U84XYJOA21A6,2024-03-09,,,,
U_U84XYJOA21A6,2024-04-28,,,,
U_U84XYJOA21A6,2024-05-15,,,,
U_U84XYJOA21A6,2024-05-27,,,,
U_U84XYJOA21A6,2024-06-05,,,,
U_U84XYJOA21A6,2024-07-06,,,,
U_U84XYJOA21A6,2024-10-08,,,,
U_U84XYJOA21A6,2024-12-03,,,,
U_IC43OLFARK6O,2024-01-07,,,,
U_IC43OLFARK6O,2024-01-26,,,,
U_IC43OLFARK6O,2024-01-30,,,,
U_IC43OLFARK6O,2024-03-02,,,,
U_IC43OLFARK6O,2024-03-26,,,,
U_IC43OLFARK6O,2024-04-13,,,,
U_IC43OLFARK6O,2024-08-30,,,,
U_IC43OLFARK6O,2024-09-17,,,,
U_IC43OLFARK6O,2024-09-27,,,,
U_IC43OLFARK6O,2024-09-29,,,,
U_IC43OLFARK6O,2024-10-19,,,,
U_IC43OLFARK6O,2024-11-16,,,,
U_IC43OLFARK6O,2024-11-20,,,,
U_IC43OLFARK6O,2024-11-22,,,,
U_IC43OLFARK6O,2024-11-26,,,,
U_IC43OLFARK6O,2024-11-27,,,,
U_IC43OLFARK6O,2024-12-02,,,,
U_IC43OLFARK6O,2024-12-31,,,,
U_WQHEYTO5F9M9,2024-02-19,,,,
U_WQHEYTO5F9M9,2024-05-07,,,,
U_WQHEYTO5F9M9,2024-07-14,,,,
U_WQHEYTO5F9M9,2024-07-23,,,,
U_WQHEYTO5F9M9,2024-10-09,,,,
U_WQHEYTO5F9M9,2024-11-02,,,,
U_DSLCB8QSSPYE,2024-06-16,,,,
U_DSLCB8QSSPYE,2024-07-23,,,,
U_DSLCB8QSSPYE,2024-09-23,,,,
U_DSLCB8QSSPYE,2024-10-06,,,,
U_YP04K43SAFYH,2024-01-28,,,,
U_YP04K43SAFYH,2024-02-11,,,,
U_YP04K43SAFYH,2024-04-12,,,,
U_YP04K43SAFYH,2024-04-25,,,,
U_YP04K43SAFYH,2024-04-26,,,,
U_YP04K43SAFYH,2024-08-27,,,,
U_YP04K43SAFYH,2024-09-16,,,,
U_YP04K43SAFYH,2024-10-07,,,,
U_YP04K43SAFYH,2024-11-07,,,,
U_YP04K43SAFYH,2024-12-17,,,,
U_939AYQ6WW8YL,2024-01-26,,,,
U_939AYQ6WW8YL,2024-02-14,,,,
U_939AYQ6WW8YL,2024-02-29,,,,
U_939AYQ6WW8YL,2024-03-02,,,,
U_939AYQ6WW8YL,2024-03-26,,,,
U_939AYQ6WW8YL,2024-04-19,,,,
U_939AYQ6WW8YL,2024-06-30,,,,
U_939AYQ6WW8YL,2024-07-02,,,,
U_939AYQ6WW8YL,2024-08-21,,,,
U_939AYQ6WW8YL,2024-09-27,,,,
U_939AYQ6WW8YL,2024-12-02,,,,
U_939AYQ6WW8YL,2024-12-31,,,,
U_DB2UUIJNWPAY,2024-01-19,,,,
U_DB2UUIJNWPAY,2024-01-22,,,,
U_DB2UUIJNWPAY,2024-04-18,,,,
U_DB2UUIJNWPAY,2024-06-22,,,,
U_DB2UUIJNWPAY,2024-06-27,,,,
U_DB2UUIJNWPAY,2024-08-16,,,,
U_DB2UUIJNWPAY,2024-10-03,,,,
U_DB2UUIJNWPAY,2024-12-11,,,,
U_DB2UUIJNWPAY,2024-12-15,,,,
U_T8K06MOXSFH4,2024-01-17,,,,
U_T8K06MOXSFH4,2024-01-30,,,,
U_T8K06MOXSFH4,2024-02-27,,,,
U_T8K06MOXSFH4,2024-04-13,,,,
U_T8K06MOXSFH4,2024-04-27,,,,
U_T8K06MOXSFH4,2024-05-04,,,,
U_T8K06MOXSFH4,2024-06-10,,,,
U_T8K06MOXSFH4,2024-06-15,,,,
U_T8K06MOXSFH4,2024-07-02,,,,
U_T8K06MOXSFH4,2024-08-30,,,,
U_T8K06MOXSFH4,2024-10-19,,,,
U_T8K06MOXSFH4,2024-11-16,,,,
U_T8K06MOXSFH4,2024-12-02,,,,
U_T8K06MOXSFH4,2024-12-31,,,,
U_JMYLRQ1RDXCK,2024-03-17,,,,
U_JMYLRQ1RDXCK,2024-03-30,,,,
U_JMYLRQ1RDXCK,2024-06-05,,,,
U_JMYLRQ1RDXCK,2024-08-26,,,,
U_JMYLRQ1RDXCK,2024-09-25,,,,
U_JMYLRQ1RDXCK,2024-10-08,,,,
U_FV3XOLEYRVXO,2024-01-06,,,,
U_FV3XOLEYRVXO,2024-02-24,,,,
U_FV3XOLEYRVXO,2024-02-28,,,,
U_FV3XOLEYRVXO,2024-03-04,,,,
U_FV3XOLEYRVXO,2024-04-15,,,,
U_FV3XOLEYRVXO,2024-04-18,,,,
U_FV3XOLEYRVXO,2024-06-22,,,,
U_FV3XOLEYRVXO,2024-07-29,,,,
U_FV3XOLEYRVXO,2024-08-16,,,,
U_FV3XOLEYRVXO,2024-08-28,,,,
U_FV3XOLEYRVXO,2024-10-20,,,,
U_FV3XOLEYRVXO,2024-12-15,,,,
U_FV3XOLEYRVXO,2024-12-16,,,,
U_BN9WSZV83XPH,2024-01-15,,,,
U_BN9WSZV83XPH,2024-02-05,,,,
U_BN9WSZV83XPH,2024-03-01,,,,
U_BN9WSZV83XPH,2024-04-04,,,,
U_BN9WSZV83XPH,2024-04-22,,,,
U_BN9WSZV83XPH,2024-04-28,,,,
U_BN9WSZV83XPH,2024-05-13,,,,
U_BN9WSZV83XPH,2024-06-07,,,,
U_BN9WSZV83XPH,2024-07-27,,,,
U_BN9WSZV83XPH,2024-07-28,,,,
U_BN9WSZV83XPH,2024-09-12,,,,
U_BN9WSZV83XPH,2024-09-30,,,,
U_BN9WSZV83XPH,2024-10-14,,,,
U_BN9WSZV83XPH,2024-11-06,,,,
U_BN9WSZV83XPH,2024-12-29,,,,
U_SMESJT2JPNRI,2024-01-20,,,,
U_SMESJT2JPNRI,2024-03-14,,,,
U_SMESJT2JPNRI,2024-03-25,,,,
U_SMESJT2JPNRI,2024-04-02,,,,
U_SMESJT2JPNRI,2024-04-26,,,,
U_SMESJT2JPNRI,2024-05-01,,,,
U_SMESJT2JPNRI,2024-06-19,,,,
U_SMESJT2JPNRI,2024-07-04,,,,
U_SMESJT2JPNRI,2024-07-08,,,,
U_SMESJT2JPNRI,2024-08-03,,,,
U_SMESJT2JPNRI,2024-09-02,,,,
U_SMESJT2JPNRI,2024-10-15,,,,
U_SMESJT2JPNRI,2024-10-16,,,,
U_44M2EC8RA484,2024-04-29,,,,
U_44M2EC8RA484,2024-04-30,,,,
U_44M2EC8RA484,2024-05-26,,,,
U_44M2EC8RA484,2024-06-04,,,,
U_44M2EC8RA484,2024-06-08,,,,
U_44M2EC8RA484,2024-06-13,,,,
U_44M2EC8RA484,2024-08-11,,,,
U_44M2EC8RA484,2024-08-24,,,,
U_44M2EC8RA484,2024-09-21,,,,
U_44M2EC8RA484,2024-11-09,,,,
U_44M2EC8RA484,2024-11-25,,,,
U_44M2EC8RA484,2024-12-10,,,,
U_UXT9KLS1QCWQ,2024-01-07,,,,
U_UXT9KLS1QCWQ,2024-01-26,,,,
U_UXT9KLS1QCWQ,2024-03-26,,,,
U_UXT9KLS1QCWQ,2024-04-19,,,,
U_UXT9KLS1QCWQ,2024-07-02,,,,
U_UXT9KLS1QCWQ,2024-09-29,,,,
U_RAPKIANOUOF0,2024-01-16,,,,
U_RAPKIANOUOF0,2024-01-19,,,,
U_RAPKIANOUOF0,2024-02-16,,,,
U_RAPKIANOUOF0,2024-02-21,,,,
U_RAPKIANOUOF0,2024-02-24,,,,
U_RAPKIANOUOF0,2024-02-28,,,,
U_RAPKIANOUOF0,2024-03-27,,,,
U_RAPKIANOUOF0,2024-04-03,,,,
U_RAPKIANOUOF0,2024-04-15,,,,
U_RAPKIANOUOF0,2024-05-29,,,,
U_RAPKIANOUOF0,2024-06-25,,,,
U_RAPKIANOUOF0,2024-07-29,,,,
U_RAPKIANOUOF0,2024-08-04,,,,
U_RAPKIANOUOF0,2024-09-26,,,,
U_RAPKIANOUOF0,2024-10-24,,,,
U_RAPKIANOUOF0,2024-12-15,,,,
U_RAPKIANOUOF0,2024-12-21,,,,
U_29Q2L48C1CQG,2024-02-04,,,,
U_29Q2L48C1CQG,2024-02-26,,,,
U_29Q2L48C1CQG,2024-04-24,,,,
U_29Q2L48C1CQG,2024-04-29,,,,
U_29Q2L48C1CQG,2024-05-18,,,,
U_29Q2L48C1CQG,2024-06-11,,,,
U_29Q2L48C1CQG,2024-07-31,,,,
U_29Q2L48C1CQG,2024-08-09,,,,
U_29Q2L48C1CQG,2024-08-18,,,,
U_29Q2L48C1CQG,2024-09-03,,,,
U_29Q2L48C1CQG,2024-09-21,,,,
U_29Q2L48C1CQG,2024-11-23,,,,
U_32CWT04CHSDI,2024-01-09,,,,
U_32CWT04CHSDI,2024-01-19,,,,
U_32CWT04CHSDI,2024-02-16,,,,
U_32CWT04CHSDI,2024-02-18,,,,
U_32CWT04CHSDI,2024-06-20,,,,
U_32CWT04CHSDI,2024-06-23,,,,
U_32CWT04CHSDI,2024-08-04,,,,
U_32CWT04CHSDI,2024-09-26,,,,
U_32CWT04CHSDI,2024-10-24,,,,
U_J8QO09VS9KKH,2024-01-23,,,,
U_J8QO09VS9KKH,2024-01-25,,,,
U_J8QO09VS9KKH,2024-02-01,,,,
U_J8QO09VS9KKH,2024-04-23,,,,
U_J8QO09VS9KKH,2024-05-02,,,,
U_J8QO09VS9KKH,2024-05-23,,,,
U_J8QO09VS9KKH,2024-06-02,,,,
U_J8QO09VS9KKH,2024-06-24,,,,
U_J8QO09VS9KKH,2024-09-24,,,,
U_J8QO09VS9KKH,2024-10-30,,,,
U_J8QO09VS9KKH,2024-11-03,,,,
U_J8QO09VS9KKH,2024-11-24,,,,
U_J8QO09VS9KKH,2024-12-01,,,,
U_J8QO09VS9KKH,2024-12-06,,,,
U_J8QO09VS9KKH,2024-12-08,,,,
U_J8QO09VS9KKH,2024-12-09,,,,
U_7E1047WWBSLU,2024-01-21,,,,
U_7E1047WWBSLU,2024-02-06,,,,
U_7E1047WWBSLU,2024-02-13,,,,
U_7E1047WWBSLU,2024-03-25,,,,
U_7E1047WWBSLU,2024-04-05,,,,
U_7E1047WWBSLU,2024-04-12,,,,
U_7E1047WWBSLU,2024-04-21,,,,
U_7E1047WWBSLU,2024-05-08,,,,
U_7E1047WWBSLU,2024-05-11,,,,
U_7E1047WWBSLU,2024-05-24,,,,
U_7E1047WWBSLU,2024-07-04,,,,
U_7E1047WWBSLU,2024-09-02,,,,
U_7E1047WWBSLU,2024-09-16,,,,
U_ONGMX1GM32WP,2024-01-15,,,,
U_ONGMX1GM32WP,2024-02-05,,,,
U_ONGMX1GM32WP,2024-03-30,,,,
U_ONGMX1GM32WP,2024-04-04,,,,
U_ONGMX1GM32WP,2024-05-27,,,,
U_ONGMX1GM32WP,2024-06-07,,,,
U_ONGMX1GM32WP,2024-07-27,,,,
U_ONGMX1GM32WP,2024-07-28,,,,
U_ONGMX1GM32WP,2024-09-19,,,,
U_ONGMX1GM32WP,2024-10-14,,,,
U_ONGMX1GM32WP,2024-11-06,,,,
U_8CXX6MDK5N9S,2024-01-14,,,,
U_8CXX6MDK5N9S,2024-02-15,,,,
U_8CXX6MDK5N9S,2024-03-12,,,,
U_8CXX6MDK5N9S,2024-03-22,,,,
U_8CXX6MDK5N9S,2024-04-16,,,,
U_8CXX6MDK5N9S,2024-05-20,,,,
U_8CXX6MDK5N9S,2024-07-13,,,,
U_8CXX6MDK5N9S,2024-07-20,,,,
U_8CXX6MDK5N9S,2024-08-01,,,,
U_8CXX6MDK5N9S,2024-08-31,,,,
U_8CXX6MDK5N9S,2024-09-01,,,,
U_8CXX6MDK5N9S,2024-09-05,,,,
U_8CXX6MDK5N9S,2024-12-05,,,,
U_8NN16UXF5GZP,2024-02-19,,,,
U_8NN16UXF5GZP,2024-03-13,,,,
U_8NN16UXF5GZP,2024-05-07,,,,
U_8NN16UXF5GZP,2024-05-16,,,,
U_8NN16UXF5GZP,2024-07-14,,,,
U_8NN16UXF5GZP,2024-08-06,,,,
U_D9FKXZUU80MB,2024-01-08,,,,
U_D9FKXZUU80MB,2024-03-03,,,,
U_D9FKXZUU80MB,2024-04-26,,,,
U_D9FKXZUU80MB,2024-06-26,,,,
U_D9FKXZUU80MB,2024-10-16,,,,
U_D9FKXZUU80MB,2024-11-19,,,,
U_HBN5ELB45L6D,2024-01-19,,,,
U_HBN5ELB45L6D,2024-02-08,,,,
U_HBN5ELB45L6D,2024-02-22,,,,
U_HBN5ELB45L6D,2024-02-28,,,,
U_HBN5ELB45L6D,2024-03-19,,,,
U_HBN5ELB45L6D,2024-04-03,,,,
U_HBN5ELB45L6D,2024-06-20,,,,
U_HBN5ELB45L6D,2024-08-12,,,,
U_HBN5ELB45L6D,2024-10-03,,,,
U_HBN5ELB45L6D,2024-12-15,,,,
U_HBN5ELB45L6D,2024-12-21,,,,
U_K2Y77Z69UWS4,2024-01-20,,,,
U_K2Y77Z69UWS4,2024-01-24,,,,
U_K2Y77Z69UWS4,2024-03-15,,,,
U_K2Y77Z69UWS4,2024-05-24,,,,
U_K2Y77Z69UWS4,2024-09-02,,,,
U_K2Y77Z69UWS4,2024-09-16,,,,
U_K2Y77Z69UWS4,2024-10-07,,,,
U_K2Y77Z69UWS4,2024-10-15,,,,
U_K2Y77Z69UWS4,2024-10-16,,,,
U_K2Y77Z69UWS4,2024-10-22,,,,
U_ONX0GU4BJ3BQ,2024-02-14,,,,
U_ONX0GU4BJ3BQ,2024-02-25,,,,
U_ONX0GU4BJ3BQ,2024-03-07,,,,
U_ONX0GU4BJ3BQ,2024-04-13,,,,
U_ONX0GU4BJ3BQ,2024-04-27,,,,
U_ONX0GU4BJ3BQ,2024-05-10,,,,
U_ONX0GU4BJ3BQ,2024-06-30,,,,
U_ONX0GU4BJ3BQ,2024-09-06,,,,
U_ONX0GU4BJ3BQ,2024-09-17,,,,
U_ONX0GU4BJ3BQ,2024-11-26,,,,
U_OM5IGQPKI7P5,2024-01-10,,,,
U_OM5IGQPKI7P5,2024-03-09,,,,
U_OM5IGQPKI7P5,2024-03-10,,,,
U_OM5IGQPKI7P5,2024-03-30,,,,
U_OM5IGQPKI7P5,2024-04-04,,,,
U_OM5IGQPKI7P5,2024-05-27,,,,
U_OM5IGQPKI7P5,2024-09-08,,,,
U_OM5IGQPKI7P5,2024-12-03,,,,
U_YIHAIR4COWGZ,2024-01-04,,,,
U_YIHAIR4COWGZ,2024-03-03,,,,
U_YIHAIR4COWGZ,2024-04-02,,,,
U_YIHAIR4COWGZ,2024-04-21,,,,
U_YIHAIR4COWGZ,2024-05-06,,,,
U_YIHAIR4COWGZ,2024-06-14,,,,
U_YIHAIR4COWGZ,2024-07-04,,,,
U_YIHAIR4COWGZ,2024-07-08,,,,
U_YIHAIR4COWGZ,2024-07-19,,,,
U_YIHAIR4COWGZ,2024-09-22,,,,
U_YIHAIR4COWGZ,2024-10-15,,,,
U_RIPZIM6CFNFH,2024-01-11,,,,
U_RIPZIM6CFNFH,2024-01-18,,,,
U_RIPZIM6CFNFH,2024-04-09,,,,
U_RIPZIM6CFNFH,2024-04-29,,,,
U_RIPZIM6CFNFH,2024-05-18,,,,
U_RIPZIM6CFNFH,2024-06-03,,,,
U_RIPZIM6CFNFH,2024-06-18,,,,
U_RIPZIM6CFNFH,2024-07-16,,,,
U_RIPZIM6CFNFH,2024-07-31,,,,
U_RIPZIM6CFNFH,2024-08-24,,,,
U_RIPZIM6CFNFH,2024-11-09,,,,
U_RIPZIM6CFNFH,2024-12-07,,,,
U_UAXEQBNHL1N1,2024-01-27,,,,
U_UAXEQBNHL1N1,2024-02-15,,,,
U_UAXEQBNHL1N1,2024-03-12,,,,
U_UAXEQBNHL1N1,2024-03-16,,,,
U_UAXEQBNHL1N1,2024-03-22,,,,
U_UAXEQBNHL1N1,2024-04-16,,,,
U_UAXEQBNHL1N1,2024-08-01,,,,
U_UAXEQBNHL1N1,2024-08-29,,,,
U_UAXEQBNHL1N1,2024-09-11,,,,
U_UAXEQBNHL1N1,2024-10-17,,,,
U_UAXEQBNHL1N1,2024-10-31,,,,
U_UAXEQBNHL1N1,2024-12-19,,,,
U_TZE5R5UQPGB7,2024-05-12,,,,
U_TZE5R5UQPGB7,2024-09-23,,,,
U_TZE5R5UQPGB7,2024-10-29,,,,
U_TZE5R5UQPGB7,2024-11-02,,,,
U_KIZZQY72WX7P,2024-01-04,,,,
U_KIZZQY72WX7P,2024-01-08,,,,
U_KIZZQY72WX7P,2024-04-12,,,,
U_KIZZQY72WX7P,2024-04-21,,,,
U_KIZZQY72WX7P,2024-04-25,,,,
U_KIZZQY72WX7P,2024-05-06,,,,
U_KIZZQY72WX7P,2024-05-11,,,,
U_KIZZQY72WX7P,2024-06-19,,,,
U_KIZZQY72WX7P,2024-06-26,,,,
U_KIZZQY72WX7P,2024-07-04,,,,
U_KIZZQY72WX7P,2024-07-08,,,,
U_KIZZQY72WX7P,2024-07-24,,,,
U_KIZZQY72WX7P,2024-08-07,,,,
U_KIZZQY72WX7P,2024-10-15,,,,
U_E8LD4D6AF58C,2024-01-15,,,,
U_E8LD4D6AF58C,2024-03-09,,,,
U_E8LD4D6AF58C,2024-03-17,,,,
U_E8LD4D6AF58C,2024-03-20,,,,
U_E8LD4D6AF58C,2024-04-22,,,,
U_E8LD4D6AF58C,2024-06-28,,,,
U_E8LD4D6AF58C,2024-09-08,,,,
U_E8LD4D6AF58C,2024-09-14,,,,
U_E8LD4D6AF58C,2024-09-19,,,,
U_E8LD4D6AF58C,2024-12-03,,,,
U_IA5U6HC36KOF,2024-01-08,,,,
U_IA5U6HC36KOF,2024-03-14,,,,
U_IA5U6HC36KOF,2024-04-21,,,,
U_IA5U6HC36KOF,2024-07-04,,,,
U_IA5U6HC36KOF,2024-07-24,,,,
U_IA5U6HC36KOF,2024-09-02,,,,
U_IA5U6HC36KOF,2024-10-26,,,,
U_IA5U6HC36KOF,2024-12-24,,,,
U_FM8ZOV7LN23Y,2024-02-14,,,,
U_FM8ZOV7LN23Y,2024-03-02,,,,
U_FM8ZOV7LN23Y,2024-03-07,,,,
U_FM8ZOV7LN23Y,2024-03-26,,,,
U_FM8ZOV7LN23Y,2024-06-01,,,,
U_FM8ZOV7LN23Y,2024-06-10,,,,
U_FM8ZOV7LN23Y,2024-08-17,,,,
U_FM8ZOV7LN23Y,2024-09-06,,,,
U_FM8ZOV7LN23Y,2024-09-20,,,,
U_FM8ZOV7LN23Y,2024-09-29,,,,
U_FM8ZOV7LN23Y,2024-11-16,,,,
U_FM8ZOV7LN23Y,2024-12-31,,,,
U_0QTL3Q4N89QK,2024-01-30,,,,
U_0QTL3Q4N89QK,2024-02-03,,,,
U_0QTL3Q4N89QK,2024-02-29,,,,
U_0QTL3Q4N89QK,2024-05-21,,,,
U_0QTL3Q4N89QK,2024-06-01,,,,
U_0QTL3Q4N89QK,2024-06-10,,,,
U_0QTL3Q4N89QK,2024-08-14,,,,
U_0QTL3Q4N89QK,2024-08-30,,,,
U_0QTL3Q4N89QK,2024-10-21,,,,
U_2M0W10LBT3G2,2024-01-10,,,,
U_2M0W10LBT3G2,2024-02-05,,,,
U_2M0W10LBT3G2,2024-03-20,,,,
U_2M0W10LBT3G2,2024-04-04,,,,
U_2M0W10LBT3G2,2024-06-05,,,,
U_2M0W10LBT3G2,2024-06-07,,,,
U_2M0W10LBT3G2,2024-07-27,,,,
U_2M0W10LBT3G2,2024-09-08,,,,
U_2M0W10LBT3G2,2024-12-29,,,,
U_0CV3TLCXLVPY,2024-01-17,,,,
U_0CV3TLCXLVPY,2024-02-03,,,,
U_0CV3TLCXLVPY,2024-04-08,,,,
U_0CV3TLCXLVPY,2024-06-01,,,,
U_0CV3TLCXLVPY,2024-06-10,,,,
U_0CV3TLCXLVPY,2024-06-30,,,,
U_0CV3TLCXLVPY,2024-08-14,,,,
U_0CV3TLCXLVPY,2024-08-23,,,,
U_0CV3TLCXLVPY,2024-09-06,,,,
U_0CV3TLCXLVPY,2024-10-19,,,,
U_0CV3TLCXLVPY,2024-11-22,,,,
U_OUELCQSE3TV1,2024-01-07,,,,
U_OUELCQSE3TV1,2024-04-13,,,,
U_OUELCQSE3TV1,2024-08-17,,,,
U_OUELCQSE3TV1,2024-08-21,,,,
U_OUELCQSE3TV1,2024-10-21,,,,
U_8HMBR5XQT4P5,2024-03-29,,,,
U_8HMBR5XQT4P5,2024-04-11,,,,
U_8HMBR5XQT4P5,2024-05-07,,,,
U_8HMBR5XQT4P5,2024-05-22,,,,
U_8HMBR5XQT4P5,2024-06-16,,,,
U_8HMBR5XQT4P5,2024-07-15,,,,
U_8HMBR5XQT4P5,2024-07-21,,,,
U_8HMBR5XQT4P5,2024-07-23,,,,
U_8HMBR5XQT4P5,2024-10-06,,,,
U_8HMBR5XQT4P5,2024-10-09,,,,
U_8HMBR5XQT4P5,2024-11-10,,,,
U_0KM3TZK3NY9V,2024-02-03,,,,
U_0KM3TZK3NY9V,2024-02-25,,,,
U_0KM3TZK3NY9V,2024-03-07,,,,
U_0KM3TZK3NY9V,2024-04-19,,,,
U_0KM3TZK3NY9V,2024-05-04,,,,
U_0KM3TZK3NY9V,2024-06-01,,,,
U_0KM3TZK3NY9V,2024-06-15,,,,
U_0KM3TZK3NY9V,2024-07-02,,,,
U_0KM3TZK3NY9V,2024-07-18,,,,
U_0KM3TZK3NY9V,2024-08-17,,,,
U_0KM3TZK3NY9V,2024-09-06,,,,
U_0KM3TZK3NY9V,2024-09-27,,,,
U_0KM3TZK3NY9V,2024-11-20,,,,
U_IIDLRYE89FX5,2024-01-26,,,,
U_IIDLRYE89FX5,2024-03-18,,,,
U_IIDLRYE89FX5,2024-06-10,,,,
U_IIDLRYE89FX5,2024-08-21,,,,
U_IIDLRYE89FX5,2024-09-07,,,,
U_IIDLRYE89FX5,2024-09-29,,,,
U_IIDLRYE89FX5,2024-11-22,,,,
U_IIDLRYE89FX5,2024-11-26,,,,
U_IIDLRYE89FX5,2024-11-27,,,,
U_IIDLRYE89FX5,2024-12-02,,,,
U_OIH5CSK30LVY,2024-03-08,,,,
U_OIH5CSK30LVY,2024-03-29,,,,
U_OIH5CSK30LVY,2024-04-11,,,,
U_OIH5CSK30LVY,2024-05-12,,,,
U_OIH5CSK30LVY,2024-07-14,,,,
U_OIH5CSK30LVY,2024-07-23,,,,
U_OIH5CSK30LVY,2024-10-02,,,,
U_OIH5CSK30LVY,2024-11-10,,,,
U_OIH5CSK30LVY,2024-11-18,,,,
U_OIH5CSK30LVY,2024-11-29,,,,
U_OIH5CSK30LVY,2024-11-30,,,,
U_J7UPFLN4RXYJ,2024-02-16,,,,
U_J7UPFLN4RXYJ,2024-03-04,,,,
U_J7UPFLN4RXYJ,2024-04-15,,,,
U_J7UPFLN4RXYJ,2024-05-29,,,,
U_J7UPFLN4RXYJ,2024-07-29,,,,
U_J7UPFLN4RXYJ,2024-08-16,,,,
U_J7UPFLN4RXYJ,2024-08-28,,,,
U_J7UPFLN4RXYJ,2024-09-26,,,,
U_J7UPFLN4RXYJ,2024-10-03,,,,
U_J7UPFLN4RXYJ,2024-10-10,,,,
U_J7UPFLN4RXYJ,2024-12-16,,,,
U_OMD7Q1DDPUSD,2024-01-14,,,,
U_OMD7Q1DDPUSD,2024-03-12,,,,
U_OMD7Q1DDPUSD,2024-03-22,,,,
U_OMD7Q1DDPUSD,2024-04-17,,,,
U_OMD7Q1DDPUSD,2024-05-09,,,,
U_OMD7Q1DDPUSD,2024-05-25,,,,
U_OMD7Q1DDPUSD,2024-07-22,,,,
U_OMD7Q1DDPUSD,2024-08-29,,,,
U_OMD7Q1DDPUSD,2024-09-01,,,,
U_OMD7Q1DDPUSD,2024-10-05,,,,
U_OMD7Q1DDPUSD,2024-10-12,,,,
U_OMD7Q1DDPUSD,2024-11-04,,,,
U_OMD7Q1DDPUSD,2024-12-04,,,,
U_5PB8Z3V6DIXF,2024-02-16,,,,
U_5PB8Z3V6DIXF,2024-04-03,,,,
U_5PB8Z3V6DIXF,2024-05-29,,,,
U_5PB8Z3V6DIXF,2024-05-30,,,,
U_5PB8Z3V6DIXF,2024-08-04,,,,
U_5PB8Z3V6DIXF,2024-10-03,,,,
U_5PB8Z3V6DIXF,2024-12-16,,,,
U_3BZT9D31K9QM,2024-01-09,,,,
U_3BZT9D31K9QM,2024-02-18,,,,
U_3BZT9D31K9QM,2024-02-22,,,,
U_3BZT9D31K9QM,2024-02-28,,,,
U_3BZT9D31K9QM,2024-06-23,,,,
U_3BZT9D31K9QM,2024-06-27,,,,
U_3BZT9D31K9QM,2024-08-16,,,,
U_3BZT9D31K9QM,2024-11-21,,,,
U_3BZT9D31K9QM,2024-12-12,,,,
U_3BZT9D31K9QM,2024-12-16,,,,
U_31YRUJOQW5DS,2024-02-13,,,,
U_31YRUJOQW5DS,2024-03-03,,,,
U_31YRUJOQW5DS,2024-03-15,,,,
U_31YRUJOQW5DS,2024-03-25,,,,
U_31YRUJOQW5DS,2024-04-05,,,,
U_31YRUJOQW5DS,2024-04-21,,,,
U_31YRUJOQW5DS,2024-04-25,,,,
U_31YRUJOQW5DS,2024-05-01,,,,
U_31YRUJOQW5DS,2024-05-05,,,,
U_31YRUJOQW5DS,2024-07-24,,,,
U_31YRUJOQW5DS,2024-08-03,,,,
U_31YRUJOQW5DS,2024-09-16,,,,
U_31YRUJOQW5DS,2024-10-07,,,,
U_31YRUJOQW5DS,2024-10-26,,,,
U_31YRUJOQW5DS,2024-12-17,,,,
