TotalSteps,TrackerDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,source,steps_clean,steps_flag_outlier,minutes_flag_over_1440,user_id,date,total_minutes_asleep,total_minutes_awake,avg_sleep_efficiency,segment_count,has_unknown_main_sleep,rhr_clean_daily,rhr_flag_invalid_daily
4378.0,,4.0,38.0,147.0,1371.0,1959.0,Fitbit,4378.0,0,1,U_GVWRDMLY4LYK,2024-03-17,260.0,47.0,,1,0,,0
10535.0,7.53,59.0,6.0,36.0,1226.0,2297.0,Fitbit,10535.0,0,0,U_GVWRDMLY4LYK,2024-03-18,360.0,65.0,84.0,1,0,85.4,0
9553.0,6.82,40.0,11.0,78.0,1317.0,2169.0,Fitbit,9553.0,0,1,U_GVWRDMLY4LYK,2024-03-19,217.0,,87.0,1,0,78.3,0
8563.0,6.12,39.0,16.0,134.0,1267.0,2228.0,Fitbit,8563.0,0,1,U_GVWRDMLY4LYK,2024-03-21,360.0,51.0,90.0,1,0,87.0,0
9849.0,7.04,62.0,27.0,12.0,1234.0,2071.0,Fitbit,9849.0,0,0,U_GVWRDMLY4LYK,2024-03-22,,38.0,85.0,1,0,,0
4532.0,3.24,28.0,,64.0,1299.0,2230.0,Fitbit,4532.0,0,0,U_GVWRDMLY4LYK,2024-03-23,176.0,0.0,98.0,1,0,88.2,0
9951.0,7.11,46.0,15.0,14.0,1239.0,2158.0,Fitbit,9951.0,0,0,U_GVWRDMLY4LYK,2024-03-25,360.0,69.0,63.0,1,0,88.5,0
8935.0,6.38,42.0,19.0,67.0,1201.0,2298.0,Fitbit,8935.0,0,0,U_GVWRDMLY4LYK,2024-03-26,360.0,60.0,73.0,1,0,92.4,0
9216.0,6.58,41.0,30.0,121.0,1339.0,2278.0,Fitbit,9216.0,0,1,U_GVWRDMLY4LYK,2024-03-27,480.0,53.0,87.5,2,0,90.2,0
9331.0,6.67,49.0,3.0,3.0,1246.0,2239.0,Fitbit,9331.0,0,0,U_GVWRDMLY4LYK,2024-03-28,660.0,42.0,90.0,3,0,83.9,0
8923.0,6.37,53.0,37.0,130.0,1218.0,,Fitbit,8923.0,0,0,U_GVWRDMLY4LYK,2024-03-29,336.0,87.0,81.5,2,1,87.8,0
10091.0,7.21,81.0,23.0,121.0,1260.0,2418.0,Fitbit,10091.0,0,1,U_GVWRDMLY4LYK,2024-03-30,360.0,41.0,,1,0,85.4,0
6388.0,4.56,49.0,36.0,214.0,1362.0,2045.0,Fitbit,6388.0,0,1,U_GVWRDMLY4LYK,2024-03-31,249.0,36.0,87.0,1,0,84.2,0
11412.0,8.15,56.0,,218.0,1194.0,2604.0,Fitbit,11412.0,0,1,U_GVWRDMLY4LYK,2024-04-01,262.0,,84.0,1,0,81.8,0
8490.0,6.06,50.0,33.0,215.0,1322.0,1865.0,Fitbit,8490.0,0,1,U_GVWRDMLY4LYK,2024-04-02,186.0,36.0,87.0,1,0,86.3,0
9318.0,6.66,50.0,37.0,55.0,1288.0,2515.0,Fitbit,9318.0,0,0,U_GVWRDMLY4LYK,2024-04-04,474.0,72.0,76.0,2,0,,0
5326.0,3.8,41.0,25.0,111.0,1281.0,2100.0,Fitbit,5326.0,0,1,U_GVWRDMLY4LYK,2024-04-06,360.0,71.0,81.0,1,0,88.3,0
8549.0,6.11,39.0,4.0,119.0,1253.0,2259.0,Fitbit,8549.0,0,0,U_GVWRDMLY4LYK,2024-04-07,202.0,11.0,91.0,1,0,82.8,0
8663.0,6.19,75.0,22.0,94.0,,2256.0,Fitbit,8663.0,0,0,U_GVWRDMLY4LYK,2024-04-09,463.0,6.0,90.0,2,1,89.4,0
9433.0,6.74,51.0,15.0,205.0,1285.0,2617.0,Fitbit,9433.0,0,1,U_GVWRDMLY4LYK,2024-04-10,360.0,23.0,,1,1,91.1,0
9234.0,6.6,72.0,13.0,47.0,1257.0,2004.0,Fitbit,9234.0,0,0,U_GVWRDMLY4LYK,2024-04-11,360.0,47.0,93.0,1,0,81.1,0
9247.0,6.61,,19.0,13.0,,2124.0,Fitbit,9247.0,0,0,U_GVWRDMLY4LYK,2024-04-12,440.0,116.0,86.33333333333333,3,1,90.2,0
7369.0,5.26,13.0,14.0,10.0,1248.0,2212.0,Fitbit,7369.0,0,0,U_GVWRDMLY4LYK,2024-04-13,191.0,145.0,84.5,2,0,90.9,0
5374.0,3.84,15.0,0.0,148.0,1288.0,1927.0,Fitbit,5374.0,0,1,U_GVWRDMLY4LYK,2024-04-14,167.0,48.0,80.0,1,0,90.7,0
9337.0,6.67,52.0,10.0,100.0,1191.0,2405.0,Fitbit,9337.0,0,0,U_GVWRDMLY4LYK,2024-04-15,276.0,,,1,0,83.6,0
9901.0,7.07,69.0,10.0,201.0,1259.0,,Fitbit,9901.0,0,1,U_GVWRDMLY4LYK,2024-04-16,360.0,0.0,86.0,1,0,88.7,0
7726.0,5.52,67.0,,93.0,1253.0,2437.0,Fitbit,7726.0,0,0,U_GVWRDMLY4LYK,2024-04-17,360.0,52.0,84.0,1,0,83.8,0
9732.0,6.95,,13.0,127.0,1245.0,1928.0,Fitbit,9732.0,0,0,U_GVWRDMLY4LYK,2024-04-18,360.0,93.0,89.0,1,0,80.2,0
9051.0,6.46,71.0,16.0,48.0,1282.0,2353.0,Fitbit,9051.0,0,0,U_GVWRDMLY4LYK,2024-04-21,275.0,25.0,97.0,1,0,,0
7382.0,,,4.0,136.0,1345.0,2151.0,Fitbit,7382.0,0,1,U_GVWRDMLY4LYK,2024-04-25,360.0,53.0,83.0,1,0,86.2,0
6892.0,4.92,14.0,25.0,76.0,1227.0,2190.0,Fitbit,6892.0,0,0,U_GVWRDMLY4LYK,2024-04-26,,,,1,0,84.3,0
10861.0,7.76,90.0,,79.0,1327.0,2598.0,Fitbit,10861.0,0,1,U_GVWRDMLY4LYK,2024-04-27,360.0,36.0,98.0,1,0,85.9,0
8115.0,5.8,35.0,26.0,,1336.0,2322.0,Fitbit,8115.0,0,0,U_GVWRDMLY4LYK,2024-04-28,,16.0,80.0,1,0,91.8,0
8651.0,6.18,37.0,32.0,,1243.0,2479.0,Fitbit,8651.0,0,0,U_GVWRDMLY4LYK,2024-04-29,251.0,82.0,89.5,2,0,86.4,0
7689.0,5.49,35.0,12.0,161.0,1304.0,2374.0,Fitbit,7689.0,0,1,U_GVWRDMLY4LYK,2024-04-30,205.0,,,1,0,89.3,0
9735.0,6.95,43.0,18.0,115.0,1307.0,2518.0,Fitbit,9735.0,0,1,U_GVWRDMLY4LYK,2024-05-01,507.0,101.0,76.0,2,0,86.1,0
9717.0,6.94,68.0,37.0,,1276.0,2267.0,Fitbit,9717.0,0,0,U_GVWRDMLY4LYK,2024-05-02,304.0,53.0,75.0,2,0,90.0,0
7804.0,5.57,53.0,22.0,,1259.0,1931.0,Fitbit,7804.0,0,0,U_GVWRDMLY4LYK,2024-05-04,360.0,,86.0,1,1,81.5,0
7875.0,5.62,26.0,16.0,130.0,1347.0,2145.0,Fitbit,7875.0,0,1,U_GVWRDMLY4LYK,2024-05-05,360.0,52.0,76.0,1,0,87.5,0
11041.0,7.89,61.0,28.0,66.0,,2047.0,Fitbit,11041.0,0,0,U_GVWRDMLY4LYK,2024-05-07,360.0,44.0,84.0,1,0,92.6,0
8103.0,5.79,,3.0,118.0,1304.0,1791.0,Fitbit,8103.0,0,0,U_GVWRDMLY4LYK,2024-05-08,360.0,44.0,90.0,1,0,,0
9583.0,6.84,57.0,27.0,129.0,1237.0,2008.0,Fitbit,9583.0,0,1,U_GVWRDMLY4LYK,2024-05-09,148.0,36.0,97.0,1,0,88.3,0
9690.0,,49.0,26.0,,1337.0,2332.0,Fitbit,9690.0,0,0,U_GVWRDMLY4LYK,2024-05-10,217.0,49.0,89.0,1,0,89.0,0
5492.0,3.92,17.0,38.0,4.0,1311.0,2223.0,Fitbit,5492.0,0,0,U_GVWRDMLY4LYK,2024-05-11,360.0,6.0,86.0,1,0,86.2,0
,,61.0,,,1194.0,2449.0,Fitbit,,0,0,U_GVWRDMLY4LYK,2024-05-12,171.0,49.0,88.0,1,0,88.15,0
6960.0,4.97,45.0,3.0,14.0,1310.0,2147.0,Fitbit,6960.0,0,0,U_GVWRDMLY4LYK,2024-05-14,360.0,42.0,83.0,1,0,,0
9109.0,,,15.0,,1210.0,2260.0,Fitbit,9109.0,0,0,U_GVWRDMLY4LYK,2024-05-15,360.0,42.0,98.0,1,0,89.4,0
12598.0,9.0,69.0,,7.0,1302.0,1998.0,Fitbit,12598.0,0,0,U_GVWRDMLY4LYK,2024-05-17,360.0,4.0,80.0,1,1,81.2,0
9489.0,6.78,63.0,12.0,76.0,1331.0,2388.0,Fitbit,9489.0,0,1,U_GVWRDMLY4LYK,2024-05-18,555.0,18.0,82.0,2,0,80.3,0
5894.0,4.21,37.0,9.0,8.0,1265.0,2075.0,Fitbit,5894.0,0,0,U_GVWRDMLY4LYK,2024-05-19,390.0,19.0,84.0,2,0,,0
10186.0,7.28,73.0,4.0,68.0,1282.0,2278.0,Fitbit,10186.0,0,0,U_GVWRDMLY4LYK,2024-05-20,177.0,50.0,,1,0,87.7,0
11005.0,7.86,91.0,4.0,52.0,1337.0,,Fitbit,11005.0,0,1,U_GVWRDMLY4LYK,2024-05-21,182.0,58.0,,1,0,83.0,0
8130.0,5.81,45.0,31.0,172.0,1258.0,2042.0,Fitbit,8130.0,0,1,U_GVWRDMLY4LYK,2024-05-22,,65.0,76.0,1,0,91.3,0
7438.0,5.31,57.0,18.0,50.0,1258.0,2322.0,Fitbit,7438.0,0,0,U_GVWRDMLY4LYK,2024-05-23,207.0,,75.0,1,0,81.7,0
6262.0,4.47,,35.0,187.0,1281.0,1948.0,Fitbit,6262.0,0,1,U_GVWRDMLY4LYK,2024-05-24,244.0,,77.0,1,0,85.8,0
6595.0,4.71,53.0,7.0,71.0,1257.0,2624.0,Fitbit,6595.0,0,0,U_GVWRDMLY4LYK,2024-05-25,360.0,36.0,84.0,1,0,80.7,0
8072.0,5.77,50.0,5.0,150.0,,2466.0,Fitbit,8072.0,0,0,U_GVWRDMLY4LYK,2024-05-26,360.0,32.0,81.0,1,0,92.6,0
10321.0,7.37,81.0,18.0,2.0,1335.0,2495.0,Fitbit,10321.0,0,0,U_GVWRDMLY4LYK,2024-05-27,360.0,0.0,87.0,1,0,84.6,0
8358.0,5.97,,16.0,201.0,1315.0,2309.0,Fitbit,8358.0,0,1,U_GVWRDMLY4LYK,2024-05-28,280.0,0.0,89.0,1,0,92.4,0
8412.0,6.01,59.0,21.0,33.0,1281.0,2095.0,Fitbit,8412.0,0,0,U_GVWRDMLY4LYK,2024-05-29,360.0,12.0,92.0,1,0,88.4,0
9810.0,7.01,81.0,0.0,54.0,1265.0,2253.0,Fitbit,9810.0,0,0,U_GVWRDMLY4LYK,2024-05-30,142.0,17.0,86.5,2,0,86.2,0
7094.0,5.07,31.0,7.0,174.0,1384.0,2249.0,Fitbit,7094.0,0,1,U_GVWRDMLY4LYK,2024-05-31,721.0,87.0,85.33333333333333,4,1,88.5,0
6446.0,4.6,,21.0,220.0,1273.0,2045.0,Fitbit,6446.0,0,1,U_GVWRDMLY4LYK,2024-06-02,360.0,37.0,92.0,1,0,92.4,0
9295.0,6.64,55.0,32.0,90.0,1334.0,2199.0,Fitbit,9295.0,0,1,U_GVWRDMLY4LYK,2024-06-03,360.0,32.0,,1,0,91.6,0
10892.0,7.78,66.0,7.0,36.0,1204.0,2661.0,Fitbit,10892.0,0,0,U_GVWRDMLY4LYK,2024-06-04,,63.0,,1,0,85.7,0
10623.0,7.59,43.0,17.0,26.0,1197.0,2356.0,Fitbit,10623.0,0,0,U_GVWRDMLY4LYK,2024-06-05,360.0,41.0,,1,0,80.4,0
8087.0,5.78,33.0,36.0,,1287.0,2386.0,Fitbit,8087.0,0,0,U_GVWRDMLY4LYK,2024-06-06,360.0,,76.0,1,1,92.9,0
9597.0,6.86,57.0,35.0,77.0,,2526.0,Fitbit,9597.0,0,0,U_GVWRDMLY4LYK,2024-06-07,360.0,85.0,,1,0,88.5,0
8411.0,6.01,42.0,35.0,67.0,1377.0,2180.0,Fitbit,8411.0,0,1,U_GVWRDMLY4LYK,2024-06-08,360.0,56.0,90.0,1,0,85.8,0
7998.0,5.71,31.0,33.0,202.0,1341.0,1895.0,Fitbit,7998.0,0,1,U_GVWRDMLY4LYK,2024-06-09,360.0,,92.0,1,0,90.6,0
6684.0,4.77,47.0,4.0,29.0,,2574.0,Fitbit,6684.0,0,0,U_GVWRDMLY4LYK,2024-06-10,360.0,,83.0,1,0,86.3,0
8693.0,6.21,56.0,1.0,197.0,1183.0,2455.0,Fitbit,8693.0,0,0,U_GVWRDMLY4LYK,2024-06-11,360.0,42.0,80.0,1,0,83.7,0
10898.0,7.78,72.0,16.0,108.0,1187.0,2210.0,Fitbit,10898.0,0,0,U_GVWRDMLY4LYK,2024-06-12,360.0,35.0,,1,0,80.9,0
10350.0,7.39,68.0,15.0,180.0,1161.0,2784.0,Fitbit,10350.0,0,0,U_GVWRDMLY4LYK,2024-06-14,360.0,36.0,80.0,1,0,88.0,0
8372.0,5.98,34.0,5.0,196.0,1347.0,2050.0,Fitbit,8372.0,0,1,U_GVWRDMLY4LYK,2024-06-15,360.0,31.0,87.0,1,0,80.5,0
7398.0,,55.0,3.0,99.0,1298.0,2531.0,Fitbit,7398.0,0,1,U_GVWRDMLY4LYK,2024-06-16,360.0,39.0,91.0,1,0,92.6,0
8146.0,5.82,,33.0,49.0,1358.0,2243.0,Fitbit,8146.0,0,0,U_GVWRDMLY4LYK,2024-06-17,360.0,55.0,89.0,1,1,90.6,0
11393.0,8.14,70.0,1.0,217.0,1186.0,2332.0,Fitbit,11393.0,0,1,U_GVWRDMLY4LYK,2024-06-18,360.0,0.0,87.0,1,0,86.3,0
9933.0,7.09,56.0,14.0,16.0,1265.0,2196.0,Fitbit,9933.0,0,0,U_GVWRDMLY4LYK,2024-06-19,360.0,32.0,91.0,1,0,84.5,0
9997.0,7.14,,4.0,182.0,1352.0,2245.0,Fitbit,9997.0,0,1,U_GVWRDMLY4LYK,2024-06-21,360.0,,71.0,1,0,86.0,0
5597.0,4.0,,32.0,198.0,1283.0,2219.0,Fitbit,5597.0,0,1,U_GVWRDMLY4LYK,2024-06-22,241.0,66.0,82.5,2,0,95.0,0
8435.0,6.03,64.0,9.0,148.0,1338.0,2148.0,Fitbit,8435.0,0,1,U_GVWRDMLY4LYK,2024-06-23,275.0,37.0,81.0,1,0,,0
8954.0,6.4,44.0,28.0,118.0,1349.0,2343.0,Fitbit,8954.0,0,1,U_GVWRDMLY4LYK,2024-06-24,,64.0,83.0,1,0,81.0,0
9108.0,6.51,66.0,22.0,98.0,1208.0,2095.0,Fitbit,9108.0,0,0,U_GVWRDMLY4LYK,2024-06-25,360.0,34.0,97.0,1,0,86.9,0
8616.0,6.15,39.0,15.0,183.0,1224.0,2382.0,Fitbit,8616.0,0,1,U_GVWRDMLY4LYK,2024-06-27,279.0,18.0,76.0,1,0,86.1,0
11277.0,8.05,,25.0,36.0,1292.0,2819.0,Fitbit,11277.0,0,0,U_GVWRDMLY4LYK,2024-06-28,337.0,57.0,81.5,4,0,86.0,0
6328.0,4.52,,34.0,24.0,1319.0,2699.0,Fitbit,6328.0,0,0,U_GVWRDMLY4LYK,2024-06-29,375.0,45.0,83.5,2,0,85.2,0
8108.0,5.79,57.0,,184.0,1251.0,2197.0,Fitbit,8108.0,0,1,U_GVWRDMLY4LYK,2024-06-30,360.0,108.0,88.5,2,1,89.8,0
10642.0,7.6,69.0,13.0,72.0,1318.0,2600.0,Fitbit,10642.0,0,1,U_GVWRDMLY4LYK,2024-07-01,192.0,73.0,86.0,1,0,93.4,0
,7.73,,11.0,179.0,1333.0,1840.0,Fitbit,,0,1,U_GVWRDMLY4LYK,2024-07-02,476.0,52.0,87.33333333333333,3,0,81.7,0
12270.0,8.76,87.0,25.0,180.0,1241.0,2165.0,Fitbit,12270.0,0,1,U_GVWRDMLY4LYK,2024-07-03,113.0,30.0,88.0,1,0,84.75,0
10923.0,,74.0,25.0,,1183.0,2309.0,Fitbit,10923.0,0,0,U_GVWRDMLY4LYK,2024-07-05,360.0,16.0,88.0,1,1,85.7,0
10416.0,7.44,,4.0,,1221.0,2354.0,Fitbit,10416.0,0,0,U_GVWRDMLY4LYK,2024-07-08,360.0,17.0,83.0,1,0,91.8,0
8921.0,,36.0,34.0,,1234.0,1860.0,Fitbit,8921.0,0,0,U_GVWRDMLY4LYK,2024-07-09,309.0,38.0,,1,0,,0
10413.0,7.44,,8.0,208.0,1355.0,2538.0,Fitbit,10413.0,0,1,U_GVWRDMLY4LYK,2024-07-10,359.0,79.0,89.0,2,0,90.5,0
9129.0,6.52,54.0,7.0,117.0,1341.0,2123.0,Fitbit,9129.0,0,1,U_GVWRDMLY4LYK,2024-07-11,492.0,64.0,76.0,2,0,95.0,0
9436.0,6.74,63.0,,78.0,,2242.0,Fitbit,9436.0,0,0,U_GVWRDMLY4LYK,2024-07-12,360.0,28.0,84.0,1,0,87.8,0
6822.0,4.87,21.0,,213.0,1349.0,2439.0,Fitbit,6822.0,0,1,U_GVWRDMLY4LYK,2024-07-13,360.0,37.0,95.0,1,0,93.1,0
10101.0,7.21,,4.0,176.0,1324.0,2358.0,Fitbit,10101.0,0,1,U_GVWRDMLY4LYK,2024-07-14,360.0,,,1,0,87.3,0
,7.71,63.0,7.0,157.0,1254.0,2297.0,Fitbit,,0,1,U_GVWRDMLY4LYK,2024-07-15,360.0,7.0,87.0,1,0,86.8,0
10306.0,,,31.0,217.0,1155.0,2028.0,Fitbit,10306.0,0,0,U_GVWRDMLY4LYK,2024-07-16,360.0,1.0,88.0,1,0,83.8,0
9719.0,,82.0,,163.0,1340.0,2589.0,Fitbit,9719.0,0,1,U_GVWRDMLY4LYK,2024-07-17,360.0,,78.0,1,0,89.5,0
,7.22,94.0,0.0,118.0,,,Fitbit,,0,0,U_GVWRDMLY4LYK,2024-07-19,360.0,46.0,,1,0,87.9,0
6138.0,4.38,32.0,11.0,197.0,1310.0,2238.0,Fitbit,6138.0,0,1,U_GVWRDMLY4LYK,2024-07-20,360.0,,83.0,1,0,88.3,0
8368.0,5.98,63.0,3.0,207.0,1252.0,2070.0,Fitbit,8368.0,0,1,U_GVWRDMLY4LYK,2024-07-21,,33.0,83.0,1,0,91.4,0
8292.0,5.92,71.0,0.0,189.0,1340.0,,Fitbit,8292.0,0,1,U_GVWRDMLY4LYK,2024-07-22,360.0,,79.0,1,0,79.2,0
10064.0,7.19,64.0,28.0,17.0,1198.0,2860.0,Fitbit,10064.0,0,0,U_GVWRDMLY4LYK,2024-07-23,494.0,42.0,81.0,2,0,81.6,0
10857.0,7.75,81.0,34.0,23.0,1173.0,2195.0,Fitbit,10857.0,0,0,U_GVWRDMLY4LYK,2024-07-24,360.0,13.0,82.0,1,0,85.8,0
9336.0,6.67,,,193.0,,2625.0,Fitbit,9336.0,0,0,U_GVWRDMLY4LYK,2024-07-26,153.0,19.0,,1,0,,0
9464.0,6.76,35.0,4.0,,1334.0,3067.0,Fitbit,9464.0,0,0,U_GVWRDMLY4LYK,2024-07-27,148.0,6.0,,1,0,86.15,0
9739.0,6.96,52.0,4.0,44.0,,2137.0,Fitbit,9739.0,0,0,U_GVWRDMLY4LYK,2024-07-29,360.0,53.0,78.0,1,0,78.0,0
10626.0,7.59,71.0,35.0,199.0,1201.0,2590.0,Fitbit,10626.0,0,1,U_GVWRDMLY4LYK,2024-07-30,257.0,19.0,87.0,1,0,85.3,0
10139.0,7.24,60.0,21.0,,1330.0,,Fitbit,10139.0,0,0,U_GVWRDMLY4LYK,2024-07-31,140.0,44.0,93.0,1,0,86.1,0
8151.0,5.82,47.0,10.0,,1324.0,2503.0,Fitbit,8151.0,0,0,U_GVWRDMLY4LYK,2024-08-01,276.0,37.0,89.0,1,0,89.8,0
7477.0,5.34,44.0,34.0,57.0,1246.0,2024.0,Fitbit,7477.0,0,0,U_GVWRDMLY4LYK,2024-08-03,318.0,49.0,91.5,2,0,86.8,0
8587.0,6.13,67.0,22.0,132.0,1245.0,2369.0,Fitbit,8587.0,0,1,U_GVWRDMLY4LYK,2024-08-04,227.0,41.0,92.0,1,0,91.1,0
8140.0,,57.0,5.0,108.0,1287.0,2515.0,Fitbit,8140.0,0,1,U_GVWRDMLY4LYK,2024-08-05,324.0,89.0,86.0,2,0,82.0,0
11210.0,8.01,,29.0,109.0,1321.0,2138.0,Fitbit,11210.0,0,1,U_GVWRDMLY4LYK,2024-08-07,202.0,48.0,74.0,1,0,84.2,0
10264.0,7.33,66.0,34.0,180.0,1204.0,2567.0,Fitbit,10264.0,0,1,U_GVWRDMLY4LYK,2024-08-08,446.0,67.0,82.66666666666667,3,0,91.3,0
10484.0,7.49,64.0,5.0,43.0,1245.0,2328.0,Fitbit,10484.0,0,0,U_GVWRDMLY4LYK,2024-08-09,360.0,81.0,90.0,1,0,84.2,0
5375.0,3.84,24.0,28.0,54.0,1400.0,2515.0,Fitbit,5375.0,0,1,U_GVWRDMLY4LYK,2024-08-10,360.0,26.0,78.0,1,0,84.5,0
9435.0,6.74,59.0,21.0,116.0,1276.0,2229.0,Fitbit,9435.0,0,1,U_GVWRDMLY4LYK,2024-08-12,360.0,12.0,89.0,1,0,85.25,0
11207.0,8.01,95.0,17.0,150.0,1219.0,2140.0,Fitbit,11207.0,0,1,U_GVWRDMLY4LYK,2024-08-14,,16.0,80.0,1,0,91.6,0
9752.0,6.97,,16.0,,1247.0,2493.0,Fitbit,9752.0,0,0,U_GVWRDMLY4LYK,2024-08-16,664.0,45.0,88.75,4,0,84.7,0
8092.0,5.78,72.0,10.0,118.0,1329.0,2196.0,Fitbit,8092.0,0,1,U_GVWRDMLY4LYK,2024-08-17,160.0,35.0,92.0,1,0,91.1,0
9418.0,6.73,61.0,35.0,155.0,1331.0,2482.0,Fitbit,9418.0,0,1,U_GVWRDMLY4LYK,2024-08-19,347.0,76.0,74.0,2,0,90.7,0
8530.0,6.09,56.0,27.0,168.0,1239.0,2083.0,Fitbit,8530.0,0,1,U_GVWRDMLY4LYK,2024-08-20,181.0,8.0,81.0,1,0,91.8,0
9515.0,,55.0,10.0,100.0,1242.0,1922.0,Fitbit,9515.0,0,0,U_GVWRDMLY4LYK,2024-08-21,357.0,31.0,84.5,2,0,85.35,0
8824.0,6.3,51.0,23.0,153.0,1201.0,2409.0,Fitbit,8824.0,0,0,U_GVWRDMLY4LYK,2024-08-23,164.0,20.0,83.0,1,0,93.6,0
7955.0,5.68,35.0,35.0,64.0,1358.0,1914.0,Fitbit,7955.0,0,1,U_GVWRDMLY4LYK,2024-08-24,127.0,39.0,84.5,2,1,85.9,0
10077.0,7.2,63.0,7.0,193.0,1195.0,2340.0,Fitbit,10077.0,0,1,U_GVWRDMLY4LYK,2024-08-25,172.0,9.0,,1,0,86.6,0
9989.0,,75.0,35.0,39.0,1171.0,,Fitbit,9989.0,0,0,U_GVWRDMLY4LYK,2024-08-26,360.0,73.0,83.0,1,0,81.2,0
8801.0,6.29,46.0,30.0,6.0,1343.0,2501.0,Fitbit,8801.0,0,0,U_GVWRDMLY4LYK,2024-08-27,230.0,51.0,75.5,2,1,88.6,0
11243.0,8.03,86.0,25.0,30.0,1253.0,2939.0,Fitbit,11243.0,0,0,U_GVWRDMLY4LYK,2024-08-29,499.0,35.0,81.0,2,0,86.8,0
8264.0,5.9,,15.0,50.0,1231.0,2563.0,Fitbit,8264.0,0,0,U_GVWRDMLY4LYK,2024-08-30,,22.0,79.0,1,0,87.9,0
8840.0,6.31,51.0,39.0,179.0,1269.0,2416.0,Fitbit,8840.0,0,1,U_GVWRDMLY4LYK,2024-08-31,388.0,34.0,76.5,3,1,84.7,0
7749.0,5.54,29.0,,139.0,1206.0,,Fitbit,7749.0,0,0,U_GVWRDMLY4LYK,2024-09-01,192.0,48.0,95.0,1,0,93.3,0
10280.0,7.34,63.0,27.0,49.0,,2346.0,Fitbit,10280.0,0,0,U_GVWRDMLY4LYK,2024-09-02,253.0,55.0,93.0,1,0,86.5,0
9188.0,6.56,60.0,28.0,185.0,1316.0,2341.0,Fitbit,9188.0,0,1,U_GVWRDMLY4LYK,2024-09-03,383.0,37.0,88.5,2,0,88.2,0
,6.04,67.0,19.0,61.0,1337.0,2382.0,Fitbit,,0,1,U_GVWRDMLY4LYK,2024-09-04,185.0,39.0,83.0,1,0,85.3,0
7492.0,5.35,43.0,39.0,162.0,,2503.0,Fitbit,7492.0,0,0,U_GVWRDMLY4LYK,2024-09-07,519.0,60.0,88.0,2,1,90.3,0
7817.0,5.58,52.0,34.0,171.0,1307.0,,Fitbit,7817.0,0,1,U_GVWRDMLY4LYK,2024-09-08,,57.0,86.0,1,0,87.0,0
10587.0,7.56,,33.0,156.0,1182.0,2415.0,Fitbit,10587.0,0,0,U_GVWRDMLY4LYK,2024-09-10,,25.0,84.0,1,1,81.7,0
8684.0,6.2,41.0,13.0,186.0,,2302.0,Fitbit,8684.0,0,0,U_GVWRDMLY4LYK,2024-09-12,309.0,126.0,86.0,2,0,88.7,0
5595.0,4.0,39.0,35.0,,1321.0,1741.0,Fitbit,5595.0,0,0,U_GVWRDMLY4LYK,2024-09-14,360.0,27.0,82.0,1,0,84.2,0
6727.0,4.8,26.0,10.0,174.0,1348.0,1957.0,Fitbit,6727.0,0,1,U_GVWRDMLY4LYK,2024-09-15,164.0,9.0,82.0,1,0,85.0,0
8512.0,6.08,49.0,29.0,130.0,1224.0,2060.0,Fitbit,8512.0,0,0,U_GVWRDMLY4LYK,2024-09-16,505.0,78.0,85.0,2,0,87.5,0
8805.0,6.29,64.0,40.0,165.0,1204.0,2573.0,Fitbit,8805.0,0,1,U_GVWRDMLY4LYK,2024-09-19,276.0,75.0,,2,1,,0
10392.0,7.42,68.0,,24.0,1207.0,2093.0,Fitbit,10392.0,0,0,U_GVWRDMLY4LYK,2024-09-20,516.0,65.0,85.5,2,0,89.9,0
8270.0,5.91,69.0,22.0,136.0,1214.0,2335.0,Fitbit,8270.0,0,1,U_GVWRDMLY4LYK,2024-09-21,186.0,,82.0,1,0,87.8,0
6738.0,4.81,23.0,24.0,215.0,1343.0,2095.0,Fitbit,6738.0,0,1,U_GVWRDMLY4LYK,2024-09-22,360.0,,,1,0,86.6,0
9353.0,,45.0,15.0,41.0,,2020.0,Fitbit,9353.0,0,0,U_GVWRDMLY4LYK,2024-09-23,360.0,55.0,90.0,1,0,84.7,0
10957.0,7.83,64.0,36.0,,,2331.0,Fitbit,10957.0,0,0,U_GVWRDMLY4LYK,2024-09-26,360.0,51.0,69.0,1,0,84.2,0
8225.0,5.88,,27.0,183.0,1242.0,2287.0,Fitbit,8225.0,0,1,U_GVWRDMLY4LYK,2024-09-27,204.0,31.0,91.0,1,0,87.2,0
6559.0,4.68,41.0,25.0,198.0,,1722.0,Fitbit,6559.0,0,0,U_GVWRDMLY4LYK,2024-09-28,360.0,52.0,87.0,1,0,95.0,0
7488.0,5.35,,37.0,141.0,1353.0,2587.0,Fitbit,7488.0,0,1,U_GVWRDMLY4LYK,2024-09-29,121.0,58.0,67.0,1,1,87.6,0
9018.0,6.44,44.0,37.0,,1348.0,,Fitbit,9018.0,0,0,U_GVWRDMLY4LYK,2024-09-30,152.0,,,1,0,91.3,0
11124.0,,72.0,1.0,81.0,1317.0,2493.0,Fitbit,11124.0,0,1,U_GVWRDMLY4LYK,2024-10-01,360.0,35.0,82.0,1,0,91.2,0
10151.0,7.25,56.0,21.0,198.0,1224.0,2262.0,Fitbit,10151.0,0,1,U_GVWRDMLY4LYK,2024-10-02,209.0,54.0,84.0,2,0,95.0,0
