Id,ActivityDate,TotalSteps,TrackerDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,source
U_X8BM92H3TV3I,2024/12/14 00:00,2367,1.69,0,28,31,1383,2408.0,Fitbit
U_X8BM92H3TV3I,2024-12-15,6414,,30,2,34,1292,2649.0,Fitbit
U_X8BM92H3TV3I,2024/12/16 00:00,6243,4.46,39,39,0,1315,2184.0,Fitbit
U_X8BM92H3TV3I,2024-12-18,5623,4.02,23,34,71,1317,2417.0,Fitbit
U_X8BM92H3TV3I,12/19/2024,,3.67,26,34,0,1246,1593.0,Fitbit
U_X8BM92H3TV3I,2024-12-21,4952,3.54,1,4,15,1332,2308.0,Fitbit
U_X8BM92H3TV3I,2024/12/22 00:00,3138,,22,22,84,1227,1576.0,Fitbit
,24-Dec-2024,6392,4.57,42,39,137,,2555.0,Fitbit
U_X8BM92H3TV3I,2024/12/25 00:00,7654,5.47,,3,,1250,2472.0,Fitbit
U_X8BM92H3TV3I,12/26/2024,7103,5.07,48,19,17,1355,,Fitbit
,2024/12/27 00:00,6523,4.66,26,27,111,1296,2074.0,Fitbit
U_X8BM92H3TV3I,12/28/2024,2890,2.06,11,15,213,1351,2134.0,Fitbit
U_X8BM92H3TV3I,29-Dec-2024,6535,4.67,38,36,156,1379,2119.0,Fitbit
U_X8BM92H3TV3I,2024-12-31,5496,3.93,21,,153,1277,1983.0,Fitbit
U_DZP6LFEWVZNV,2024-01-01,6111,4.37,,31,189,1263,1902.0,Fitbit
U_DZP6LFEWVZNV,01/02/2024,,3.96,29,,,1318,2107.0,Fitbit
U_DZP6LFEWVZNV,2024/01/03 00:00,6134,4.38,,10,22,,2550.0,Fitbit
U_DZP6LFEWVZNV,2024-01-04,7900,5.64,,30,9,1288,2249.0,Fitbit
U_DZP6LFEWVZNV,2024-01-05,6014,4.3,58,13,55,1379,2336.0,Fitbit
U_DZP6LFEWVZNV,2024-01-06,3514,2.51,0,16,107,1324,2152.0,Fitbit
U_DZP6LFEWVZNV,2024-01-07,4304,3.07,23,1,151,1306,2062.0,Fitbit
U_DZP6LFEWVZNV,08-Jan-2024,3187,2.28,11,35,,1296,2053.0,Fitbit
U_DZP6LFEWVZNV,01/09/2024,4792,3.42,8,28,74,1237,2129.0,Fitbit
U_DZP6LFEWVZNV,2024/01/10 00:00,4144,2.96,,2,150,1373,2092.0,Fitbit
U_DZP6LFEWVZNV,2024-01-11,5497,3.93,42,,179,1387,2498.0,Fitbit
U_DZP6LFEWVZNV,01/12/2024,4959,3.54,34,10,,1373,2335.0,Fitbit
U_DZP6LFEWVZNV,2024-01-13,3366,2.4,38,26,68,1378,2246.0,Fitbit
U_DZP6LFEWVZNV,01/14/2024,1964,1.4,,22,194,1295,1413.0,Fitbit
U_DZP6LFEWVZNV,2024/01/15 00:00,5000,3.57,31,18,62,1270,1869.0,Fitbit
U_DZP6LFEWVZNV,01/16/2024,8168,5.83,,26,27,1277,2395.0,Fitbit
U_DZP6LFEWVZNV,2024/01/17 00:00,5603,,14,,109,,2178.0,Fitbit
U_DZP6LFEWVZNV,01/18/2024,7252,5.18,21,39,,1242,1869.0,Fitbit
U_DZP6LFEWVZNV,19-Jan-2024,5138,3.67,25,35,187,,1854.0,Fitbit
U_DZP6LFEWVZNV,2024/01/20 00:00,3940,2.81,25,36,,1339,1943.0,Fitbit
U_DZP6LFEWVZNV,01/21/2024,3357,,20,28,201,1403,1931.0,Fitbit
U_DZP6LFEWVZNV,2024-01-22,5212,3.72,,21,60,1380,2089.0,Fitbit
,2024/01/23 00:00,5396,3.85,9,16,,1271,,Fitbit
U_DZP6LFEWVZNV,01/24/2024,4183,2.99,26,22,70,1268,2186.0,Fitbit
U_DZP6LFEWVZNV,25-Jan-2024,3774,2.7,0,34,214,1256,1809.0,Fitbit
U_DZP6LFEWVZNV,2024/01/26 00:00,,3.73,46,21,149,1327,1963.0,Fitbit
U_DZP6LFEWVZNV,2024-01-27,3990,2.85,0,,116,1373,1714.0,Fitbit
U_DZP6LFEWVZNV,2024-01-28,2378,1.7,,30,138,1248,2005.0,Fitbit
U_DZP6LFEWVZNV,2024-01-29,4274,,0,37,47,1271,2119.0,Fitbit
U_DZP6LFEWVZNV,30-Jan-2024,6151,4.39,24,26,162,,2052.0,Fitbit
U_DZP6LFEWVZNV,01/31/2024,5566,3.98,18,20,28,1289,2636.0,Fitbit
U_DZP6LFEWVZNV,2024-02-01,5355,,11,14,142,1381,2401.0,Fitbit
U_DZP6LFEWVZNV,2024/02/02 00:00,3032,2.17,18,19,,,1710.0,Fitbit
U_DZP6LFEWVZNV,02/03/2024,5842,4.17,21,4,120,1257,1875.0,Fitbit
U_DZP6LFEWVZNV,2024/02/04 00:00,3850,2.75,32,34,58,1240,2226.0,Fitbit
U_DZP6LFEWVZNV,2024-02-05,6088,4.35,32,17,77,,2210.0,Fitbit
,06-Feb-2024,5457,3.9,,34,75,1269,2097.0,Fitbit
U_DZP6LFEWVZNV,02/07/2024,5764,,50,0,,1212,2059.0,Fitbit
U_DZP6LFEWVZNV,2024/02/08 00:00,6216,4.44,,38,5,1330,1585.0,Fitbit
U_DZP6LFEWVZNV,2024/02/09 00:00,5705,4.08,15,32,63,1253,2170.0,Fitbit
U_DZP6LFEWVZNV,2024-02-10,4270,3.05,33,34,139,,2506.0,Fitbit
U_DZP6LFEWVZNV,2024/02/11 00:00,3746,2.68,8,0,179,1281,2138.0,Fitbit
U_DZP6LFEWVZNV,2024-02-12,7014,5.01,57,30,219,1235,2068.0,Fitbit
U_DZP6LFEWVZNV,02/13/2024,6529,4.66,48,39,,1341,2391.0,Fitbit
U_DZP6LFEWVZNV,2024/02/14 00:00,5959,4.26,12,0,42,1229,1922.0,Fitbit
U_DZP6LFEWVZNV,15-Feb-2024,5260,3.76,23,10,,1222,2239.0,Fitbit
U_DZP6LFEWVZNV,16-Feb-2024,6578,4.7,,,172,1346,2133.0,Fitbit
U_DZP6LFEWVZNV,17-Feb-2024,1976,1.41,0,40,144,1330,,Fitbit
U_DZP6LFEWVZNV,2024/02/18 00:00,,2.92,12,1,139,1334,1869.0,Fitbit
,2024-02-19,3526,2.52,6,0,64,1342,1969.0,Fitbit
U_DZP6LFEWVZNV,2024-02-20,3586,2.56,32,24,,1273,2216.0,Fitbit
U_DZP6LFEWVZNV,02/21/2024,7608,5.43,58,4,162,,1799.0,Fitbit
U_DZP6LFEWVZNV,2024/02/22 00:00,5871,4.19,46,13,,1335,2218.0,Fitbit
U_DZP6LFEWVZNV,23-Feb-2024,5670,4.05,47,3,,1290,2090.0,Fitbit
U_DZP6LFEWVZNV,02/24/2024,3217,2.3,0,26,53,1342,1662.0,Fitbit
U_DZP6LFEWVZNV,2024-02-25,3327,2.38,,27,,1330,2309.0,Fitbit
U_DZP6LFEWVZNV,02/26/2024,3007,2.15,0,0,29,1381,1760.0,Fitbit
U_DZP6LFEWVZNV,02/27/2024,4573,3.27,7,19,,1296,1592.0,Fitbit
U_DZP6LFEWVZNV,2024/02/29 00:00,4620,3.3,20,6,27,1349,1910.0,Fitbit
U_DZP6LFEWVZNV,2024-03-01,7028,5.02,50,23,132,1332,2690.0,Fitbit
U_DZP6LFEWVZNV,2024-03-02,3484,2.49,,27,,1301,2176.0,Fitbit
U_DZP6LFEWVZNV,03-Mar-2024,1748,1.25,10,36,73,1420,2308.0,Fitbit
U_DZP6LFEWVZNV,03/04/2024,5672,4.05,26,9,21,1375,2866.0,Fitbit
U_DZP6LFEWVZNV,2024-03-05,6260,4.47,33,29,188,1243,2248.0,Fitbit
U_DZP6LFEWVZNV,06-Mar-2024,4816,3.44,,25,95,,1923.0,Fitbit
,03/07/2024,4122,2.94,17,25,87,1288,2239.0,Fitbit
U_DZP6LFEWVZNV,03/08/2024,5289,3.78,19,32,44,1386,1985.0,Fitbit
U_DZP6LFEWVZNV,09-Mar-2024,3715,,22,16,,1327,2294.0,Fitbit
U_DZP6LFEWVZNV,03/10/2024,4114,2.94,,5,219,1401,,Fitbit
U_DZP6LFEWVZNV,2024/03/11 00:00,5133,3.67,3,,158,1240,2056.0,Fitbit
U_DZP6LFEWVZNV,12-Mar-2024,5480,3.91,47,29,98,1355,2671.0,Fitbit
U_DZP6LFEWVZNV,2024/03/13 00:00,6281,,42,1,134,1340,2117.0,Fitbit
U_DZP6LFEWVZNV,14-Mar-2024,4076,2.91,0,21,116,1385,2131.0,Fitbit
U_DZP6LFEWVZNV,2024/03/15 00:00,4802,3.43,26,8,98,1235,1911.0,Fitbit
U_DZP6LFEWVZNV,16-Mar-2024,2682,1.92,0,9,178,1409,2252.0,Fitbit
U_DZP6LFEWVZNV,17-Mar-2024,2744,1.96,0,10,95,1411,2109.0,Fitbit
,2024/03/18 00:00,3311,2.37,6,10,191,1415,2101.0,Fitbit
,2024-03-19,4701,3.36,21,40,33,,2373.0,Fitbit
U_DZP6LFEWVZNV,2024-03-20,4828,3.45,34,,,1253,2007.0,Fitbit
U_DZP6LFEWVZNV,03/21/2024,3549,2.54,8,19,89,1275,2153.0,Fitbit
U_DZP6LFEWVZNV,22-Mar-2024,6072,4.34,22,14,88,1250,1904.0,Fitbit
U_DZP6LFEWVZNV,23-Mar-2024,2612,1.87,,36,104,1314,1988.0,Fitbit
U_DZP6LFEWVZNV,24-Mar-2024,1486,1.06,,2,17,1278,1525.0,Fitbit
U_DZP6LFEWVZNV,2024-03-25,6353,4.54,40,33,98,1204,2395.0,Fitbit
U_DZP6LFEWVZNV,2024/03/26 00:00,4047,2.89,28,29,111,1379,1869.0,Fitbit
U_DZP6LFEWVZNV,2024-03-27,5229,3.73,23,38,,1220,2152.0,Fitbit
U_DZP6LFEWVZNV,2024-04-05,5443,3.89,37,26,88,1219,2381.0,Fitbit
,2024-04-06,2850,2.04,37,7,135,1233,1847.0,Fitbit
U_DZP6LFEWVZNV,07-Apr-2024,3268,2.33,0,1,179,1381,1505.0,Fitbit
U_DZP6LFEWVZNV,2024/04/08 00:00,3563,2.54,13,29,183,1262,1865.0,Fitbit
U_DZP6LFEWVZNV,2024/04/09 00:00,7411,,40,29,66,1318,,Fitbit
U_DZP6LFEWVZNV,2024/04/10 00:00,5661,4.04,24,12,68,1371,1919.0,Fitbit
U_DZP6LFEWVZNV,2024/04/11 00:00,6578,4.7,,37,73,1233,2070.0,Fitbit
U_DZP6LFEWVZNV,2024/04/12 00:00,8157,5.83,56,19,146,1359,2340.0,Fitbit
U_DZP6LFEWVZNV,2024/04/13 00:00,1172,0.84,6,27,71,1251,1843.0,Fitbit
U_DZP6LFEWVZNV,04/14/2024,5076,3.63,18,32,,,2288.0,Fitbit
U_DZP6LFEWVZNV,15-Apr-2024,6292,4.49,42,,,1315,1741.0,Fitbit
U_DZP6LFEWVZNV,2024/04/16 00:00,7178,5.13,10,23,213,1226,1772.0,Fitbit
U_DZP6LFEWVZNV,2024-04-18,4652,3.32,5,34,147,1354,2077.0,Fitbit
U_DZP6LFEWVZNV,2024-04-19,4896,3.5,6,24,64,1319,2000.0,Fitbit
U_DZP6LFEWVZNV,2024/04/20 00:00,4170,2.98,0,33,162,1392,2233.0,Fitbit
U_DZP6LFEWVZNV,04/21/2024,1376,,12,,49,1260,1933.0,Fitbit
U_DZP6LFEWVZNV,2024/04/22 00:00,7051,5.04,56,8,124,1377,,Fitbit
U_DZP6LFEWVZNV,23-Apr-2024,7349,5.25,41,3,5,1296,2390.0,Fitbit
U_DZP6LFEWVZNV,2024-04-24,3230,2.31,0,,159,1417,1960.0,Fitbit
U_DZP6LFEWVZNV,04/25/2024,5940,4.24,42,7,151,,2147.0,Fitbit
U_DZP6LFEWVZNV,2024-04-26,6731,4.81,11,3,145,,2444.0,Fitbit
,04/27/2024,3253,2.32,24,11,211,1363,1851.0,Fitbit
U_DZP6LFEWVZNV,04/28/2024,3574,2.55,20,29,14,1393,1900.0,Fitbit
U_DZP6LFEWVZNV,2024/04/29 00:00,6169,4.41,0,34,190,1324,1655.0,Fitbit
U_DZP6LFEWVZNV,2024-04-30,6767,4.83,21,21,92,1367,2426.0,Fitbit
U_DZP6LFEWVZNV,2024/05/01 00:00,7709,5.51,17,40,62,1360,2502.0,Fitbit
U_DZP6LFEWVZNV,02-May-2024,3722,2.66,15,3,109,1343,1691.0,Fitbit
U_DZP6LFEWVZNV,05/03/2024,7352,5.25,19,39,43,,2249.0,Fitbit
U_DZP6LFEWVZNV,2024-05-04,4843,3.46,42,29,,1244,2381.0,Fitbit
U_DZP6LFEWVZNV,05-May-2024,5036,3.6,22,38,74,,2275.0,Fitbit
U_DZP6LFEWVZNV,2024-05-06,5726,4.09,44,23,102,1382,2107.0,Fitbit
U_DZP6LFEWVZNV,2024-05-07,5144,3.67,40,37,60,1350,1776.0,Fitbit
U_DZP6LFEWVZNV,05/08/2024,4424,3.16,8,16,,1376,2118.0,Fitbit
U_DZP6LFEWVZNV,09-May-2024,7190,,69,,186,1211,2268.0,Fitbit
U_DZP6LFEWVZNV,05/10/2024,7441,,36,26,190,1388,2245.0,Fitbit
U_DZP6LFEWVZNV,11-May-2024,4375,3.12,0,11,184,1231,1555.0,Fitbit
U_DZP6LFEWVZNV,2024/05/12 00:00,5642,4.03,,,208,,2069.0,Fitbit
U_DZP6LFEWVZNV,2024/05/13 00:00,4937,3.53,8,25,,1233,1807.0,Fitbit
U_DZP6LFEWVZNV,2024/05/14 00:00,3832,2.74,18,10,138,1285,2339.0,Fitbit
U_DZP6LFEWVZNV,15-May-2024,6497,4.64,43,40,181,,2248.0,Fitbit
U_DZP6LFEWVZNV,05/16/2024,3789,2.71,27,29,139,1393,2079.0,Fitbit
U_DZP6LFEWVZNV,2024-05-17,5712,4.08,25,15,172,,2197.0,Fitbit
U_DZP6LFEWVZNV,18-May-2024,,3.01,31,30,98,1239,2068.0,Fitbit
U_DZP6LFEWVZNV,2024-05-19,4372,3.12,35,40,0,1335,2408.0,Fitbit
U_DZP6LFEWVZNV,2024/05/20 00:00,3343,2.39,0,25,9,1333,2052.0,Fitbit
U_DZP6LFEWVZNV,21-May-2024,7291,5.21,33,32,25,1224,2633.0,Fitbit
U_DZP6LFEWVZNV,2024-05-22,7038,5.03,29,,220,1239,2033.0,Fitbit
U_DZP6LFEWVZNV,05/23/2024,4139,,24,40,213,1310,2169.0,Fitbit
,2024-05-25,3238,2.31,0,13,5,1254,2544.0,Fitbit
U_DZP6LFEWVZNV,26-May-2024,4074,2.91,28,27,156,1299,2067.0,Fitbit
,2024-05-27,5342,3.82,34,4,205,1313,1789.0,Fitbit
U_DZP6LFEWVZNV,2024-05-28,6629,4.74,45,36,152,1230,1988.0,Fitbit
U_DZP6LFEWVZNV,29-May-2024,3767,2.69,7,3,28,,2168.0,Fitbit
U_DZP6LFEWVZNV,30-May-2024,2888,2.06,7,36,210,1382,2230.0,Fitbit
U_DZP6LFEWVZNV,2024/05/31 00:00,5170,3.69,0,4,37,1246,2037.0,Fitbit
U_DZP6LFEWVZNV,2024/06/01 00:00,3295,2.35,29,19,98,1363,1966.0,Fitbit
U_DZP6LFEWVZNV,2024-06-02,3921,2.8,24,11,78,,2404.0,Fitbit
U_DZP6LFEWVZNV,2024/06/03 00:00,2512,1.79,0,30,90,1385,1534.0,Fitbit
U_DZP6LFEWVZNV,06/04/2024,,3.85,29,33,,1332,1995.0,Fitbit
,2024-06-05,5222,3.73,33,22,195,1335,1801.0,Fitbit
U_DZP6LFEWVZNV,06/06/2024,6662,,35,36,32,1239,1776.0,Fitbit
U_DZP6LFEWVZNV,06/07/2024,5356,3.83,23,1,150,1382,2096.0,Fitbit
U_DZP6LFEWVZNV,08-Jun-2024,3833,2.74,24,21,,,1551.0,Fitbit
U_DZP6LFEWVZNV,09-Jun-2024,1402,1.0,0,24,128,,1667.0,Fitbit
U_DZP6LFEWVZNV,10-Jun-2024,6018,,51,,156,,2173.0,Fitbit
U_DZP6LFEWVZNV,2024-06-11,6745,4.82,42,15,120,1275,2365.0,Fitbit
U_DZP6LFEWVZNV,2024/06/12 00:00,6118,4.37,37,5,106,1358,2117.0,Fitbit
U_DZP6LFEWVZNV,2024/06/13 00:00,3232,2.31,,10,47,1312,2206.0,Fitbit
U_DZP6LFEWVZNV,2024-06-14,4939,3.53,3,,198,,2064.0,Fitbit
U_DZP6LFEWVZNV,06/15/2024,547,,0,,184,1340,2123.0,Fitbit
U_DZP6LFEWVZNV,2024-06-16,4693,3.35,2,11,96,1342,2259.0,Fitbit
U_DZP6LFEWVZNV,17-Jun-2024,6030,4.31,30,,24,1246,2370.0,Fitbit
U_DZP6LFEWVZNV,06/18/2024,7045,5.03,50,32,98,1252,2059.0,Fitbit
U_DZP6LFEWVZNV,2024-06-19,5906,4.22,28,34,169,1344,2359.0,Fitbit
U_DZP6LFEWVZNV,2024-06-20,6459,4.61,26,36,143,1381,2253.0,Fitbit
U_DZP6LFEWVZNV,06/21/2024,3805,2.72,25,38,91,1397,1737.0,Fitbit
U_DZP6LFEWVZNV,2024-06-22,2432,1.74,7,39,148,1247,1579.0,Fitbit
U_DZP6LFEWVZNV,2024/06/23 00:00,5444,3.89,52,13,,1329,1877.0,Fitbit
U_DZP6LFEWVZNV,2024/06/24 00:00,3497,2.5,33,19,69,1363,1857.0,Fitbit
,25-Jun-2024,6952,4.97,59,2,47,1361,2562.0,Fitbit
U_DZP6LFEWVZNV,2024-06-26,3945,2.82,4,12,119,,1936.0,Fitbit
U_DZP6LFEWVZNV,2024-06-27,4999,,32,18,157,1209,1725.0,Fitbit
U_DZP6LFEWVZNV,2024-06-28,3359,2.4,35,27,156,1361,2023.0,Fitbit
U_DZP6LFEWVZNV,06/29/2024,3248,2.32,18,19,34,1299,1998.0,Fitbit
U_DZP6LFEWVZNV,2024-06-30,5538,3.96,39,4,6,1268,2009.0,Fitbit
U_DZP6LFEWVZNV,2024-07-01,4439,,6,38,51,1280,2284.0,Fitbit
U_DZP6LFEWVZNV,2024-07-02,4608,3.29,33,0,34,1331,1767.0,Fitbit
U_DZP6LFEWVZNV,03-Jul-2024,4805,3.43,34,20,104,1350,2418.0,Fitbit
U_DZP6LFEWVZNV,07/04/2024,4968,3.55,11,23,16,,,Fitbit
U_DZP6LFEWVZNV,2024-07-05,4273,3.05,3,,32,1397,1946.0,Fitbit
U_DZP6LFEWVZNV,2024/07/06 00:00,4329,3.09,32,0,7,,,Fitbit
,2024/07/07 00:00,2514,1.8,,3,219,1358,1823.0,Fitbit
U_DZP6LFEWVZNV,08-Jul-2024,4645,3.32,17,33,77,1271,2099.0,Fitbit
U_DZP6LFEWVZNV,2024/07/09 00:00,5872,4.19,35,29,98,1352,2083.0,Fitbit
U_DZP6LFEWVZNV,07/10/2024,4849,3.46,23,3,172,1317,2121.0,Fitbit
U_DZP6LFEWVZNV,2024-07-11,5237,3.74,9,19,112,1232,2623.0,Fitbit
U_DZP6LFEWVZNV,2024/07/12 00:00,7595,5.42,30,26,12,1344,1882.0,Fitbit
U_DZP6LFEWVZNV,07/13/2024,3862,2.76,24,25,100,,1648.0,Fitbit
U_DZP6LFEWVZNV,2024/07/14 00:00,3009,2.15,0,16,142,1418,1898.0,Fitbit
U_DZP6LFEWVZNV,07/15/2024,7457,5.33,44,3,155,1278,,Fitbit
,2024-07-16,6295,4.5,,19,46,1232,2260.0,Fitbit
U_DZP6LFEWVZNV,2024/07/17 00:00,7401,5.29,27,,220,1338,2440.0,Fitbit
U_DZP6LFEWVZNV,2024-07-18,5667,4.05,53,33,91,1262,2098.0,Fitbit
U_DZP6LFEWVZNV,2024/07/19 00:00,7057,5.04,41,19,200,1242,2148.0,Fitbit
U_DZP6LFEWVZNV,2024-07-20,4273,3.05,31,0,5,1345,1719.0,Fitbit
U_DZP6LFEWVZNV,2024/07/21 00:00,1798,1.28,20,,14,1244,1922.0,Fitbit
U_DZP6LFEWVZNV,2024/07/29 00:00,5658,4.04,,34,54,,1784.0,Fitbit
U_DZP6LFEWVZNV,2024-07-30,5629,4.02,47,,146,1336,1751.0,Fitbit
U_DZP6LFEWVZNV,07/31/2024,3597,2.57,0,,91,1271,1585.0,Fitbit
U_DZP6LFEWVZNV,2024-08-01,6933,4.95,20,7,217,1294,1795.0,Fitbit
U_DZP6LFEWVZNV,02-Aug-2024,6036,4.31,39,17,135,1243,1880.0,Fitbit
U_DZP6LFEWVZNV,03-Aug-2024,3252,2.32,0,8,207,1385,1818.0,Fitbit
U_DZP6LFEWVZNV,08/04/2024,1857,1.33,30,10,176,1259,2211.0,Fitbit
U_DZP6LFEWVZNV,2024-08-05,7021,5.01,42,6,104,1261,2077.0,Fitbit
U_DZP6LFEWVZNV,2024/08/06 00:00,7413,5.29,,6,188,1291,1953.0,Fitbit
U_DZP6LFEWVZNV,2024-08-07,7183,5.13,30,27,8,,2004.0,Fitbit
U_DZP6LFEWVZNV,08-Aug-2024,4588,3.28,23,24,114,1283,2201.0,Fitbit
U_DZP6LFEWVZNV,09-Aug-2024,7145,,44,,112,1230,1601.0,Fitbit
U_DZP6LFEWVZNV,2024/08/10 00:00,4518,3.23,23,39,87,1276,1986.0,Fitbit
U_DZP6LFEWVZNV,2024-08-11,4060,,31,0,17,1337,1629.0,Fitbit
U_DZP6LFEWVZNV,12-Aug-2024,5950,4.25,40,25,145,1367,2010.0,Fitbit
U_DZP6LFEWVZNV,08/13/2024,4980,3.56,30,31,23,1380,1774.0,Fitbit
U_DZP6LFEWVZNV,08/14/2024,5074,3.62,21,,155,1356,2315.0,Fitbit
U_DZP6LFEWVZNV,08/15/2024,6471,4.62,,2,,,1704.0,Fitbit
U_DZP6LFEWVZNV,16-Aug-2024,2412,1.72,,22,95,1384,1947.0,Fitbit
U_DZP6LFEWVZNV,2024/08/17 00:00,2826,2.02,13,28,137,,2028.0,Fitbit
U_DZP6LFEWVZNV,08/18/2024,4955,3.54,1,6,7,1245,1796.0,Fitbit
U_DZP6LFEWVZNV,19-Aug-2024,4683,3.35,9,11,173,1243,1878.0,Fitbit
U_DZP6LFEWVZNV,08/20/2024,4752,3.39,22,6,13,1304,1783.0,Fitbit
U_DZP6LFEWVZNV,08/21/2024,4037,2.88,,22,115,1304,1936.0,Fitbit
U_DZP6LFEWVZNV,2024/08/22 00:00,5873,4.2,32,,81,1250,2186.0,Fitbit
U_DZP6LFEWVZNV,23-Aug-2024,6209,4.43,31,10,79,1337,1986.0,Fitbit
U_DZP6LFEWVZNV,24-Aug-2024,4654,3.32,5,33,183,1321,2264.0,Fitbit
U_DZP6LFEWVZNV,25-Aug-2024,1968,1.41,0,2,,1402,1768.0,Fitbit
U_DZP6LFEWVZNV,2024-08-26,7963,5.69,46,23,104,1191,2212.0,Fitbit
U_DZP6LFEWVZNV,08/27/2024,4504,3.22,35,0,42,1287,1964.0,Fitbit
U_DZP6LFEWVZNV,28-Aug-2024,5963,4.26,45,,,1380,2315.0,Fitbit
U_DZP6LFEWVZNV,2024-08-29,6206,4.43,,10,138,1355,1632.0,Fitbit
U_DZP6LFEWVZNV,2024/08/30 00:00,5605,4.0,31,3,46,,2296.0,Fitbit
U_DZP6LFEWVZNV,02-Sep-2024,5194,3.71,16,9,38,,2212.0,Fitbit
U_DZP6LFEWVZNV,2024-09-03,5261,3.76,9,,,1290,1977.0,Fitbit
U_DZP6LFEWVZNV,04-Sep-2024,3702,,,28,,1257,1950.0,Fitbit
U_DZP6LFEWVZNV,2024-09-05,5717,4.08,36,1,170,,2278.0,Fitbit
U_DZP6LFEWVZNV,06-Sep-2024,7204,5.15,36,25,203,1214,2672.0,Fitbit
U_DZP6LFEWVZNV,07-Sep-2024,2357,,0,11,,1299,2048.0,Fitbit
U_DZP6LFEWVZNV,09/08/2024,1326,0.95,16,12,,1306,1923.0,Fitbit
U_DZP6LFEWVZNV,10-Sep-2024,6757,4.83,36,35,192,1380,2112.0,Fitbit
U_DZP6LFEWVZNV,09/11/2024,6905,4.93,31,18,188,1335,1926.0,Fitbit
U_DZP6LFEWVZNV,13-Sep-2024,2738,1.96,15,,99,1335,1703.0,Fitbit
U_DZP6LFEWVZNV,2024/09/14 00:00,3242,2.32,0,36,6,1298,2357.0,Fitbit
U_DZP6LFEWVZNV,09/15/2024,2774,1.98,15,20,,1261,2248.0,Fitbit
U_DZP6LFEWVZNV,16-Sep-2024,5477,3.91,26,20,5,1386,1789.0,Fitbit
U_DZP6LFEWVZNV,17-Sep-2024,4698,3.36,,17,98,1293,2020.0,Fitbit
U_DZP6LFEWVZNV,2024-09-18,4389,3.13,17,34,159,1292,2233.0,Fitbit
U_DZP6LFEWVZNV,19-Sep-2024,7473,5.34,50,,213,1324,2455.0,Fitbit
U_DZP6LFEWVZNV,2024/09/20 00:00,5193,,17,5,54,1362,1786.0,Fitbit
U_DZP6LFEWVZNV,09/21/2024,1703,1.22,0,16,40,1256,1719.0,Fitbit
U_DZP6LFEWVZNV,2024-09-22,4017,,11,35,203,1394,2115.0,Fitbit
U_DZP6LFEWVZNV,23-Sep-2024,5380,3.84,6,27,172,,1929.0,Fitbit
U_DZP6LFEWVZNV,24-Sep-2024,5646,4.03,33,16,,1391,,Fitbit
U_DZP6LFEWVZNV,2024-09-25,5199,3.71,19,2,19,1267,1996.0,Fitbit
U_DZP6LFEWVZNV,26-Sep-2024,3751,,26,22,,1328,2037.0,Fitbit
U_DZP6LFEWVZNV,2024-09-27,8590,6.14,72,15,199,1217,2220.0,Fitbit
U_DZP6LFEWVZNV,09/28/2024,5384,3.85,11,15,207,1352,1921.0,Fitbit
U_DZP6LFEWVZNV,2024-09-29,2886,,0,24,200,1418,1853.0,Fitbit
U_DZP6LFEWVZNV,30-Sep-2024,,,25,3,32,1218,2328.0,Fitbit
U_DZP6LFEWVZNV,2024-10-01,6548,4.68,22,19,145,1346,2022.0,Fitbit
U_DZP6LFEWVZNV,2024/10/02 00:00,5804,4.15,32,13,28,1265,2256.0,Fitbit
U_DZP6LFEWVZNV,2024-10-03,,2.67,,36,152,,1970.0,Fitbit
U_DZP6LFEWVZNV,10/04/2024,4128,2.95,0,7,196,1302,2658.0,Fitbit
U_DZP6LFEWVZNV,05-Oct-2024,5466,3.9,33,33,64,1347,2291.0,Fitbit
U_DZP6LFEWVZNV,10/06/2024,2909,2.08,16,19,201,1251,1787.0,Fitbit
U_DZP6LFEWVZNV,2024/10/07 00:00,3761,2.69,34,1,194,1381,2290.0,Fitbit
U_DZP6LFEWVZNV,10/08/2024,4302,3.07,36,2,167,1236,2171.0,Fitbit
U_DZP6LFEWVZNV,2024/10/12 00:00,5236,3.74,5,29,171,1283,1956.0,Fitbit
U_DZP6LFEWVZNV,2024-10-13,3620,2.59,0,10,34,,1915.0,Fitbit
U_DZP6LFEWVZNV,2024-10-14,6274,,,35,,1369,1397.0,Fitbit
U_DZP6LFEWVZNV,2024/10/16 00:00,4252,,25,19,,1298,2327.0,Fitbit
U_DZP6LFEWVZNV,2024/10/17 00:00,6809,4.86,31,14,163,1379,2303.0,Fitbit
U_DZP6LFEWVZNV,10/18/2024,2302,1.64,,38,126,1333,2092.0,Fitbit
U_DZP6LFEWVZNV,10/19/2024,2708,1.93,0,35,138,1375,1953.0,Fitbit
U_DZP6LFEWVZNV,20-Oct-2024,3272,2.34,,,26,1328,1649.0,Fitbit
U_DZP6LFEWVZNV,2024/10/21 00:00,5723,4.09,25,2,2,1243,1759.0,Fitbit
U_DZP6LFEWVZNV,2024-10-22,6455,4.61,23,6,0,,2277.0,Fitbit
U_DZP6LFEWVZNV,2024/10/23 00:00,3787,2.71,0,19,29,1339,,Fitbit
U_DZP6LFEWVZNV,2024-10-24,3733,2.67,37,39,159,1337,2363.0,Fitbit
U_DZP6LFEWVZNV,25-Oct-2024,6802,4.86,32,32,69,1338,2640.0,Fitbit
