user,type,startDate,endDate,value,unit,sourceName,device,metadata
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-02-11T00:00:00,2024-02-12T00:00:00,71.4,kcal,iPhone,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-02-12T00:00:00,2024-02-13T00:00:00,462.0,kcal,Health,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-02-13 00:00:00 ,2024-02-14T00:00:00,2332.8,hour,iPhone,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-02-14 00:00:00 ,2024-02-15T00:00:00,2337.9,,Apple Watch,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-15 00:00:00 ,2024-02-16T00:00:00,,hour,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-02-16T00:00:00,2024-02-17T00:00:00,10682,hour,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-02-17T00:00:00,2024-02-18T00:00:00,2730.7,Cal,,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-02-18 00:00:00 ,2024-02-19T00:00:00,2075.0,min,Health,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-19 00:00:00 ,2024-02-20T00:00:00,11976,bpm,Apple Watch,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-20 00:00:00 ,2024-02-21T00:00:00,2035.5,hour,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-02-21T00:00:00,2024-02-22T00:00:00,2401.6,kcal,iPhone,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-02-22T00:00:00,2024-02-23T00:00:00,2443.3,,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-02-23T00:00:00,2024-02-24T00:00:00,11798,bpm,,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-02-24 00:00:00 ,2024-02-25T00:00:00,2402.8,hour,,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-02-25 00:00:00 ,2024-02-26T00:00:00,2262.6,,,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-02-26 00:00:00 ,2024-02-27T00:00:00,2669.3,min,iPhone,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-02-27T00:00:00,2024-02-28T00:00:00,13652,min,Health,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-02-28T00:00:00,2024-02-29T00:00:00,13249,,,,
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-02-29 00:00:00 ,2024-03-01T00:00:00,2603.7,hour,,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-01 00:00:00 ,2024-03-02T00:00:00,11358,count,Health,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-02 00:00:00 ,2024-03-03T00:00:00,71.0,min,Health,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-03-03T00:00:00,2024-03-04T00:00:00,2483.4,hour,Apple Watch,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-04T00:00:00,2024-03-05T00:00:00,2765.6,kcal,Apple Watch,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-05 00:00:00 ,2024-03-06T00:00:00,13259,Cal,,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-06T00:00:00,2024-03-07T00:00:00,,min,,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-07T00:00:00,2024-03-08T00:00:00,438.0,bpm,Apple Watch,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-03-08 00:00:00 ,2024-03-09T00:00:00,2419.6,kcal,,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-09 00:00:00 ,2024-03-10T00:00:00,440.0,min,Apple Watch,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-03-10T00:00:00,2024-03-11T00:00:00,66.5,kcal,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-11T00:00:00,2024-03-12T00:00:00,2332.5,hour,Health,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-12 00:00:00 ,2024-03-13T00:00:00,8558,min,,,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-03-13T00:00:00,2024-03-14T00:00:00,9431,count,,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-14 00:00:00 ,2024-03-15T00:00:00,469.0,Cal,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-15 00:00:00 ,2024-03-16T00:00:00,14511,Cal,Apple Watch,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-16T00:00:00,2024-03-17T00:00:00,,bpm,Health,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-17T00:00:00,2024-03-18T00:00:00,8099,bpm,,,
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-03-18T00:00:00,2024-03-19T00:00:00,10992,Cal,,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-19T00:00:00,2024-03-20T00:00:00,2284.0,,,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-20T00:00:00,2024-03-21T00:00:00,13651,,iPhone,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-21T00:00:00,2024-03-22T00:00:00,9971,Cal,iPhone,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-03-22 00:00:00 ,2024-03-23T00:00:00,2236.0,,Health,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-03-23T00:00:00,2024-03-24T00:00:00,11615,min,Health,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-26 00:00:00 ,2024-03-27T00:00:00,2489.0,Cal,Health,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-03-27T00:00:00,2024-03-28T00:00:00,1646.2,bpm,Health,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-28T00:00:00,2024-03-29T00:00:00,9062,,,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-03-29T00:00:00,2024-03-30T00:00:00,2204.1,count,,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-03-30T00:00:00,2024-03-31T00:00:00,2261.4,count,iPhone,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-03-31 00:00:00 ,2024-04-01T00:00:00,2284.2,hour,Health,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-01T00:00:00,2024-04-02T00:00:00,12445,kcal,Apple Watch,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-02T00:00:00,2024-04-03T00:00:00,2726.9,kcal,Apple Watch,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-03T00:00:00,2024-04-04T00:00:00,2217.7,hour,,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-04 00:00:00 ,2024-04-05T00:00:00,11381,min,Apple Watch,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-05T00:00:00,2024-04-06T00:00:00,2189.5,hour,Apple Watch,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-06T00:00:00,2024-04-07T00:00:00,2222.3,kcal,Apple Watch,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-04-07T00:00:00,2024-04-08T00:00:00,8702,kcal,iPhone,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-08 00:00:00 ,2024-04-09T00:00:00,12052,Cal,Health,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-09T00:00:00,2024-04-10T00:00:00,11186,min,iPhone,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-10T00:00:00,2024-04-11T00:00:00,2983.1,min,Apple Watch,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-04-11T00:00:00,2024-04-12T00:00:00,9240,count,Apple Watch,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-12 00:00:00 ,2024-04-13T00:00:00,2237.0,bpm,Apple Watch,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-13T00:00:00,2024-04-14T00:00:00,7060,kcal,iPhone,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-14T00:00:00,2024-04-15T00:00:00,2717.6,bpm,,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-15T00:00:00,2024-04-16T00:00:00,2219.6,hour,iPhone,,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-04-16T00:00:00,2024-04-17T00:00:00,77.1,count,Apple Watch,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-17T00:00:00,2024-04-18T00:00:00,10457,bpm,Apple Watch,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-18 00:00:00 ,2024-04-19T00:00:00,11667,count,iPhone,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-19 00:00:00 ,2024-04-20T00:00:00,2727.8,,Health,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-20T00:00:00,2024-04-21T00:00:00,9482,min,,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-21 00:00:00 ,2024-04-22T00:00:00,2155.9,Cal,Health,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-22 00:00:00 ,2024-04-23T00:00:00,63.4,hour,Health,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-23T00:00:00,2024-04-24T00:00:00,12443,bpm,iPhone,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-24T00:00:00,2024-04-25T00:00:00,2081.4,hour,,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-25T00:00:00,2024-04-26T00:00:00,11694,kcal,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-04-26T00:00:00,2024-04-27T00:00:00,2952.4,count,iPhone,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-04-27T00:00:00,2024-04-28T00:00:00,8864,,iPhone,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-04-28 00:00:00 ,2024-04-29T00:00:00,,Cal,Apple Watch,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-04-29T00:00:00,2024-04-30T00:00:00,80.1,Cal,iPhone,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-04-30T00:00:00,2024-05-01T00:00:00,11818,bpm,Apple Watch,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-01T00:00:00,2024-05-02T00:00:00,11614,bpm,Health,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-02T00:00:00,2024-05-03T00:00:00,11530,min,,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-03T00:00:00,2024-05-04T00:00:00,69.9,hour,Apple Watch,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-04T00:00:00,2024-05-05T00:00:00,9773,hour,,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-05-05 00:00:00 ,2024-05-06T00:00:00,9401,hour,Health,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-06 00:00:00 ,2024-05-07T00:00:00,2812.5,Cal,Apple Watch,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-07T00:00:00,2024-05-08T00:00:00,2763.5,hour,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-08T00:00:00,2024-05-09T00:00:00,12355,hour,,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-09 00:00:00 ,2024-05-10T00:00:00,2660.6,bpm,Health,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-10T00:00:00,2024-05-11T00:00:00,11519,Cal,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-11T00:00:00,2024-05-12T00:00:00,2049.4,count,Health,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-12 00:00:00 ,2024-05-13T00:00:00,2119.6,,Health,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-14T00:00:00,2024-05-15T00:00:00,12996,hour,Health,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-15 00:00:00 ,2024-05-16T00:00:00,2322.4,bpm,,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-16 00:00:00 ,2024-05-17T00:00:00,2696.6,bpm,iPhone,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-18 00:00:00 ,2024-05-19T00:00:00,61.9,min,,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-19 00:00:00 ,2024-05-20T00:00:00,9500,Cal,iPhone,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-20 00:00:00 ,2024-05-21T00:00:00,2121.6,,Apple Watch,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-21T00:00:00,2024-05-22T00:00:00,14921,bpm,Health,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-05-22T00:00:00,2024-05-23T00:00:00,11481,Cal,iPhone,,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-05-23 00:00:00 ,2024-05-24T00:00:00,8866,kcal,Health,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-24 00:00:00 ,2024-05-25T00:00:00,,,Apple Watch,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-25T00:00:00,2024-05-26T00:00:00,2299.9,count,Apple Watch,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-26T00:00:00,2024-05-27T00:00:00,7646,count,,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-26T00:00:00,2024-05-27T00:00:00,7646,count,,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-05-27 00:00:00 ,2024-05-28T00:00:00,12317,count,Health,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-05-28T00:00:00,2024-05-29T00:00:00,2153.6,min,Health,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-29 00:00:00 ,2024-05-30T00:00:00,14479,kcal,,Apple Watch Ultra,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-05-30 00:00:00 ,2024-05-31T00:00:00,10017,kcal,iPhone,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-05-31T00:00:00,2024-06-01T00:00:00,13165,bpm,Health,,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-06-01T00:00:00,2024-06-02T00:00:00,10163,count,iPhone,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-02 00:00:00 ,2024-06-03T00:00:00,1839.5,min,,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-03T00:00:00,2024-06-04T00:00:00,,Cal,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-04T00:00:00,2024-06-05T00:00:00,12389,min,,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-05T00:00:00,2024-06-06T00:00:00,2729.1,kcal,iPhone,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-06T00:00:00,2024-06-07T00:00:00,13005,count,,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-07 00:00:00 ,2024-06-08T00:00:00,76.6,hour,Health,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-08T00:00:00,2024-06-09T00:00:00,384.0,bpm,iPhone,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-06-09T00:00:00,2024-06-10T00:00:00,78.3,hour,,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-10 00:00:00 ,2024-06-11T00:00:00,12068,count,Apple Watch,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-11T00:00:00,2024-06-12T00:00:00,74.7,min,Apple Watch,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-12 00:00:00 ,2024-06-13T00:00:00,2396.8,bpm,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-06-13T00:00:00,2024-06-14T00:00:00,10494,min,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-14 00:00:00 ,2024-06-15T00:00:00,2612.3,count,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-15T00:00:00,2024-06-16T00:00:00,68.1,hour,iPhone,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-16T00:00:00,2024-06-17T00:00:00,2508.4,min,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-17T00:00:00,2024-06-18T00:00:00,7921,bpm,iPhone,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-18T00:00:00,2024-06-19T00:00:00,2240.4,kcal,,Apple Watch Series 8,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-20T00:00:00,2024-06-21T00:00:00,2291.2,,Health,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-21T00:00:00,2024-06-22T00:00:00,69.3,count,,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-22T00:00:00,2024-06-23T00:00:00,,Cal,Apple Watch,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-23T00:00:00,2024-06-24T00:00:00,73.8,count,Apple Watch,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-24T00:00:00,2024-06-25T00:00:00,415.0,min,,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-06-25 00:00:00 ,2024-06-26T00:00:00,2073.3,hour,,Apple Watch Ultra,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-26T00:00:00,2024-06-27T00:00:00,2227.9,count,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-06-27T00:00:00,2024-06-28T00:00:00,2322.8,Cal,,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-06-28 00:00:00 ,2024-06-29T00:00:00,2138.0,min,,Apple Watch Series 8,
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-06-29T00:00:00,2024-06-30T00:00:00,1898.6,count,iPhone,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-06-30 00:00:00 ,2024-07-01T00:00:00,10717,bpm,Apple Watch,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-07-01 00:00:00 ,2024-07-02T00:00:00,2193.2,min,Health,,{workout:run}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-07-02T00:00:00,2024-07-03T00:00:00,69.3,min,Apple Watch,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-07-03T00:00:00,2024-07-04T00:00:00,2553.2,count,Health,,"{alg:v2,confidence:0.8}"
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-07-04T00:00:00,2024-07-05T00:00:00,2645.7,kcal,,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-07-05T00:00:00,2024-07-06T00:00:00,10935,hour,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-07-06T00:00:00,2024-07-07T00:00:00,9604,bpm,Apple Watch,,
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-07-07T00:00:00,2024-07-08T00:00:00,,count,,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-07-08 00:00:00 ,2024-07-09T00:00:00,11366,kcal,Health,,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierActiveEnergyBurned,2024-07-09 00:00:00 ,2024-07-10T00:00:00,2895.0,count,,,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-07-10T00:00:00,2024-07-11T00:00:00,2283.5,Cal,Health,Apple Watch Series 8,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKCategoryTypeIdentifierSleepAnalysis,2024-07-11 00:00:00 ,2024-07-12T00:00:00,,Cal,,Apple Watch Ultra,{workout:run}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierStepCount,2024-07-12 00:00:00 ,2024-07-13T00:00:00,2550.0,min,,Apple Watch Ultra,{tz:America/Los_Angeles}
U_0CV3TLCXLVPY,HKQuantityTypeIdentifierRestingHeartRate,2024-07-13T00:00:00,2024-07-14T00:00:00,2669.5,count,Apple Watch,Apple Watch Series 8,"{alg:v2,confidence:0.8}"
