UserId,date,total_sleep_duration,deep_sleep_duration,rem_sleep_duration,restless,readiness_score,temperature_deviation,bedtime_start,bedtime_end,source
U_5WI6FQJJA26Y,29-Mar-2024,21463,3454,3974,10,47,-0.04,2024-03-29T20:42:00,2024-03-30T09:18:00,Oura
U_5WI6FQJJA26Y,30-Mar-2024,24376,3185,4674,36,68,0.17,2024-03-30T21:29:00,2024-03-31T05:55:00,Oura
U_5WI6FQJJA26Y,31-Mar-2024,24685,1263,6211,19,74,0.04,2024-03-31T20:43:00,2024-04-01T06:47:00,Oura
U_5WI6FQJJA26Y,2024-04-01,25852,,5657,0,53,,2024-04-01T20:35:00,2024-04-02T06:31:00,Oura
U_5WI6FQJJA26Y,2024/04/02 00:00,,4425,5950,28,64,-0.19,2024-04-02T22:54:00,2024-04-03T06:08:00,Oura
U_5WI6FQJJA26Y,2024/04/03 00:00,15911,2944,5060,,33,0.13,2024-04-04T00:00:00,2024-04-04T08:00:00,Oura
U_5WI6FQJJA26Y,2024-04-04,24530,1738,2415,25,66,,2024-04-05T00:14:00,2024-04-05T09:11:00,Oura
U_5WI6FQJJA26Y,2024-04-05,26818,2983,6850,,71,-0.15,2024-04-05T21:24:00,2024-04-06T07:06:00,Oura
U_5WI6FQJJA26Y,2024-04-06,21143,3760,8632,42,49,-0.31,2024-04-06T23:44:00,2024-04-07T05:07:00,Oura
U_5WI6FQJJA26Y,07-Apr-2024,22234,2363,7335,23,,0.07,2024-04-07T22:28:00,2024-04-08T04:54:00,Oura
U_5WI6FQJJA26Y,2024-04-08,23870,5171,4095,,70,-0.12,2024-04-09T00:44:00,2024-04-09T05:48:00,Oura
U_5WI6FQJJA26Y,09-Apr-2024,,5534,4594,,,,2024-04-09T21:45:00,2024-04-10T09:04:00,Oura
U_5WI6FQJJA26Y,2024-04-10,19614,3419,3050,51,50,0.21,2024-04-11T00:35:00,2024-04-11T09:18:00,Oura
U_5WI6FQJJA26Y,11-Apr-2024,25166,2659,6012,14,76,,2024-04-11T20:38:00,2024-04-12T08:25:00,Oura
U_5WI6FQJJA26Y,2024/04/12 00:00,,5145,4748,4,61,-0.2,2024-04-12T20:43:00,2024-04-13T07:08:00,Oura
U_5WI6FQJJA26Y,2024/04/13 00:00,18620,4108,,19,36,0.06,2024-04-13T23:11:00,2024-04-14T08:25:00,Oura
U_5WI6FQJJA26Y,14-Apr-2024,23388,1998,4595,37,46,-0.16,2024-04-14T22:32:00,2024-04-15T05:33:00,Oura
U_5WI6FQJJA26Y,2024-04-15,23245,4189,8208,20,78,,2024-04-15T22:15:00,2024-04-16T06:03:00,Oura
U_5WI6FQJJA26Y,16-Apr-2024,,2897,2677,,53,0.12,2024-04-17T00:08:00,2024-04-17T07:45:00,Oura
U_5WI6FQJJA26Y,2024/04/17 00:00,20160,5152,3498,,51,-0.24,2024-04-18T00:56:00,2024-04-18T05:59:00,Oura
U_5WI6FQJJA26Y,2024-04-18,24556,5225,4867,45,56,-0.08,2024-04-19T00:19:00,2024-04-19T07:43:00,Oura
U_5WI6FQJJA26Y,2024/04/19 00:00,22625,1912,4258,47,,0.29,2024-04-19T23:47:00,2024-04-20T07:17:00,Oura
U_5WI6FQJJA26Y,20-Apr-2024,19449,2628,3950,,51,0.12,2024-04-20T21:04:00,2024-04-21T04:54:00,Oura
U_5WI6FQJJA26Y,2024/04/21 00:00,23533,2991,,44,61,-0.23,2024-04-21T21:02:00,2024-04-22T09:13:00,Oura
U_5WI6FQJJA26Y,2024/05/01 00:00,23172,3892,5765,18,80,0.0,2024-05-02T00:11:00,2024-05-02T08:49:00,Oura
U_5WI6FQJJA26Y,2024/05/02 00:00,27074,2165,5652,,,-0.15,2024-05-02T22:30:00,2024-05-03T07:31:00,Oura
U_5WI6FQJJA26Y,2024-05-03,24278,3209,6765,18,60,0.32,2024-05-04T00:07:00,2024-05-04T08:29:00,Oura
U_5WI6FQJJA26Y,04-May-2024,21190,,7491,37,58,-0.11,2024-05-04T22:41:00,2024-05-05T05:26:00,Oura
U_5WI6FQJJA26Y,2024-05-06,21307,4855,5633,14,67,,2024-05-06T21:11:00,2024-05-07T08:25:00,Oura
U_5WI6FQJJA26Y,2024/05/07 00:00,22544,5228,,,75,-0.01,2024-05-07T21:34:00,2024-05-08T07:34:00,Oura
U_5WI6FQJJA26Y,08-May-2024,19651,3592,2589,54,59,-0.18,2024-05-08T22:16:00,2024-05-09T09:22:00,Oura
U_5WI6FQJJA26Y,09-May-2024,23991,3196,,21,79,0.17,2024-05-09T22:13:00,2024-05-10T04:43:00,Oura
U_5WI6FQJJA26Y,2024/05/10 00:00,18443,6165,,,52,0.03,2024-05-10T22:51:00,2024-05-11T07:55:00,Oura
U_5WI6FQJJA26Y,11-May-2024,18771,2964,5488,35,59,,2024-05-11T22:59:00,2024-05-12T05:07:00,Oura
U_5WI6FQJJA26Y,2024-05-12,22914,1942,,20,72,,2024-05-12T21:18:00,2024-05-13T05:41:00,Oura
U_5WI6FQJJA26Y,2024/05/13 00:00,26154,,7528,27,63,0.15,2024-05-13T23:24:00,2024-05-14T06:28:00,Oura
U_5WI6FQJJA26Y,2024-05-14,22057,5899,5573,35,47,-0.08,2024-05-14T22:17:00,2024-05-15T07:24:00,Oura
U_5WI6FQJJA26Y,2024-05-15,24641,2793,6638,41,75,0.37,2024-05-15T21:25:00,2024-05-16T05:24:00,Oura
U_5WI6FQJJA26Y,16-May-2024,,3017,4438,2,59,0.23,2024-05-17T00:41:00,2024-05-17T06:33:00,Oura
U_5WI6FQJJA26Y,2024-05-17,21963,3243,8192,20,52,-0.21,2024-05-17T22:37:00,2024-05-18T07:45:00,Oura
U_5WI6FQJJA26Y,2024-05-18,23870,2370,8244,43,72,-0.09,2024-05-18T23:41:00,2024-05-19T07:33:00,Oura
U_5WI6FQJJA26Y,2024-05-20,17713,4425,,,56,0.06,2024-05-20T22:18:00,2024-05-21T07:41:00,Oura
U_5WI6FQJJA26Y,2024-05-21,26228,3554,2268,48,,0.35,2024-05-21T21:31:00,2024-05-22T06:06:00,Oura
U_5WI6FQJJA26Y,2024-05-22,,3724,5243,29,64,,2024-05-22T20:18:00,2024-05-23T08:28:00,Oura
U_5WI6FQJJA26Y,2024/05/23 00:00,23603,,,31,61,0.01,2024-05-23T22:36:00,2024-05-24T07:59:00,Oura
U_5WI6FQJJA26Y,24-May-2024,19892,5210,4115,44,58,0.17,2024-05-24T22:56:00,2024-05-25T07:50:00,Oura
U_5WI6FQJJA26Y,2024/05/25 00:00,19465,,3110,20,66,-0.11,2024-05-25T23:20:00,2024-05-26T07:55:00,Oura
U_5WI6FQJJA26Y,26-May-2024,20630,4135,4352,,52,0.17,2024-05-27T00:54:00,2024-05-27T06:45:00,Oura
U_5WI6FQJJA26Y,27-May-2024,18560,2477,4559,,56,0.12,2024-05-27T23:47:00,2024-05-28T04:44:00,Oura
U_5WI6FQJJA26Y,2024-05-28,18191,3705,3067,34,67,0.2,2024-05-29T00:29:00,2024-05-29T07:18:00,Oura
U_5WI6FQJJA26Y,2024-05-29,17532,3867,4517,20,57,0.0,2024-05-29T21:09:00,2024-05-30T08:20:00,Oura
U_5WI6FQJJA26Y,2024/05/30 00:00,16663,4880,3150,45,48,0.3,2024-05-30T20:59:00,2024-05-31T07:13:00,Oura
U_5WI6FQJJA26Y,2024-05-31,21949,,6526,36,56,,2024-05-31T23:28:00,2024-06-01T08:34:00,Oura
U_5WI6FQJJA26Y,2024-06-01,17180,1538,3799,44,,0.12,2024-06-01T20:09:00,2024-06-02T08:38:00,Oura
U_5WI6FQJJA26Y,2024-06-02,23254,4494,4411,,43,0.13,2024-06-02T20:00:00,2024-06-03T06:41:00,Oura
U_5WI6FQJJA26Y,2024-06-03,17068,,4298,42,54,-0.54,2024-06-03T21:20:00,2024-06-04T06:37:00,Oura
U_5WI6FQJJA26Y,04-Jun-2024,17611,4741,3913,,52,-0.06,2024-06-04T22:53:00,2024-06-05T04:44:00,Oura
U_5WI6FQJJA26Y,2024/06/05 00:00,23424,3303,7258,27,67,0.23,2024-06-06T00:17:00,2024-06-06T06:04:00,Oura
U_5WI6FQJJA26Y,2024/06/06 00:00,23223,4901,5084,42,53,,2024-06-07T01:00:00,2024-06-07T09:05:00,Oura
U_5WI6FQJJA26Y,2024-06-07,24789,5171,8873,24,75,0.0,2024-06-07T23:18:00,2024-06-08T07:29:00,Oura
U_5WI6FQJJA26Y,2024-06-08,21753,,1808,24,74,-0.02,2024-06-08T20:39:00,2024-06-09T06:05:00,Oura
U_5WI6FQJJA26Y,2024/06/09 00:00,19536,5741,5034,,74,-0.3,2024-06-09T22:46:00,2024-06-10T06:59:00,Oura
U_5WI6FQJJA26Y,10-Jun-2024,22121,4147,4631,35,52,0.14,2024-06-10T21:31:00,2024-06-11T08:49:00,Oura
U_5WI6FQJJA26Y,2024-06-11,25694,2443,6674,31,61,,2024-06-11T23:39:00,2024-06-12T07:04:00,Oura
U_5WI6FQJJA26Y,2024/06/12 00:00,21482,5464,4959,13,65,0.32,2024-06-12T20:58:00,2024-06-13T06:15:00,Oura
U_5WI6FQJJA26Y,13-Jun-2024,20369,4338,,4,77,-0.04,2024-06-13T23:06:00,2024-06-14T06:09:00,Oura
U_5WI6FQJJA26Y,2024-06-14,18552,5736,3972,21,,-0.04,2024-06-14T20:55:00,2024-06-15T05:47:00,Oura
U_5WI6FQJJA26Y,2024/06/15 00:00,23309,,,,61,0.02,2024-06-15T22:30:00,2024-06-16T04:54:00,Oura
U_5WI6FQJJA26Y,16-Jun-2024,19752,2564,6977,9,61,-0.1,2024-06-16T23:43:00,2024-06-17T08:36:00,Oura
U_5WI6FQJJA26Y,2024-06-17,18801,5011,4582,11,67,-0.16,2024-06-17T22:42:00,2024-06-18T06:31:00,Oura
U_5WI6FQJJA26Y,2024-06-18,19716,3087,2869,47,52,0.02,2024-06-18T22:38:00,2024-06-19T07:02:00,Oura
U_5WI6FQJJA26Y,2024/06/19 00:00,25140,6041,,34,73,0.14,2024-06-20T00:56:00,2024-06-20T08:34:00,Oura
U_5WI6FQJJA26Y,20-Jun-2024,21148,5142,,22,59,0.14,2024-06-20T21:18:00,2024-06-21T04:54:00,Oura
U_5WI6FQJJA26Y,2024-06-21,18671,3259,2959,53,53,0.1,2024-06-22T00:34:00,2024-06-22T08:42:00,Oura
U_5WI6FQJJA26Y,2024/06/22 00:00,19473,,5591,25,60,0.02,2024-06-22T23:17:00,2024-06-23T06:58:00,Oura
U_5WI6FQJJA26Y,2024/06/23 00:00,27158,3694,3926,21,66,-0.33,2024-06-24T00:55:00,2024-06-24T06:45:00,Oura
U_5WI6FQJJA26Y,2024-06-24,22147,6626,3777,29,50,0.03,2024-06-24T21:09:00,2024-06-25T05:20:00,Oura
U_5WI6FQJJA26Y,2024/06/25 00:00,17864,2630,,22,39,,2024-06-25T23:40:00,2024-06-26T05:34:00,Oura
U_5WI6FQJJA26Y,26-Jun-2024,26091,,3916,32,70,,2024-06-27T00:12:00,2024-06-27T07:32:00,Oura
U_5WI6FQJJA26Y,2024/06/27 00:00,15122,1338,,20,61,-0.03,2024-06-28T00:32:00,2024-06-28T09:01:00,Oura
U_5WI6FQJJA26Y,2024/06/28 00:00,21679,5922,4886,19,54,0.22,2024-06-28T20:19:00,2024-06-29T06:29:00,Oura
U_5WI6FQJJA26Y,29-Jun-2024,21608,,3974,,58,-0.0,2024-06-29T20:26:00,2024-06-30T07:08:00,Oura
U_5WI6FQJJA26Y,30-Jun-2024,21388,2645,4505,26,66,-0.01,2024-07-01T00:31:00,2024-07-01T07:20:00,Oura
U_5WI6FQJJA26Y,2024/07/01 00:00,23421,1247,2997,30,60,,2024-07-01T21:03:00,2024-07-02T07:56:00,Oura
U_5WI6FQJJA26Y,2024/07/02 00:00,21856,3107,2740,43,64,-0.04,2024-07-02T23:02:00,2024-07-03T05:52:00,Oura
U_5WI6FQJJA26Y,03-Jul-2024,23279,3031,5755,31,,0.04,2024-07-03T21:29:00,2024-07-04T09:17:00,Oura
U_5WI6FQJJA26Y,2024/07/04 00:00,21344,,5644,0,72,-0.05,2024-07-04T21:30:00,2024-07-05T05:55:00,Oura
U_5WI6FQJJA26Y,05-Jul-2024,20907,3345,2847,6,,0.17,2024-07-05T20:48:00,2024-07-06T06:18:00,Oura
U_5WI6FQJJA26Y,2024/07/06 00:00,21487,1216,4917,,58,-0.03,2024-07-06T21:18:00,2024-07-07T08:06:00,Oura
U_5WI6FQJJA26Y,2024-07-07,25816,6080,7590,13,62,0.03,2024-07-07T23:51:00,2024-07-08T06:51:00,Oura
U_5WI6FQJJA26Y,2024-07-08,20986,2781,2898,,60,,2024-07-08T22:35:00,2024-07-09T08:34:00,Oura
U_5WI6FQJJA26Y,2024/07/09 00:00,19319,2479,2122,23,49,,2024-07-09T22:46:00,2024-07-10T08:38:00,Oura
U_5WI6FQJJA26Y,10-Jul-2024,21571,5277,3297,20,57,-0.06,2024-07-10T20:07:00,2024-07-11T06:46:00,Oura
U_5WI6FQJJA26Y,2024/07/11 00:00,15620,2009,4029,,,,2024-07-11T20:44:00,2024-07-12T07:18:00,Oura
U_5WI6FQJJA26Y,2024-07-12,23685,4881,,25,61,0.27,2024-07-12T20:57:00,2024-07-13T05:47:00,Oura
U_5WI6FQJJA26Y,2024/07/13 00:00,,4336,5684,,,0.16,2024-07-13T22:09:00,2024-07-14T05:08:00,Oura
U_5WI6FQJJA26Y,2024-07-14,23780,5844,7050,23,72,-0.14,2024-07-14T20:45:00,2024-07-15T04:33:00,Oura
U_5WI6FQJJA26Y,15-Jul-2024,22357,7258,5289,24,67,-0.24,2024-07-15T23:36:00,2024-07-16T07:05:00,Oura
U_5WI6FQJJA26Y,2024/07/16 00:00,13967,3305,4757,34,59,0.29,2024-07-17T00:43:00,2024-07-17T07:16:00,Oura
U_5WI6FQJJA26Y,17-Jul-2024,19116,3640,4947,46,,0.17,2024-07-17T23:19:00,2024-07-18T05:18:00,Oura
U_5WI6FQJJA26Y,18-Jul-2024,20661,5588,,23,66,-0.14,2024-07-18T23:56:00,2024-07-19T04:50:00,Oura
U_5WI6FQJJA26Y,2024-07-19,19160,3267,4733,28,51,,2024-07-19T20:23:00,2024-07-20T07:27:00,Oura
U_5WI6FQJJA26Y,2024-07-20,24611,5069,6437,,,-0.15,2024-07-20T22:43:00,2024-07-21T05:33:00,Oura
U_5WI6FQJJA26Y,2024/07/21 00:00,26837,2646,,32,68,-0.02,2024-07-21T20:21:00,2024-07-22T06:58:00,Oura
U_5WI6FQJJA26Y,2024-07-22,22907,1953,,16,66,0.02,2024-07-23T00:01:00,2024-07-23T06:22:00,Oura
U_5WI6FQJJA26Y,2024/07/23 00:00,18705,3650,4735,0,43,0.09,2024-07-24T00:54:00,2024-07-24T08:26:00,Oura
U_5WI6FQJJA26Y,2024-07-24,21748,3181,5286,,60,0.02,2024-07-24T20:48:00,2024-07-25T04:40:00,Oura
U_5WI6FQJJA26Y,2024-07-25,22005,3818,2322,12,60,0.01,2024-07-25T20:24:00,2024-07-26T08:10:00,Oura
U_5WI6FQJJA26Y,2024/07/26 00:00,23366,2183,,29,55,,2024-07-26T21:20:00,2024-07-27T09:29:00,Oura
U_5WI6FQJJA26Y,27-Jul-2024,20315,2591,5273,8,67,0.3,2024-07-27T23:27:00,2024-07-28T09:10:00,Oura
U_5WI6FQJJA26Y,2024-07-28,19262,4264,2505,37,45,0.21,2024-07-28T23:48:00,2024-07-29T07:50:00,Oura
U_5WI6FQJJA26Y,2024/07/29 00:00,20742,2103,4459,42,51,0.32,2024-07-29T21:33:00,2024-07-30T05:48:00,Oura
U_5WI6FQJJA26Y,2024/07/30 00:00,19648,4690,4222,39,48,0.07,2024-07-30T20:44:00,2024-07-31T08:57:00,Oura
U_5WI6FQJJA26Y,2024-07-31,22318,,6209,25,56,-0.37,2024-07-31T22:41:00,2024-08-01T07:13:00,Oura
U_5WI6FQJJA26Y,2024-08-01,22034,2882,7605,27,51,0.35,2024-08-01T22:45:00,2024-08-02T05:00:00,Oura
U_5WI6FQJJA26Y,02-Aug-2024,23498,1932,3359,17,66,0.14,2024-08-03T00:17:00,2024-08-03T04:46:00,Oura
U_5WI6FQJJA26Y,2024-08-03,,5608,6195,8,50,-0.1,2024-08-03T21:21:00,2024-08-04T06:41:00,Oura
U_5WI6FQJJA26Y,2024-08-04,20805,2294,3172,26,48,-0.21,2024-08-04T22:30:00,2024-08-05T08:18:00,Oura
U_5WI6FQJJA26Y,2024-08-05,21929,4739,4256,39,,0.16,2024-08-05T23:18:00,2024-08-06T09:18:00,Oura
U_5WI6FQJJA26Y,2024-08-06,15155,,,28,52,0.06,2024-08-07T00:25:00,2024-08-07T04:48:00,Oura
U_5WI6FQJJA26Y,2024-08-07,23183,3289,7462,26,51,0.26,2024-08-07T20:59:00,2024-08-08T06:57:00,Oura
U_5WI6FQJJA26Y,2024/08/08 00:00,26194,7765,7101,27,70,,2024-08-08T23:25:00,2024-08-09T07:58:00,Oura
U_5WI6FQJJA26Y,2024-08-09,20688,2042,6921,5,49,,2024-08-09T20:57:00,2024-08-10T08:16:00,Oura
U_5WI6FQJJA26Y,10-Aug-2024,24840,3500,5727,9,45,0.14,2024-08-11T00:24:00,2024-08-11T08:39:00,Oura
U_5WI6FQJJA26Y,2024/08/11 00:00,19365,4650,5748,34,60,0.13,2024-08-11T23:44:00,2024-08-12T09:22:00,Oura
U_5WI6FQJJA26Y,2024-08-12,22481,48,4267,29,79,-0.24,2024-08-13T00:26:00,2024-08-13T05:46:00,Oura
U_5WI6FQJJA26Y,2024/08/13 00:00,26177,3583,5378,,59,,2024-08-13T20:45:00,2024-08-14T08:39:00,Oura
U_5WI6FQJJA26Y,2024-08-14,21768,5139,4241,42,62,0.15,2024-08-14T21:10:00,2024-08-15T06:27:00,Oura
U_5WI6FQJJA26Y,2024/08/15 00:00,22908,4810,3888,29,72,0.17,2024-08-16T00:57:00,2024-08-16T04:39:00,Oura
U_5WI6FQJJA26Y,16-Aug-2024,20983,3064,4497,39,57,0.38,2024-08-16T22:56:00,2024-08-17T07:26:00,Oura
U_5WI6FQJJA26Y,2024/08/17 00:00,,3832,5170,16,74,0.15,2024-08-17T23:27:00,2024-08-18T05:22:00,Oura
U_5WI6FQJJA26Y,2024-08-18,23856,,4864,,69,,2024-08-18T20:28:00,2024-08-19T04:41:00,Oura
U_5WI6FQJJA26Y,2024/08/19 00:00,19474,3820,,34,46,-0.07,2024-08-19T20:11:00,2024-08-20T07:54:00,Oura
U_5WI6FQJJA26Y,20-Aug-2024,20351,3005,,45,74,0.34,2024-08-20T21:12:00,2024-08-21T06:51:00,Oura
U_5WI6FQJJA26Y,2024-08-21,24695,8124,3658,41,61,-0.08,2024-08-21T22:45:00,2024-08-22T08:57:00,Oura
U_5WI6FQJJA26Y,2024-08-22,21927,2209,,,63,0.01,2024-08-23T00:43:00,2024-08-23T04:47:00,Oura
U_5WI6FQJJA26Y,23-Aug-2024,21482,4919,3490,34,,0.22,2024-08-24T00:10:00,2024-08-24T08:37:00,Oura
U_5WI6FQJJA26Y,2024-08-24,20475,4181,6256,,64,-0.07,2024-08-24T23:02:00,2024-08-25T09:10:00,Oura
U_5WI6FQJJA26Y,2024/08/25 00:00,24803,6855,7489,,,0.17,2024-08-26T00:30:00,2024-08-26T06:53:00,Oura
U_5WI6FQJJA26Y,2024-08-26,15873,3951,,27,47,0.03,2024-08-26T22:02:00,2024-08-27T06:44:00,Oura
U_5WI6FQJJA26Y,27-Aug-2024,20963,6129,4544,32,,0.08,2024-08-27T20:35:00,2024-08-28T05:46:00,Oura
U_5WI6FQJJA26Y,28-Aug-2024,26789,6178,5028,34,64,0.34,2024-08-28T20:24:00,2024-08-29T05:24:00,Oura
U_5WI6FQJJA26Y,2024/08/29 00:00,23831,3195,5711,,75,,2024-08-29T20:43:00,2024-08-30T07:49:00,Oura
U_5WI6FQJJA26Y,2024-08-30,22289,5896,,,49,-0.04,2024-08-30T21:52:00,2024-08-31T08:45:00,Oura
U_5WI6FQJJA26Y,2024-08-31,23914,6884,4197,,57,,2024-08-31T22:21:00,2024-09-01T06:42:00,Oura
U_5WI6FQJJA26Y,2024-09-01,18409,5985,5237,,57,-0.19,2024-09-01T23:20:00,2024-09-02T07:40:00,Oura
U_5WI6FQJJA26Y,02-Sep-2024,24363,7418,6207,36,57,,2024-09-02T22:13:00,2024-09-03T06:29:00,Oura
U_5WI6FQJJA26Y,03-Sep-2024,18055,3754,,20,53,0.01,2024-09-04T00:02:00,2024-09-04T08:36:00,Oura
U_5WI6FQJJA26Y,2024/09/04 00:00,24263,7666,6357,16,62,-0.19,2024-09-04T23:00:00,2024-09-05T06:18:00,Oura
U_5WI6FQJJA26Y,2024-09-05,16375,4826,2415,20,52,-0.02,2024-09-05T22:54:00,2024-09-06T06:33:00,Oura
U_5WI6FQJJA26Y,2024-09-06,24723,4677,7039,26,59,0.28,2024-09-06T21:39:00,2024-09-07T08:30:00,Oura
U_5WI6FQJJA26Y,2024-09-08,17874,,,,67,0.17,2024-09-08T21:08:00,2024-09-09T09:26:00,Oura
U_5WI6FQJJA26Y,09-Sep-2024,20824,,4634,12,51,-0.13,2024-09-10T00:13:00,2024-09-10T04:37:00,Oura
U_5WI6FQJJA26Y,10-Sep-2024,20446,4690,4457,24,69,0.16,2024-09-11T01:00:00,2024-09-11T06:22:00,Oura
U_5WI6FQJJA26Y,11-Sep-2024,21436,3648,5586,44,65,0.08,2024-09-12T00:40:00,2024-09-12T06:48:00,Oura
U_5WI6FQJJA26Y,2024-09-12,,6486,4002,20,66,,2024-09-12T20:33:00,2024-09-13T06:36:00,Oura
U_5WI6FQJJA26Y,13-Sep-2024,18456,2339,3180,34,27,,2024-09-13T23:29:00,2024-09-14T06:55:00,Oura
U_5WI6FQJJA26Y,2024-09-14,24250,5030,4237,24,68,-0.2,2024-09-14T23:25:00,2024-09-15T05:54:00,Oura
U_5WI6FQJJA26Y,15-Sep-2024,18859,,3330,6,75,0.18,2024-09-16T00:21:00,2024-09-16T08:01:00,Oura
U_5WI6FQJJA26Y,16-Sep-2024,15167,3926,3922,,54,0.1,2024-09-16T22:35:00,2024-09-17T06:44:00,Oura
U_5WI6FQJJA26Y,2024/09/17 00:00,,2870,3725,20,65,,2024-09-17T21:38:00,2024-09-18T07:07:00,Oura
U_5WI6FQJJA26Y,18-Sep-2024,19405,2372,7342,22,55,0.14,2024-09-19T00:33:00,2024-09-19T08:13:00,Oura
U_5WI6FQJJA26Y,2024-09-19,19202,3828,4627,26,65,-0.3,2024-09-19T21:40:00,2024-09-20T06:40:00,Oura
U_5WI6FQJJA26Y,20-Sep-2024,20969,5573,3141,18,51,0.22,2024-09-20T20:09:00,2024-09-21T08:46:00,Oura
U_5WI6FQJJA26Y,21-Sep-2024,22013,4602,5832,10,65,0.23,2024-09-21T22:01:00,2024-09-22T06:32:00,Oura
U_5WI6FQJJA26Y,2024-09-22,,3812,4732,12,51,-0.05,2024-09-22T22:45:00,2024-09-23T05:31:00,Oura
U_5WI6FQJJA26Y,2024/09/23 00:00,20843,2413,6994,,,0.03,2024-09-23T23:38:00,2024-09-24T07:07:00,Oura
U_5WI6FQJJA26Y,2024/09/24 00:00,18498,3543,4433,22,47,0.17,2024-09-24T20:54:00,2024-09-25T09:09:00,Oura
U_5WI6FQJJA26Y,2024-09-25,,4088,,35,56,-0.08,2024-09-25T20:28:00,2024-09-26T07:24:00,Oura
U_5WI6FQJJA26Y,26-Sep-2024,20746,2327,5562,26,,,2024-09-26T22:24:00,2024-09-27T04:40:00,Oura
U_5WI6FQJJA26Y,2024-09-27,25743,436,3049,53,75,0.17,2024-09-27T21:24:00,2024-09-28T04:59:00,Oura
U_5WI6FQJJA26Y,2024-09-28,25049,,2810,23,61,0.05,2024-09-29T00:30:00,2024-09-29T08:12:00,Oura
U_5WI6FQJJA26Y,2024-09-29,24676,5685,4082,,71,0.08,2024-09-29T20:46:00,2024-09-30T07:13:00,Oura
U_5WI6FQJJA26Y,2024-09-30,16662,1473,4009,49,63,-0.1,2024-09-30T23:29:00,2024-10-01T09:26:00,Oura
U_5WI6FQJJA26Y,01-Oct-2024,25700,4883,7729,6,63,-0.22,2024-10-01T22:51:00,2024-10-02T09:26:00,Oura
U_5WI6FQJJA26Y,02-Oct-2024,21391,5994,4728,,62,-0.27,2024-10-02T21:56:00,2024-10-03T09:00:00,Oura
U_5WI6FQJJA26Y,2024-10-03,21545,3759,4024,37,55,-0.07,2024-10-03T22:09:00,2024-10-04T06:16:00,Oura
U_5WI6FQJJA26Y,04-Oct-2024,17625,,3113,21,,0.32,2024-10-05T00:32:00,2024-10-05T09:17:00,Oura
U_5WI6FQJJA26Y,2024-10-05,19681,3053,4849,9,52,-0.13,2024-10-06T01:00:00,2024-10-06T04:38:00,Oura
U_5WI6FQJJA26Y,2024/10/06 00:00,,3002,6276,21,70,0.15,2024-10-06T23:44:00,2024-10-07T08:49:00,Oura
U_5WI6FQJJA26Y,2024-10-07,19296,,2593,6,63,0.23,2024-10-07T22:18:00,2024-10-08T08:24:00,Oura
U_5WI6FQJJA26Y,2024-10-08,21345,3536,3871,,65,0.18,2024-10-08T20:19:00,2024-10-09T07:36:00,Oura
U_5WI6FQJJA26Y,09-Oct-2024,25791,4470,5395,47,56,0.04,2024-10-09T21:43:00,2024-10-10T08:28:00,Oura
U_5WI6FQJJA26Y,2024/10/10 00:00,25575,3871,5870,22,61,0.3,2024-10-10T21:32:00,2024-10-11T05:08:00,Oura
U_5WI6FQJJA26Y,11-Oct-2024,19454,3758,,29,52,-0.04,2024-10-11T20:07:00,2024-10-12T05:19:00,Oura
U_5WI6FQJJA26Y,2024/10/12 00:00,23223,5454,5453,18,60,,2024-10-12T22:15:00,2024-10-13T04:51:00,Oura
U_5WI6FQJJA26Y,2024/10/13 00:00,25464,5637,7082,23,78,0.33,2024-10-13T20:27:00,2024-10-14T08:31:00,Oura
U_5WI6FQJJA26Y,14-Oct-2024,19279,4808,4954,20,71,0.08,2024-10-14T20:57:00,2024-10-15T08:21:00,Oura
U_5WI6FQJJA26Y,2024/10/15 00:00,21647,3865,3978,27,54,0.34,2024-10-15T21:30:00,2024-10-16T06:52:00,Oura
U_5WI6FQJJA26Y,16-Oct-2024,20202,3786,1387,,53,0.31,2024-10-16T23:42:00,2024-10-17T06:57:00,Oura
U_5WI6FQJJA26Y,2024/10/17 00:00,22640,3372,3956,38,60,0.04,2024-10-17T20:17:00,2024-10-18T07:52:00,Oura
U_5WI6FQJJA26Y,18-Oct-2024,23899,,5656,47,68,0.1,2024-10-19T00:14:00,2024-10-19T07:22:00,Oura
U_5WI6FQJJA26Y,19-Oct-2024,23237,6500,7763,43,67,,2024-10-19T22:29:00,2024-10-20T08:52:00,Oura
U_5WI6FQJJA26Y,2024-10-20,22265,3706,,28,,-0.02,2024-10-20T22:00:00,2024-10-21T04:54:00,Oura
U_5WI6FQJJA26Y,2024/10/21 00:00,21556,2595,5438,,69,0.36,2024-10-21T22:58:00,2024-10-22T09:25:00,Oura
U_5WI6FQJJA26Y,22-Oct-2024,24124,1985,5859,18,,0.23,2024-10-23T00:47:00,2024-10-23T05:07:00,Oura
U_5WI6FQJJA26Y,2024/10/23 00:00,21484,4318,4003,21,52,-0.01,2024-10-24T00:25:00,2024-10-24T07:18:00,Oura
U_5WI6FQJJA26Y,2024-10-24,23389,4455,5291,,67,-0.11,2024-10-24T21:52:00,2024-10-25T09:08:00,Oura
U_5WI6FQJJA26Y,25-Oct-2024,21187,1744,3850,18,69,0.04,2024-10-25T22:55:00,2024-10-26T08:04:00,Oura
U_5WI6FQJJA26Y,26-Oct-2024,18248,3781,,21,53,0.21,2024-10-26T21:18:00,2024-10-27T09:02:00,Oura
