id,sleep_start,sleep_end,minutesAsleep,minutesAwake,sleep_efficiency,isMainSleep
U_1ERTJ5PHT0HL,2024-05-14 22:59:00,2024-05-15 01:30:00,,33,85,1
U_1ERTJ5PHT0HL,2024-05-14 22:08:00,2024-05-15 00:40:00,152,,82,
U_1ERTJ5PHT0HL,2024-05-15 20:51:00,2024-05-15 23:41:00,170,54,89,False
U_1ERTJ5PHT0HL,2024-05-15 23:29:00,2024-05-16 02:24:00,175,45,77,FALSE
U_1ERTJ5PHT0HL,2024/05/15 23:42,2024-05-16 02:31:00,169,8,83,1
U_1ERTJ5PHT0HL,2024-05-16 22:01:00,2024-05-17 04:01:00,360,53,92,True
U_1ERTJ5PHT0HL,2024-05-17 22:50:00,2024-05-18 04:50:00,360,,87,FALSE
U_1ERTJ5PHT0HL,2024/05/18 23:00,2024-05-19 05:00:00,360,43,64,FALSE
U_1ERTJ5PHT0HL,2024-05-19 21:13:00,2024-05-19 23:40:00,147,,76,TRUE
U_1ERTJ5PHT0HL,2024-05-19 21:22:00,2024-05-19 22:55:00,93,34,97,True
U_1ERTJ5PHT0HL,2024-05-19 21:52:00,2024-05-20 00:45:00,173,46,79,0
U_1ERTJ5PHT0HL,2024-05-20 22:22:00,2024-05-21 04:22:00,360,0,86,TRUE
U_1ERTJ5PHT0HL,2024-05-21 20:46:00,2024-05-21 23:40:00,174,50,63,FALSE
U_1ERTJ5PHT0HL,2024-05-21 21:34:00,2024-05-22 00:15:00,161,34,83,True
U_1ERTJ5PHT0HL,2024/05/21 21:06,2024-05-22 00:34:00,208,12,80,
U_1ERTJ5PHT0HL,2024/05/22 22:22,2024-05-23 04:22:00,360,87,,True
U_1ERTJ5PHT0HL,2024-05-23 21:50:00,2024-05-24 00:04:00,134,18,,
U_1ERTJ5PHT0HL,2024-05-23 21:10:00,2024-05-23 23:03:00,113,,,FALSE
U_1ERTJ5PHT0HL,2024-05-23 23:45:00,2024-05-24 01:35:00,110,42,82,False
U_1ERTJ5PHT0HL,2024-05-24 22:38:00,2024-05-25 01:49:00,191,30,91,
U_1ERTJ5PHT0HL,2024-05-24 20:44:00,2024-05-24 22:58:00,134,2,82,FALSE
U_1ERTJ5PHT0HL,2024/05/24 23:30,2024-05-25 02:01:00,151,24,83,0
U_1ERTJ5PHT0HL,2024/05/25 21:00,2024-05-25 22:55:00,115,36,81,
U_1ERTJ5PHT0HL,2024-05-25 23:35:00,2024-05-26 02:34:00,179,6,81,1
U_1ERTJ5PHT0HL,2024-05-25 20:53:00,2024-05-26 00:13:00,200,16,83,0
U_1ERTJ5PHT0HL,2024/05/26 21:59,2024-05-27 03:59:00,360,,93,True
U_1ERTJ5PHT0HL,2024-05-27 20:56:00,2024-05-27 23:39:00,,52,74,
U_1ERTJ5PHT0HL,2024-05-27 22:45:00,2024-05-28 01:26:00,161,36,90,1
U_1ERTJ5PHT0HL,2024-05-27 21:22:00,2024-05-27 23:27:00,125,47,90,True
U_1ERTJ5PHT0HL,2024-05-28 21:51:00,2024-05-29 03:51:00,360,37,90,0
U_1ERTJ5PHT0HL,2024/05/29 23:11,2024-05-30 02:10:00,179,55,84,True
U_1ERTJ5PHT0HL,2024/05/29 23:53,2024-05-30 03:15:00,202,26,86,
U_1ERTJ5PHT0HL,2024-05-29 21:47:00,2024-05-30 00:30:00,163,59,79,True
U_1ERTJ5PHT0HL,2024-05-30 22:13:00,2024-05-31 04:13:00,360,38,79,FALSE
U_1ERTJ5PHT0HL,2024/05/31 22:34,2024-06-01 04:34:00,360,37,,TRUE
U_1ERTJ5PHT0HL,2024-06-01 20:56:00,2024-06-02 00:46:00,230,65,88,True
U_1ERTJ5PHT0HL,2024-06-01 22:54:00,2024-06-02 02:38:00,224,44,82,True
U_1ERTJ5PHT0HL,2024/06/02 21:53,2024-06-03 02:35:00,282,51,96,False
U_1ERTJ5PHT0HL,2024/06/02 20:58,2024-06-03 01:18:00,260,31,79,FALSE
U_1ERTJ5PHT0HL,2024/06/03 23:16,2024-06-04 05:16:00,360,52,,TRUE
U_1ERTJ5PHT0HL,2024-06-04 23:39:00,2024-06-05 01:41:00,122,31,,1
U_1ERTJ5PHT0HL,2024-06-04 23:54:00,2024-06-05 02:41:00,167,67,73,1
U_1ERTJ5PHT0HL,2024/06/04 20:41,2024-06-04 22:57:00,136,29,75,1
U_1ERTJ5PHT0HL,2024/06/05 23:27,2024-06-06 02:13:00,166,13,86,TRUE
U_1ERTJ5PHT0HL,2024/06/05 22:08,2024-06-06 00:47:00,159,0,77,False
U_1ERTJ5PHT0HL,2024/06/05 20:52,2024-06-05 23:55:00,183,,87,
U_1ERTJ5PHT0HL,2024-06-06 21:22:00,2024-06-07 03:22:00,360,33,86,FALSE
U_1ERTJ5PHT0HL,2024-06-07 22:58:00,2024-06-08 04:58:00,360,42,98,0
U_1ERTJ5PHT0HL,2024-06-08 23:25:00,2024-06-09 05:25:00,360,12,82,1
U_1ERTJ5PHT0HL,2024/06/09 22:41,2024-06-10 04:41:00,360,47,74,False
U_1ERTJ5PHT0HL,2024/06/10 23:57,2024-06-11 04:14:00,257,0,,FALSE
U_1ERTJ5PHT0HL,2024-06-10 20:33:00,2024-06-11 00:50:00,257,19,82,True
U_1ERTJ5PHT0HL,2024/06/11 23:14,2024-06-12 00:39:00,85,29,,True
U_1ERTJ5PHT0HL,2024-06-11 20:45:00,2024-06-11 22:55:00,,49,93,1
U_1ERTJ5PHT0HL,2024-06-11 22:37:00,2024-06-11 23:51:00,,31,64,True
U_1ERTJ5PHT0HL,2024-06-12 21:27:00,2024-06-13 00:40:00,193,0,76,True
U_1ERTJ5PHT0HL,2024-06-12 21:41:00,2024-06-12 23:20:00,99,71,,False
U_1ERTJ5PHT0HL,2024-06-12 20:36:00,2024-06-12 23:29:00,173,41,89,False
U_1ERTJ5PHT0HL,2024-06-13 23:02:00,2024-06-14 05:02:00,360,,75,
U_1ERTJ5PHT0HL,2024-06-14 21:25:00,2024-06-14 23:52:00,147,21,94,
U_1ERTJ5PHT0HL,2024-06-14 21:59:00,2024-06-15 00:36:00,157,71,,TRUE
U_1ERTJ5PHT0HL,2024/06/14 22:49,2024-06-15 00:21:00,92,,74,FALSE
U_1ERTJ5PHT0HL,2024/06/16 20:59,2024-06-17 02:59:00,360,,85,False
U_1ERTJ5PHT0HL,2024/06/17 21:18,2024-06-18 03:18:00,,27,91,1
U_1ERTJ5PHT0HL,2024-06-19 21:27:00,2024-06-19 23:54:00,147,84,82,TRUE
U_1ERTJ5PHT0HL,2024/06/19 21:16,2024-06-20 00:02:00,166,0,88,False
U_1ERTJ5PHT0HL,2024-06-19 23:56:00,2024-06-20 02:56:00,180,24,67,True
U_1ERTJ5PHT0HL,2024-06-20 23:27:00,2024-06-21 01:35:00,128,38,88,TRUE
U_1ERTJ5PHT0HL,2024-06-20 22:44:00,2024-06-21 01:07:00,143,50,88,1
U_1ERTJ5PHT0HL,2024-06-20 23:02:00,2024-06-21 01:40:00,158,16,81,False
U_1ERTJ5PHT0HL,2024-06-22 22:36:00,2024-06-23 04:36:00,360,21,86,False
U_1ERTJ5PHT0HL,2024/07/02 21:36,2024-07-03 01:01:00,,25,86,0
U_1ERTJ5PHT0HL,2024/07/02 21:51,2024-07-03 00:16:00,145,0,,FALSE
U_1ERTJ5PHT0HL,2024-07-02 22:51:00,2024-07-03 01:25:00,154,27,78,
U_1ERTJ5PHT0HL,2024-07-04 23:14:00,2024-07-05 05:14:00,360,39,80,
U_1ERTJ5PHT0HL,2024-07-05 22:20:00,2024-07-06 04:20:00,360,29,,TRUE
U_1ERTJ5PHT0HL,2024-07-06 23:13:00,2024-07-07 05:13:00,360,36,78,FALSE
U_1ERTJ5PHT0HL,2024-07-07 23:17:00,2024-07-08 03:08:00,231,37,80,1
U_1ERTJ5PHT0HL,2024/07/07 22:32,2024-07-08 02:32:00,240,18,90,
U_1ERTJ5PHT0HL,2024-07-10 20:52:00,2024-07-11 02:52:00,360,43,,TRUE
U_1ERTJ5PHT0HL,2024/07/11 23:29,2024-07-12 01:06:00,97,,95,0
U_1ERTJ5PHT0HL,2024-07-11 23:31:00,2024-07-12 01:54:00,143,54,81,0
U_1ERTJ5PHT0HL,2024-07-11 22:35:00,2024-07-12 01:01:00,146,37,88,TRUE
U_1ERTJ5PHT0HL,2024-07-12 21:27:00,2024-07-13 01:42:00,255,49,,TRUE
U_1ERTJ5PHT0HL,2024-07-12 22:01:00,2024-07-13 02:29:00,268,27,95,
U_1ERTJ5PHT0HL,2024-07-13 21:31:00,2024-07-14 03:31:00,,18,89,
U_1ERTJ5PHT0HL,2024-07-14 23:30:00,2024-07-15 02:54:00,204,33,82,0
U_1ERTJ5PHT0HL,2024-07-14 22:57:00,2024-07-15 02:12:00,195,49,82,True
U_1ERTJ5PHT0HL,2024/07/15 22:24,2024-07-16 04:24:00,360,47,82,
U_1ERTJ5PHT0HL,2024/07/17 22:11,2024-07-18 02:11:00,240,47,,True
U_1ERTJ5PHT0HL,2024-07-17 20:33:00,2024-07-17 23:56:00,203,55,78,1
U_1ERTJ5PHT0HL,2024-07-18 21:57:00,2024-07-19 03:57:00,360,40,,
U_1ERTJ5PHT0HL,2024-07-20 23:33:00,2024-07-21 05:33:00,360,,97,0
U_1ERTJ5PHT0HL,2024-07-21 22:04:00,2024-07-22 02:17:00,,,76,0
U_1ERTJ5PHT0HL,2024/07/21 21:46,2024-07-22 01:13:00,207,62,85,False
U_1ERTJ5PHT0HL,2024-07-22 23:41:00,2024-07-23 05:41:00,360,55,91,1
U_1ERTJ5PHT0HL,2024-07-23 23:36:00,2024-07-24 05:36:00,360,14,78,TRUE
U_1ERTJ5PHT0HL,2024-07-24 20:39:00,2024-07-25 02:39:00,,25,70,TRUE
U_1ERTJ5PHT0HL,2024-07-25 21:35:00,2024-07-25 23:32:00,117,43,81,False
U_1ERTJ5PHT0HL,2024-07-25 21:45:00,2024-07-26 00:18:00,153,54,76,FALSE
U_1ERTJ5PHT0HL,2024/07/25 20:34,2024-07-25 22:55:00,141,32,81,TRUE
U_1ERTJ5PHT0HL,2024-07-26 22:52:00,2024-07-27 04:52:00,360,74,,TRUE
U_1ERTJ5PHT0HL,2024-07-28 21:34:00,2024-07-29 03:34:00,360,37,92,1
U_1ERTJ5PHT0HL,2024-07-29 21:46:00,2024-07-30 01:09:00,203,15,82,True
U_1ERTJ5PHT0HL,2024-07-29 22:57:00,2024-07-30 01:59:00,182,23,86,TRUE
U_1ERTJ5PHT0HL,2024-07-30 21:22:00,2024-07-30 23:23:00,,62,93,1
U_1ERTJ5PHT0HL,2024-07-30 20:55:00,2024-07-30 23:39:00,164,25,78,1
U_1ERTJ5PHT0HL,2024-07-30 22:24:00,2024-07-31 00:41:00,137,31,80,FALSE
U_1ERTJ5PHT0HL,2024-07-31 21:51:00,2024-07-31 23:56:00,,43,79,False
U_1ERTJ5PHT0HL,2024-07-31 23:53:00,2024-08-01 01:59:00,126,26,92,FALSE
U_1ERTJ5PHT0HL,2024-07-31 20:41:00,2024-07-31 23:08:00,147,66,88,FALSE
U_1ERTJ5PHT0HL,2024-08-01 22:27:00,2024-08-02 02:47:00,260,17,93,FALSE
U_1ERTJ5PHT0HL,2024-08-01 21:36:00,2024-08-02 02:09:00,273,47,81,TRUE
U_1ERTJ5PHT0HL,2024-08-02 21:03:00,2024-08-02 23:56:00,173,26,93,1
U_1ERTJ5PHT0HL,2024-08-02 21:53:00,2024-08-03 00:33:00,160,57,81,1
U_1ERTJ5PHT0HL,2024-08-02 22:58:00,2024-08-03 02:13:00,195,76,77,0
U_1ERTJ5PHT0HL,2024-08-03 21:27:00,2024-08-04 01:43:00,256,57,70,False
U_1ERTJ5PHT0HL,2024-08-03 21:41:00,2024-08-04 02:30:00,289,59,82,1
U_1ERTJ5PHT0HL,2024-08-04 20:43:00,2024-08-05 02:43:00,,47,88,0
U_1ERTJ5PHT0HL,2024-08-05 23:15:00,2024-08-06 05:15:00,360,52,85,True
U_1ERTJ5PHT0HL,2024-08-06 22:20:00,2024-08-07 00:42:00,142,37,95,TRUE
U_1ERTJ5PHT0HL,2024-08-06 21:18:00,2024-08-07 00:07:00,169,10,80,0
U_1ERTJ5PHT0HL,2024-08-06 23:40:00,2024-08-07 02:42:00,182,37,76,FALSE
U_1ERTJ5PHT0HL,2024/08/07 22:00,2024-08-08 02:04:00,244,18,78,
U_1ERTJ5PHT0HL,2024-08-07 23:17:00,2024-08-08 03:36:00,259,25,96,FALSE
U_1ERTJ5PHT0HL,2024/08/08 23:07,2024-08-09 02:21:00,194,44,85,
U_1ERTJ5PHT0HL,2024/08/08 23:50,2024-08-09 02:18:00,148,33,86,TRUE
U_1ERTJ5PHT0HL,2024-08-08 21:16:00,2024-08-09 00:27:00,191,17,83,True
U_1ERTJ5PHT0HL,2024-08-09 23:08:00,2024-08-10 03:49:00,281,31,,False
U_1ERTJ5PHT0HL,2024-08-09 20:46:00,2024-08-10 00:43:00,,42,81,FALSE
U_1ERTJ5PHT0HL,2024-08-11 20:33:00,2024-08-11 23:08:00,155,46,78,TRUE
U_1ERTJ5PHT0HL,2024-08-11 23:27:00,2024-08-12 02:11:00,164,,89,True
U_1ERTJ5PHT0HL,2024-08-12 23:06:00,2024-08-13 03:13:00,247,15,87,True
U_1ERTJ5PHT0HL,2024-08-12 21:08:00,2024-08-13 01:47:00,279,18,93,
U_1ERTJ5PHT0HL,2024-08-13 23:19:00,2024-08-14 03:03:00,224,68,90,
U_1ERTJ5PHT0HL,2024-08-13 22:35:00,2024-08-14 02:13:00,218,,98,FALSE
U_1ERTJ5PHT0HL,2024/08/14 20:41,2024-08-15 01:15:00,274,,85,0
U_1ERTJ5PHT0HL,2024-08-14 21:05:00,2024-08-15 01:31:00,266,23,85,FALSE
U_1ERTJ5PHT0HL,2024-08-15 22:23:00,2024-08-16 04:23:00,360,,,TRUE
U_1ERTJ5PHT0HL,2024-08-16 21:59:00,2024-08-17 00:49:00,170,61,92,True
U_1ERTJ5PHT0HL,2024-08-16 22:24:00,2024-08-17 01:50:00,206,64,86,TRUE
U_1ERTJ5PHT0HL,2024-08-16 22:02:00,2024-08-17 00:23:00,141,13,70,FALSE
U_1ERTJ5PHT0HL,2024-08-17 23:40:00,2024-08-18 05:40:00,360,33,78,
U_1ERTJ5PHT0HL,2024-08-18 21:57:00,2024-08-19 03:57:00,360,,,1
U_1ERTJ5PHT0HL,2024/08/19 21:51,2024-08-20 03:51:00,360,21,,False
U_1ERTJ5PHT0HL,2024-08-20 21:40:00,2024-08-21 00:44:00,184,68,80,FALSE
U_1ERTJ5PHT0HL,2024/08/20 23:07,2024-08-21 02:02:00,175,45,80,
U_1ERTJ5PHT0HL,2024-08-22 20:36:00,2024-08-23 02:36:00,360,,88,0
U_1ERTJ5PHT0HL,2024-08-23 23:41:00,2024-08-24 03:20:00,219,49,,1
U_1ERTJ5PHT0HL,2024/08/23 22:57,2024-08-24 01:59:00,182,7,82,False
U_1ERTJ5PHT0HL,2024/08/24 21:48,2024-08-25 00:52:00,184,44,79,True
U_1ERTJ5PHT0HL,2024/08/24 22:23,2024-08-25 02:01:00,218,36,80,False
U_1ERTJ5PHT0HL,2024-08-24 22:47:00,2024-08-25 01:51:00,184,25,,False
U_1ERTJ5PHT0HL,2024-08-25 20:35:00,2024-08-26 02:35:00,360,,77,TRUE
U_1ERTJ5PHT0HL,2024-08-26 23:22:00,2024-08-27 05:22:00,360,56,97,True
U_1ERTJ5PHT0HL,2024/08/27 22:20,2024-08-28 04:20:00,360,10,74,True
U_1ERTJ5PHT0HL,2024-08-28 22:15:00,2024-08-29 01:04:00,169,0,,TRUE
U_1ERTJ5PHT0HL,2024-08-28 21:09:00,2024-08-29 00:23:00,194,66,79,1
U_1ERTJ5PHT0HL,2024-08-28 23:11:00,2024-08-29 02:15:00,184,55,,True
U_1ERTJ5PHT0HL,2024-08-29 21:50:00,2024-08-29 23:26:00,96,55,84,FALSE
U_1ERTJ5PHT0HL,2024/08/29 22:38,2024-08-30 01:58:00,200,52,82,True
U_1ERTJ5PHT0HL,2024-08-29 22:52:00,2024-08-30 01:30:00,158,,91,1
U_1ERTJ5PHT0HL,2024-08-30 22:45:00,2024-08-31 01:07:00,142,8,88,FALSE
U_1ERTJ5PHT0HL,2024-08-30 22:49:00,2024-08-31 01:31:00,162,,82,
U_1ERTJ5PHT0HL,2024-08-30 23:52:00,2024-08-31 03:22:00,210,,76,True
U_1ERTJ5PHT0HL,2024/08/31 21:01,2024-09-01 03:01:00,,40,,
U_1ERTJ5PHT0HL,2024/09/02 23:29,2024-09-03 05:29:00,360,28,81,TRUE
U_1ERTJ5PHT0HL,2024-09-04 23:16:00,2024-09-05 02:26:00,190,16,,True
U_1ERTJ5PHT0HL,2024-09-04 22:22:00,2024-09-05 01:59:00,217,10,85,
U_1ERTJ5PHT0HL,2024-09-05 22:12:00,2024-09-06 01:21:00,189,53,,False
U_1ERTJ5PHT0HL,2024-09-05 23:33:00,2024-09-06 01:24:00,111,,,TRUE
U_1ERTJ5PHT0HL,2024/09/05 20:56,2024-09-05 22:19:00,83,40,82,1
U_1ERTJ5PHT0HL,2024-09-07 20:43:00,2024-09-08 02:43:00,360,6,87,
U_1ERTJ5PHT0HL,2024/09/09 21:10,2024-09-10 03:10:00,360,55,78,FALSE
U_1ERTJ5PHT0HL,2024-09-10 22:17:00,2024-09-11 00:36:00,139,30,96,TRUE
U_1ERTJ5PHT0HL,2024-09-10 23:45:00,2024-09-11 02:17:00,152,9,80,TRUE
U_1ERTJ5PHT0HL,2024-09-10 20:45:00,2024-09-10 22:59:00,134,42,78,0
U_1ERTJ5PHT0HL,2024-09-11 23:22:00,2024-09-12 05:22:00,360,19,87,0
U_1ERTJ5PHT0HL,2024-09-12 23:01:00,2024-09-13 05:01:00,360,49,83,FALSE
U_1ERTJ5PHT0HL,2024/09/13 20:35,2024-09-14 02:35:00,360,40,89,False
U_1ERTJ5PHT0HL,2024-09-14 20:30:00,2024-09-15 02:30:00,360,30,74,TRUE
U_1ERTJ5PHT0HL,2024/09/15 23:16,2024-09-16 02:23:00,187,26,75,0
U_1ERTJ5PHT0HL,2024/09/15 21:44,2024-09-15 23:55:00,131,9,88,TRUE
U_1ERTJ5PHT0HL,2024-09-15 21:53:00,2024-09-16 01:11:00,198,23,89,
U_1ERTJ5PHT0HL,2024-09-16 20:37:00,2024-09-16 23:23:00,166,61,87,0
U_1ERTJ5PHT0HL,2024-09-16 22:12:00,2024-09-17 02:29:00,257,26,72,False
U_1ERTJ5PHT0HL,2024-09-17 23:29:00,2024-09-18 05:29:00,360,21,83,
U_1ERTJ5PHT0HL,2024-09-18 22:17:00,2024-09-19 04:17:00,360,44,91,TRUE
U_1ERTJ5PHT0HL,2024-09-19 23:07:00,2024-09-20 05:07:00,360,43,89,0
U_1ERTJ5PHT0HL,2024-09-20 23:16:00,2024-09-21 05:16:00,360,5,,FALSE
U_1ERTJ5PHT0HL,2024-09-21 23:41:00,2024-09-22 05:41:00,360,71,94,1
U_1ERTJ5PHT0HL,2024-09-22 21:15:00,2024-09-23 00:00:00,165,45,,0
U_1ERTJ5PHT0HL,2024-09-22 21:06:00,2024-09-22 23:10:00,124,53,80,FALSE
U_1ERTJ5PHT0HL,2024-09-22 21:28:00,2024-09-22 23:31:00,123,45,93,True
U_1ERTJ5PHT0HL,2024-09-23 23:08:00,2024-09-24 05:08:00,360,36,85,True
U_1ERTJ5PHT0HL,2024/09/24 23:35,2024-09-25 05:35:00,360,42,83,
U_1ERTJ5PHT0HL,2024-09-25 22:06:00,2024-09-26 04:06:00,360,60,84,False
U_1ERTJ5PHT0HL,2024-09-26 22:20:00,2024-09-27 04:20:00,360,,95,True
U_1ERTJ5PHT0HL,2024/09/27 21:08,2024-09-28 03:08:00,360,55,,FALSE
U_1ERTJ5PHT0HL,2024/09/28 23:28,2024-09-29 05:28:00,360,52,77,FALSE
U_1ERTJ5PHT0HL,2024/09/30 23:19,2024-10-01 05:19:00,360,22,74,1
U_1ERTJ5PHT0HL,2024-10-01 23:24:00,2024-10-02 03:03:00,,25,91,False
U_1ERTJ5PHT0HL,2024-10-01 22:36:00,2024-10-02 01:31:00,175,0,79,True
U_1ERTJ5PHT0HL,2024/10/02 23:25,2024-10-03 01:43:00,138,27,,FALSE
U_1ERTJ5PHT0HL,2024-10-02 20:42:00,2024-10-02 23:58:00,,10,84,False
U_1ERTJ5PHT0HL,2024-10-02 21:41:00,2024-10-03 00:21:00,,44,83,1
U_1ERTJ5PHT0HL,2024/10/03 22:17,2024-10-04 00:47:00,150,6,98,
U_1ERTJ5PHT0HL,2024-10-03 21:58:00,2024-10-04 00:23:00,145,27,86,1
U_1ERTJ5PHT0HL,2024/10/03 22:56,2024-10-04 02:13:00,,1,86,TRUE
U_1ERTJ5PHT0HL,2024-10-04 21:31:00,2024-10-05 03:31:00,,51,74,FALSE
U_1ERTJ5PHT0HL,2024-10-05 22:28:00,2024-10-06 04:28:00,360,22,89,0
U_1ERTJ5PHT0HL,2024-10-07 22:43:00,2024-10-08 02:30:00,227,43,86,FALSE
U_1ERTJ5PHT0HL,2024-10-07 20:35:00,2024-10-08 01:03:00,268,58,86,
U_1ERTJ5PHT0HL,2024-10-08 21:04:00,2024-10-09 03:04:00,360,,83,
U_1ERTJ5PHT0HL,2024/10/09 23:54,2024-10-10 05:54:00,360,31,73,0
U_1ERTJ5PHT0HL,2024/10/10 23:50,2024-10-11 05:50:00,360,28,85,False
U_1ERTJ5PHT0HL,2024-10-11 20:48:00,2024-10-12 02:48:00,360,45,87,True
U_1ERTJ5PHT0HL,2024/10/12 20:48,2024-10-13 01:06:00,258,34,84,1
U_1ERTJ5PHT0HL,2024-10-12 23:22:00,2024-10-13 03:41:00,,54,96,
U_1ERTJ5PHT0HL,2024-10-14 21:36:00,2024-10-15 01:30:00,234,43,91,
U_1ERTJ5PHT0HL,2024-10-14 20:58:00,2024-10-15 00:46:00,228,32,87,FALSE
U_1ERTJ5PHT0HL,2024-10-16 22:41:00,2024-10-17 01:22:00,161,,73,True
U_1ERTJ5PHT0HL,2024-10-16 20:46:00,2024-10-16 23:01:00,135,57,89,1
U_1ERTJ5PHT0HL,2024-10-16 20:53:00,2024-10-16 23:17:00,144,26,82,FALSE
U_1ERTJ5PHT0HL,2024/10/17 21:36,2024-10-18 03:36:00,360,35,82,FALSE
U_1ERTJ5PHT0HL,2024/10/18 21:15,2024-10-19 03:15:00,360,7,84,True
U_1ERTJ5PHT0HL,2024-10-20 22:06:00,2024-10-21 02:07:00,241,,80,
U_1ERTJ5PHT0HL,2024-10-20 23:36:00,2024-10-21 04:01:00,265,30,82,1
U_1ERTJ5PHT0HL,2024-10-22 23:19:00,2024-10-23 05:19:00,360,0,71,False
U_1ERTJ5PHT0HL,2024-10-23 22:02:00,2024-10-24 02:24:00,262,55,86,
U_1ERTJ5PHT0HL,2024/10/23 23:40,2024-10-24 04:39:00,299,,80,1
U_1ERTJ5PHT0HL,2024-10-24 22:31:00,2024-10-25 00:55:00,144,40,,False
U_1ERTJ5PHT0HL,2024/10/24 23:19,2024-10-25 02:08:00,169,35,75,False
U_1ERTJ5PHT0HL,2024-10-24 23:37:00,2024-10-25 01:51:00,134,49,76,
U_1ERTJ5PHT0HL,2024/10/25 20:52,2024-10-26 01:42:00,290,61,91,0
U_1ERTJ5PHT0HL,2024/10/25 22:30,2024-10-26 01:51:00,201,39,93,TRUE
U_1ERTJ5PHT0HL,2024-10-26 21:22:00,2024-10-27 00:14:00,172,48,75,1
U_1ERTJ5PHT0HL,2024-10-26 22:43:00,2024-10-27 01:59:00,196,,81,FALSE
U_1ERTJ5PHT0HL,2024/10/27 22:49,2024-10-28 04:49:00,360,51,,0
U_1ERTJ5PHT0HL,2024-10-28 23:55:00,2024-10-29 05:55:00,360,0,91,True
U_1ERTJ5PHT0HL,2024-10-29 23:16:00,2024-10-30 05:16:00,360,49,97,
U_1ERTJ5PHT0HL,2024-10-30 21:56:00,2024-10-31 00:47:00,171,29,89,
U_1ERTJ5PHT0HL,2024-10-30 22:54:00,2024-10-31 01:54:00,180,52,85,
U_1ERTJ5PHT0HL,2024-10-30 21:22:00,2024-10-30 23:34:00,132,22,89,TRUE
U_1ERTJ5PHT0HL,2024/10/31 23:38,2024-11-01 05:38:00,,,69,FALSE
U_1ERTJ5PHT0HL,2024-11-01 23:40:00,2024-11-02 02:56:00,196,19,84,FALSE
U_1ERTJ5PHT0HL,2024/11/01 23:09,2024-11-02 02:44:00,215,72,71,0
U_1ERTJ5PHT0HL,2024-11-02 22:11:00,2024-11-03 00:24:00,133,59,90,1
U_1ERTJ5PHT0HL,2024-11-02 22:23:00,2024-11-03 01:22:00,179,,87,TRUE
U_1ERTJ5PHT0HL,2024-11-02 23:57:00,2024-11-03 03:10:00,193,,83,TRUE
U_1ERTJ5PHT0HL,2024-11-03 23:41:00,2024-11-04 02:31:00,170,,77,FALSE
U_1ERTJ5PHT0HL,2024/11/03 21:13,2024-11-03 23:32:00,139,7,83,
U_1ERTJ5PHT0HL,2024/11/03 23:42,2024-11-04 02:29:00,167,,81,TRUE
U_1ERTJ5PHT0HL,2024/11/04 21:01,2024-11-05 03:01:00,360,40,83,True
U_1ERTJ5PHT0HL,2024-11-06 21:48:00,2024-11-07 03:48:00,360,,83,0
U_1ERTJ5PHT0HL,2024-11-07 23:12:00,2024-11-08 05:12:00,360,23,85,TRUE
U_1ERTJ5PHT0HL,2024-11-09 23:48:00,2024-11-10 05:48:00,360,25,82,FALSE
U_1ERTJ5PHT0HL,2024-11-10 21:57:00,2024-11-11 03:57:00,360,41,78,False
U_1ERTJ5PHT0HL,2024-11-11 20:39:00,2024-11-12 02:39:00,360,39,67,FALSE
U_1ERTJ5PHT0HL,2024/11/12 23:13,2024-11-13 02:18:00,185,63,93,True
U_1ERTJ5PHT0HL,2024-11-12 22:19:00,2024-11-13 01:25:00,186,,80,0
U_1ERTJ5PHT0HL,2024-11-13 21:56:00,2024-11-14 02:18:00,262,62,84,
U_1ERTJ5PHT0HL,2024-11-13 22:41:00,2024-11-14 02:36:00,235,2,88,1
U_1ERTJ5PHT0HL,2024-11-14 22:11:00,2024-11-15 04:11:00,360,39,93,FALSE
U_1ERTJ5PHT0HL,2024-11-15 23:48:00,2024-11-16 02:44:00,176,49,81,True
U_1ERTJ5PHT0HL,2024-11-15 22:36:00,2024-11-16 01:27:00,171,29,84,0
U_1ERTJ5PHT0HL,2024/11/15 20:50,2024-11-15 23:26:00,156,,85,1
U_1ERTJ5PHT0HL,2024-11-16 21:56:00,2024-11-17 03:56:00,360,11,89,
U_1ERTJ5PHT0HL,2024-11-17 22:06:00,2024-11-18 02:23:00,257,,86,
U_1ERTJ5PHT0HL,2024-11-17 23:26:00,2024-11-18 03:41:00,255,23,76,TRUE
U_1ERTJ5PHT0HL,2024-11-18 22:49:00,2024-11-19 04:49:00,360,18,91,1
U_1ERTJ5PHT0HL,2024/11/19 21:12,2024-11-20 03:12:00,360,18,74,1
U_1ERTJ5PHT0HL,2024-11-20 21:03:00,2024-11-20 23:59:00,,50,82,
U_1ERTJ5PHT0HL,2024-11-20 22:44:00,2024-11-21 01:37:00,173,,,TRUE
U_1ERTJ5PHT0HL,2024/11/20 20:55,2024-11-20 23:20:00,145,61,80,FALSE
U_1ERTJ5PHT0HL,2024/11/21 21:55,2024-11-22 02:02:00,,45,80,TRUE
U_1ERTJ5PHT0HL,2024/11/21 21:46,2024-11-22 01:44:00,238,0,89,1
U_1ERTJ5PHT0HL,2024/11/22 21:46,2024-11-23 03:46:00,360,59,,1
U_1ERTJ5PHT0HL,2024-11-23 22:50:00,2024-11-24 04:50:00,360,25,85,
